------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '040', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_054.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=040&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Missouri by County

"Pancreas (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Missouri(6)",29000,***,9.7 ,9.3, 10,712,78.3
"US (SEER+NPCR)(1)",00000,***,9.8 ,9.8, 9.9,36450,77.2
"Henry County(6)",29083,***,15.6 ,9.9, 23.8,5,86.2
"Andrew County(6)",29003,***,15.1 ,8.8, 24.6,4,100.0
"Wayne County(6)",29223,***,14.8 ,8.3, 25.4,3,88.9
"Benton County(6)",29015,***,14.5 ,8.9, 23.2,5,86.2
"Ray County(6)",29177,***,14.3 ,9, 22,5,92.0
"Dent County(6)",29065,***,14.3 ,8.2, 23.8,3,81.0
"Stoddard County(6)",29207,***,12.2 ,7.7, 18.6,5,88.9
"St. Francois County(6)",29187,***,12.2 ,9, 16.2,10,86.0
"Adair County(6)",29001,***,11.7 ,6.6, 19.3,3,84.2
"St. Louis City(6)",29510,***,11.5 ,9.8, 13.3,38,82.3
"Marion County(6)",29127,***,11.4 ,6.8, 18.2,4,86.4
"Crawford County(6)",29055,***,11.3 ,6.6, 18.4,4,81.8
"Cass County(6)",29037,***,11.3 ,8.8, 14.4,14,83.3
"Jasper County(6)",29097,***,11.3 ,8.9, 14.2,15,73.3
"Jackson County(6)",29095,***,11.3 ,10.2, 12.4,87,76.0
"Platte County(6)",29165,***,10.5 ,7.8, 13.8,11,79.1
"St. Louis County(6)",29189,***,10.3 ,9.5, 11.2,134,81.0
"Boone County(6)",29019,***,10.2 ,8, 12.9,15,87.2
"Laclede County(6)",29105,***,10.1 ,6.2, 15.6,4,73.3
"St. Charles County(6)",29183,***,10 ,8.7, 11.5,42,83.9
"Johnson County(6)",29101,***,9.9 ,6.4, 14.7,5,83.3
"Scott County(6)",29201,***,9.9 ,6.4, 14.7,5,72.2
"Callaway County(6)",29027,***,9.8 ,6.4, 14.5,5,71.1
"Greene County(6)",29077,***,9.7 ,8.3, 11.4,32,77.9
"Pettis County(6)",29159,***,9.5 ,6.1, 14.2,5,64.1
"Warren County(6)",29219,***,9.4 ,5.6, 14.9,4,74.1
"Webster County(6)",29225,***,8.9 ,5.2, 14.2,4,85.7
"Franklin County(6)",29071,***,8.8 ,6.6, 11.5,11,76.0
"Jefferson County(6)",29099,***,8.7 ,7.2, 10.6,22,80.6
"Buchanan County(6)",29021,***,8.7 ,6.3, 11.7,9,97.8
"Stone County(6)",29209,***,8.6 ,5.6, 13.5,6,75.7
"Cape Girardeau County(6)",29031,***,8.4 ,6, 11.5,8,82.4
"Cole County(6)",29051,***,8.3 ,5.8, 11.5,7,74.0
"Clay County(6)",29047,***,8.1 ,6.6, 9.9,20,74.6
"Lincoln County(6)",29113,***,8 ,5, 12.2,5,79.3
"Dunklin County(6)",29069,***,7.9 ,4.5, 13.1,3,72.7
"Taney County(6)",29213,***,7.8 ,5.2, 11.4,6,71.4
"Camden County(6)",29029,***,7.8 ,5.1, 11.7,6,75.6
"Christian County(6)",29043,***,7.8 ,5.4, 10.8,7,86.0
"Lawrence County(6)",29109,***,7.5 ,4.4, 12.1,4,66.7
