------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=29&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Missouri by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri(6,10)",29000,No,41.1 ,40.5, 41.8,2960,falling,-2.1 ,-3.2, -1.1
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Mercer County(6,10)",29129,No,73.9 ,43.5, 119.7,4,*,*,*,*
"Barton County(6,10)",29011,No,66.9 ,49.6, 88.7,11,stable,11.0 ,-23.9, 61.8
"Mississippi County(6,10)",29133,No,65.6 ,49.4, 85.8,11,stable,7.8 ,-20.3, 46.0
"Knox County(6,10)",29103,No,63.9 ,38.8, 102.2,4,stable,7.9 ,-39.6, 92.9
"Henry County(6,10)",29083,No,56.3 ,44.7, 70.3,18,stable,-4.1 ,-23.4, 20.0
"Scott County(6,10)",29201,No,56.3 ,47.1, 66.8,28,stable,-8.7 ,-37.0, 32.2
"Texas County(6,10)",29215,No,55 ,44.1, 67.9,19,stable,-9.9 ,-32.8, 20.9
"Pike County(6,10)",29163,No,55 ,42.2, 70.6,13,stable,-4.8 ,-24.0, 19.2
"Wright County(6,10)",29229,No,54.4 ,41.6, 70.1,13,stable,10.0 ,-1.1, 22.3
"Lewis County(6,10)",29111,No,53.7 ,37.6, 75.2,7,stable,6.9 ,-22.1, 46.6
"McDonald County(6,10)",29119,No,53.7 ,41.5, 68.5,14,stable,1.4 ,-27.3, 41.3
"Dunklin County(6,10)",29069,No,53 ,43.2, 64.5,21,stable,-1.7 ,-22.2, 24.1
"Shelby County(6,10)",29205,No,52.8 ,32.1, 82.8,4,stable,-15.0 ,-29.3, 2.3
"Linn County(6,10)",29115,No,52.6 ,38.1, 71.3,10,stable,-17.3 ,-45.7, 25.9
"Carroll County(6,10)",29033,No,52.5 ,36.1, 74.6,7,stable,8.3 ,-30.1, 67.6
"Crawford County(6,10)",29055,No,51.7 ,41.1, 64.4,17,stable,-2.6 ,-29.8, 35.1
"Stoddard County(6,10)",29207,No,51.1 ,41.5, 62.5,21,stable,0.6 ,-13.5, 17.0
"St. Francois County(6,10)",29187,No,51 ,44.1, 58.7,40,stable,-1.1 ,-8.7, 7.1
"New Madrid County(6,10)",29143,No,50.8 ,38.5, 66.2,12,stable,-1.6 ,-20.3, 21.6
"Johnson County(6,10)",29101,No,50.5 ,41.8, 60.4,25,stable,-1.2 ,-3.4, 1.0
"Miller County(6,10)",29131,No,50.3 ,39.5, 63.3,16,stable,-2.3 ,-13.1, 9.8
"Ste. Genevieve County(6,10)",29186,No,50.3 ,38.1, 65.6,12,stable,-11.8 ,-34.2, 18.2
"Pemiscot County(6,10)",29155,No,50.3 ,37.6, 66.1,11,stable,-1.1 ,-41.1, 66.3
"Ripley County(6,10)",29181,No,50 ,36.8, 67,10,stable,-1.3 ,-14.7, 14.2
"Wayne County(6,10)",29223,No,50 ,36.7, 67.2,10,stable,18.3 ,-23.9, 84.0
"Bates County(6,10)",29013,No,49.9 ,37.3, 65.9,11,stable,1.6 ,-35.9, 61.0
"Macon County(6,10)",29121,No,49.7 ,37, 65.8,11,stable,3.1 ,-16.0, 26.6
"Pettis County(6,10)",29159,No,49 ,40.7, 58.6,25,stable,-1.5 ,-16.9, 16.8
"Randolph County(6,10)",29175,No,48.9 ,38.1, 61.9,14,stable,-0.1 ,-24.4, 31.9
"Cedar County(6,10)",29039,No,48.6 ,35.9, 65.1,11,stable,-15.0 ,-48.3, 39.6
