------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=35&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '35', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=35&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for New Mexico by County

"Breast, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 20.7?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"New Mexico",35000,Yes,18.8 ,17.8, 20,249,falling,-1.7 ,-2.1, -1.2
"United States",00000,Yes,20.6 ,20.5, 20.7,41246,falling,-1.5 ,-1.7, -1.3
"Sierra County",35051,No,29.5 ,17.3, 52.6,4,*,*,*,*
"Luna County",35029,No,28.9 ,18.7, 43.3,5,*,*,*,*
"Otero County",35035,No,24.4 ,17.9, 32.8,10,stable,-0.2 ,-1.3, 0.9
"Eddy County",35015,No,23.2 ,16.5, 31.8,8,stable,0.9 ,-1.2, 2.9
"Valencia County",35061,No,22 ,16.3, 29.1,10,stable,-0.4 ,-2.4, 1.6
"Rio Arriba County",35039,No,21 ,13.9, 30.9,6,stable,0.7 ,-1.5, 3.0
"San Juan County",35045,Yes,19.8 ,15.4, 25.2,14,stable,-1.7 ,-3.2, 0.0
"McKinley County",35031,Yes,19.4 ,13.5, 26.9,7,stable,-1.4 ,-3.4, 0.7
"Bernalillo County",35001,Yes,19.3 ,17.4, 21.3,82,falling,-2.3 ,-2.8, -1.7
"Santa Fe County",35049,Yes,18.2 ,14.7, 22.4,21,falling,-2.4 ,-3.6, -1.1
"Dona Ana County",35013,Yes,18 ,14.7, 21.8,22,falling,-1.7 ,-2.9, -0.6
"Grant County",35017,Yes,18 ,11.6, 27.9,5,stable,0.3 ,-2.7, 3.5
"Sandoval County",35043,Yes,16.4 ,12.7, 20.8,14,falling,-1.8 ,-3.3, -0.2
"Curry County",35009,Yes,14.6 ,8.7, 23,4,falling,-2.8 ,-4.9, -0.6
"Lea County",35025,Yes,14.5 ,9.1, 21.8,5,*,*,*,*
"Chaves County",35005,Yes,14.3 ,9.2, 21.1,5,falling,-2.1 ,-3.5, -0.6
"Taos County",35055,Yes,14.1 ,8, 23.7,4,stable,-0.4 ,-3.3, 2.5
"Catron County",35003,***,* ,*, *,3 or fewer,*,*,*,*
"Cibola County",35006,***,* ,*, *,3 or fewer,*,*,*,*
"Colfax County",35007,***,* ,*, *,3 or fewer,*,*,*,*
"De Baca County",35011,***,* ,*, *,3 or fewer,*,*,*,*
"Guadalupe County",35019,***,* ,*, *,3 or fewer,*,*,*,*
"Harding County",35021,***,* ,*, *,3 or fewer,*,*,*,*
"Hidalgo County",35023,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County",35027,***,* ,*, *,3 or fewer,*,*,*,*
"Los Alamos County",35028,***,* ,*, *,3 or fewer,*,*,*,*
"Mora County",35033,***,* ,*, *,3 or fewer,*,*,*,*
"Quay County",35037,***,* ,*, *,3 or fewer,*,*,*,*
"Roosevelt County",35041,***,* ,*, *,3 or fewer,*,*,*,*
