------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=41&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '41', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=41&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Oregon by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Oregon(6,10)",41000,Yes,34.4 ,33.7, 35.2,1642,falling,-3.2 ,-4.7, -1.6
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Josephine County(6,10)",41033,No,41 ,36.1, 46.6,57,stable,-0.9 ,-11.2, 10.5
"Clatsop County(6,10)",41007,No,40.5 ,32.7, 49.7,21,stable,-9.7 ,-29.8, 16.0
"Umatilla County(6,10)",41059,Yes,39.8 ,33.9, 46.4,34,stable,-9.8 ,-38.3, 31.8
"Lake County(6,10)",41037,Yes,38.9 ,25, 59.6,5,stable,8.9 ,-19.5, 47.3
"Union County(6,10)",41061,Yes,38.3 ,29.2, 49.4,13,stable,-5.8 ,-21.9, 13.5
"Klamath County(6,10)",41035,Yes,38.3 ,32.5, 44.8,34,stable,5.1 ,-16.8, 32.8
"Yamhill County(6,10)",41071,Yes,38 ,33.2, 43.4,46,stable,4.8 ,-6.0, 16.8
"Wasco County(6,10)",41065,Yes,37.4 ,28.6, 48.4,13,stable,-11.0 ,-24.6, 5.1
"Crook County(6,10)",41013,Yes,37.2 ,28.1, 48.9,13,stable,4.7 ,-32.5, 62.3
"Malheur County(6,10)",41045,Yes,37.2 ,28.5, 47.7,13,stable,0.3 ,-23.3, 31.0
"Multnomah County(6,10)",41051,Yes,36.8 ,34.9, 38.9,287,stable,-3.4 ,-8.9, 2.3
"Jefferson County(6,10)",41031,Yes,36.7 ,27, 48.9,10,stable,-4.8 ,-18.4, 11.0
"Marion County(6,10)",41047,Yes,36.6 ,33.8, 39.5,133,stable,-2.2 ,-8.1, 4.0
"Lincoln County(6,10)",41041,Yes,36.5 ,29.9, 44.2,27,stable,4.3 ,-18.0, 32.7
"Jackson County(6,10)",41029,Yes,36.4 ,33.2, 39.8,107,stable,0.2 ,-3.5, 4.1
"Clackamas County(6,10)",41005,Yes,35.4 ,33, 37.9,173,stable,-2.2 ,-7.7, 3.7
"Polk County(6,10)",41053,Yes,35.1 ,29.8, 41.2,33,stable,-10.8 ,-20.4, 0.0
"Morrow County(6,10)",41049,Yes,35 ,21.7, 53.8,4,stable,-7.1 ,-41.3, 47.0
"Coos County(6,10)",41011,Yes,34.2 ,29.2, 40,36,stable,8.2 ,-10.7, 31.1
"Linn County(6,10)",41043,Yes,33.8 ,29.6, 38.4,51,stable,-5.3 ,-15.4, 6.1
"Lane County(6,10)",41039,Yes,31.8 ,29.4, 34.3,143,stable,-5.6 ,-15.3, 5.2
"Washington County(6,10)",41067,Yes,30.9 ,28.8, 33.1,170,stable,0.4 ,-8.8, 10.5
"Benton County(6,10)",41003,Yes,30.7 ,25.7, 36.5,28,stable,-9.5 ,-35.5, 26.9
