------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Indiana",18000,0.4,24595,"10 of 51"
"United States",00000,0.7,2074097,"N/A"
"Brown County",18013,0.0,0,"1 of 3140"
"Martin County",18101,0.0,0,"1 of 3140"
"Pike County",18125,0.0,0,"1 of 3140"
"Posey County",18129,0.0,0,"1 of 3140"
"Union County",18161,0.0,0,"1 of 3140"
"Clay County",18021,0.0,2,"367 of 3140"
"Switzerland County",18155,0.0,1,"373 of 3140"
"Morgan County",18109,0.0,12,"404 of 3140"
"Dubois County",18037,0.0,14,"484 of 3140"
"Jasper County",18073,0.0,12,"502 of 3140"
"Steuben County",18151,0.0,13,"510 of 3140"
"Spencer County",18147,0.0,8,"517 of 3140"
"Carroll County",18015,0.0,8,"526 of 3140"
"Benton County",18007,0.0,4,"565 of 3140"
"LaGrange County",18087,0.0,18,"568 of 3140"
"Starke County",18149,0.0,11,"577 of 3140"
"Daviess County",18027,0.0,16,"582 of 3140"
"Scott County",18143,0.1,12,"587 of 3140"
"Whitley County",18183,0.1,21,"660 of 3140"
"Fulton County",18049,0.1,13,"675 of 3140"
"Kosciusko County",18085,0.1,52,"695 of 3140"
"Perry County",18123,0.1,13,"703 of 3140"
"Jay County",18075,0.1,15,"728 of 3140"
"Owen County",18119,0.1,15,"732 of 3140"
"Fayette County",18041,0.1,17,"738 of 3140"
"Montgomery County",18107,0.1,29,"769 of 3140"
"Jennings County",18079,0.1,25,"862 of 3140"
"Decatur County",18031,0.1,24,"865 of 3140"
"Henry County",18065,0.1,44,"869 of 3140"
"Vermillion County",18165,0.1,15,"898 of 3140"
"Clark County",18019,0.1,123,"976 of 3140"
"LaPorte County",18091,0.1,121,"989 of 3140"
"Clinton County",18023,0.1,36,"1006 of 3140"
"Gibson County",18051,0.1,38,"1026 of 3140"
"Crawford County",18025,0.1,12,"1030 of 3140"
"Blackford County",18009,0.1,14,"1042 of 3140"
"Warren County",18171,0.1,10,"1088 of 3140"
"Greene County",18055,0.1,40,"1107 of 3140"
"Dearborn County",18029,0.1,62,"1120 of 3140"
"Knox County",18083,0.1,49,"1152 of 3140"
"Miami County",18103,0.1,48,"1176 of 3140"
"Sullivan County",18153,0.1,28,"1179 of 3140"
"Franklin County",18047,0.1,31,"1186 of 3140"
"Randolph County",18135,0.1,37,"1251 of 3140"
"Warrick County",18173,0.1,91,"1255 of 3140"
"Huntington County",18069,0.2,56,"1300 of 3140"
"Adams County",18001,0.2,54,"1305 of 3140"
"Washington County",18175,0.2,44,"1323 of 3140"
"Delaware County",18035,0.2,187,"1348 of 3140"
"Boone County",18011,0.2,107,"1409 of 3140"
"Hancock County",18059,0.2,130,"1461 of 3140"
"Newton County",18111,0.2,27,"1542 of 3140"
"DeKalb County",18033,0.2,86,"1599 of 3140"
"Floyd County",18043,0.2,161,"1635 of 3140"
"Madison County",18095,0.2,276,"1651 of 3140"
"Lawrence County",18093,0.2,100,"1687 of 3140"
"Fountain County",18045,0.2,37,"1695 of 3140"
"Porter County",18127,0.2,377,"1709 of 3140"
"Orange County",18117,0.2,46,"1751 of 3140"
"Hendricks County",18063,0.2,375,"1764 of 3140"
"Harrison County",18061,0.2,95,"1786 of 3140"
"Elkhart County",18039,0.2,491,"1798 of 3140"
"Allen County",18003,0.2,893,"1801 of 3140"
"Wells County",18179,0.3,69,"1820 of 3140"
"Rush County",18139,0.3,43,"1849 of 3140"
"Vanderburgh County",18163,0.3,496,"1922 of 3140"
"Lake County",18089,0.3,1334,"1925 of 3140"
"Pulaski County",18131,0.3,35,"1925 of 3140"
"Wayne County",18177,0.3,186,"1940 of 3140"
"Noble County",18113,0.3,132,"1954 of 3140"
"Tipton County",18159,0.3,45,"2006 of 3140"
"Ohio County",18115,0.3,18,"2041 of 3140"
"Johnson County",18081,0.3,456,"2044 of 3140"
"Wabash County",18169,0.3,98,"2050 of 3140"
"Putnam County",18133,0.3,116,"2055 of 3140"
"Marshall County",18099,0.3,148,"2086 of 3140"
"Howard County",18067,0.3,263,"2094 of 3140"
"Grant County",18053,0.3,220,"2109 of 3140"
"Shelby County",18145,0.3,153,"2179 of 3140"
"Cass County",18017,0.4,136,"2213 of 3140"
"Parke County",18121,0.4,62,"2237 of 3140"
"Ripley County",18137,0.4,111,"2306 of 3140"
"Jackson County",18071,0.4,193,"2407 of 3140"
"St. Joseph County",18141,0.5,1247,"2456 of 3140"
"Hamilton County",18057,0.5,1491,"2479 of 3140"
"Jefferson County",18077,0.5,158,"2496 of 3140"
"Marion County",18097,0.5,4623,"2497 of 3140"
"Vigo County",18167,0.5,542,"2519 of 3140"
"White County",18181,0.5,125,"2551 of 3140"
"Bartholomew County",18005,1.3,1076,"3045 of 3140"
"Monroe County",18105,1.8,2592,"3086 of 3140"
"Tippecanoe County",18157,2.0,3731,"3100 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
