------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=18&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Indiana by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Indiana",18000,65227.000000000,"35 of 52"
"United States",00000,70850.000000000,"N/A"
"Crawford County",18025,49840.000000000,"2524 of 3141"
"Fayette County",18041,50540.000000000,"2458 of 3141"
"Switzerland County",18155,50596.000000000,"2455 of 3141"
"Grant County",18053,51463.000000000,"2366 of 3141"
"Blackford County",18009,51837.000000000,"2336 of 3141"
"Parke County",18121,53511.000000000,"2178 of 3141"
"Orange County",18117,53750.000000000,"2154 of 3141"
"Vigo County",18167,54425.000000000,"2105 of 3141"
"Starke County",18149,54711.000000000,"2080 of 3141"
"Wayne County",18177,55359.000000000,"2022 of 3141"
"Jay County",18075,55376.000000000,"2021 of 3141"
"Vermillion County",18165,55649.000000000,"1992 of 3141"
"Randolph County",18135,55919.000000000,"1969 of 3141"
"Pulaski County",18131,55942.000000000,"1968 of 3141"
"Fountain County",18045,56096.000000000,"1953 of 3141"
"Delaware County",18035,56460.000000000,"1922 of 3141"
"Knox County",18083,56472.000000000,"1920 of 3141"
"Marion County",18097,56733.000000000,"1892 of 3141"
"Madison County",18095,56814.000000000,"1885 of 3141"
"Washington County",18175,56899.000000000,"1877 of 3141"
"Cass County",18017,56983.000000000,"1867 of 3141"
"Henry County",18065,57050.000000000,"1860 of 3141"
"Sullivan County",18153,57337.000000000,"1829 of 3141"
"Jennings County",18079,57721.000000000,"1793 of 3141"
"Union County",18161,57755.000000000,"1788 of 3141"
"Miami County",18103,57790.000000000,"1787 of 3141"
"Newton County",18111,57958.000000000,"1770 of 3141"
"Scott County",18143,57996.000000000,"1761 of 3141"
"Fulton County",18049,58464.000000000,"1714 of 3141"
"Wabash County",18169,58589.000000000,"1703 of 3141"
"Rush County",18139,58912.000000000,"1675 of 3141"
"Lawrence County",18093,59119.000000000,"1652 of 3141"
"Benton County",18007,59304.000000000,"1634 of 3141"
"Martin County",18101,59443.000000000,"1615 of 3141"
"Clay County",18021,59942.000000000,"1556 of 3141"
"Daviess County",18027,59947.000000000,"1555 of 3141"
"Jefferson County",18077,60368.000000000,"1503 of 3141"
"Jackson County",18071,60522.000000000,"1488 of 3141"
"Owen County",18119,60572.000000000,"1480 of 3141"
"Decatur County",18031,60637.000000000,"1470 of 3141"
"Perry County",18123,60855.000000000,"1453 of 3141"
"Elkhart County",18039,60881.000000000,"1448 of 3141"
"Greene County",18055,60953.000000000,"1443 of 3141"
"Huntington County",18069,61019.000000000,"1433 of 3141"
"Adams County",18001,61064.000000000,"1429 of 3141"
"LaPorte County",18091,61533.000000000,"1388 of 3141"
"Vanderburgh County",18163,61785.000000000,"1364 of 3141"
"Howard County",18067,61835.000000000,"1362 of 3141"
"Pike County",18125,61918.000000000,"1351 of 3141"
"Marshall County",18099,62066.000000000,"1340 of 3141"
"White County",18181,62303.000000000,"1315 of 3141"
"St. Joseph County",18141,62331.000000000,"1312 of 3141"
"Steuben County",18151,62524.000000000,"1291 of 3141"
"Ripley County",18137,62670.000000000,"1281 of 3141"
"DeKalb County",18033,62675.000000000,"1280 of 3141"
"Clinton County",18023,62947.000000000,"1251 of 3141"
"Noble County",18113,63427.000000000,"1199 of 3141"
"Carroll County",18015,63440.000000000,"1197 of 3141"
"Allen County",18003,63679.000000000,"1182 of 3141"
"LaGrange County",18087,63750.000000000,"1175 of 3141"
"Lake County",18089,63912.000000000,"1165 of 3141"
"Montgomery County",18107,63983.000000000,"1157 of 3141"
"Gibson County",18051,64333.000000000,"1131 of 3141"
"Harrison County",18061,64589.000000000,"1104 of 3141"
"Kosciusko County",18085,64973.000000000,"1076 of 3141"
"Jasper County",18073,65000.000000000,"1069 of 3141"
"Franklin County",18047,65409.000000000,"1034 of 3141"
"Warren County",18171,65441.000000000,"1031 of 3141"
"Putnam County",18133,66004.000000000,"992 of 3141"
"Clark County",18019,66106.000000000,"985 of 3141"
"Tipton County",18159,66747.000000000,"939 of 3141"
"Whitley County",18183,67560.000000000,"877 of 3141"
"Wells County",18179,67590.000000000,"874 of 3141"
"Morgan County",18109,68016.000000000,"845 of 3141"
"Tippecanoe County",18157,68709.000000000,"798 of 3141"
"Spencer County",18147,69184.000000000,"775 of 3141"
"Shelby County",18145,69243.000000000,"769 of 3141"
"Monroe County",18105,69459.000000000,"751 of 3141"
"Bartholomew County",18005,70196.000000000,"711 of 3141"
"Brown County",18013,71795.000000000,"634 of 3141"
"Posey County",18129,72642.000000000,"577 of 3141"
"Dubois County",18037,73370.000000000,"527 of 3141"
"Ohio County",18115,73452.000000000,"524 of 3141"
"Dearborn County",18029,74097.000000000,"489 of 3141"
"Floyd County",18043,75238.000000000,"452 of 3141"
"Johnson County",18081,77719.000000000,"365 of 3141"
"Porter County",18127,80262.000000000,"303 of 3141"
"Warrick County",18173,80874.000000000,"294 of 3141"
"Hancock County",18059,81522.000000000,"281 of 3141"
"Hendricks County",18063,86237.000000000,"209 of 3141"
"Boone County",18011,92207.000000000,"136 of 3141"
"Hamilton County",18057,108099.000000000,"40 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:16 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
