------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '42', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=42&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Pennsylvania by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"Pennsylvania",42000,33.8,4317512,"44 of 52"
"Forest County",42053,26.9,1987,"116 of 3141"
"Centre County",42027,28.0,44969,"189 of 3141"
"Philadelphia County",42101,29.2,457817,"296 of 3141"
"Clinton County",42035,30.9,12154,"576 of 3141"
"Lancaster County",42071,31.5,168990,"739 of 3141"
"Indiana County",42063,32.1,27808,"964 of 3141"
"Snyder County",42109,32.3,13089,"1018 of 3141"
"Union County",42119,32.4,14596,"1072 of 3141"
"Columbia County",42037,32.5,21668,"1123 of 3141"
"Erie County",42049,32.8,91143,"1243 of 3141"
"Clarion County",42031,32.9,12732,"1267 of 3141"
"Lebanon County",42075,33.0,45462,"1356 of 3141"
"Allegheny County",42003,33.3,408875,"1456 of 3141"
"Lehigh County",42077,33.3,120154,"1477 of 3141"
"Lycoming County",42081,33.3,38470,"1492 of 3141"
"Montour County",42093,33.4,6106,"1506 of 3141"
"Franklin County",42055,33.4,51049,"1507 of 3141"
"Cumberland County",42041,33.4,82027,"1510 of 3141"
"Delaware County",42045,33.4,188122,"1526 of 3141"
"Berks County",42011,33.6,139652,"1645 of 3141"
"Lackawanna County",42069,33.7,71382,"1693 of 3141"
"Tioga County",42117,33.8,14028,"1736 of 3141"
"Dauphin County",42043,33.8,92438,"1771 of 3141"
"Blair County",42013,33.8,42192,"1775 of 3141"
"Juniata County",42067,34.1,8334,"1915 of 3141"
"Mifflin County",42087,34.2,15867,"1947 of 3141"
"Luzerne County",42079,34.2,108786,"1960 of 3141"
"Huntingdon County",42061,34.3,15693,"2041 of 3141"
"Mercer County",42085,34.4,39111,"2079 of 3141"
"Northampton County",42095,34.5,103770,"2117 of 3141"
"Crawford County",42039,34.5,29954,"2123 of 3141"
"McKean County",42083,34.6,14577,"2186 of 3141"
"Lawrence County",42073,34.7,30593,"2196 of 3141"
"Jefferson County",42065,34.7,15350,"2199 of 3141"
"Potter County",42105,34.7,5922,"2203 of 3141"
"Cambria County",42021,34.7,47190,"2223 of 3141"
"Montgomery County",42091,34.8,285097,"2284 of 3141"
"Bradford County",42015,34.8,21440,"2293 of 3141"
"York County",42133,34.9,154484,"2337 of 3141"
"Northumberland County",42097,35.3,32840,"2473 of 3141"
"Adams County",42001,35.4,35937,"2501 of 3141"
"Beaver County",42007,35.4,59517,"2508 of 3141"
"Wyoming County",42131,35.4,9839,"2523 of 3141"
"Greene County",42059,35.5,13238,"2528 of 3141"
"Chester County",42029,35.5,182567,"2538 of 3141"
"Washington County",42125,35.9,74453,"2661 of 3141"
"Schuylkill County",42107,36.0,51910,"2696 of 3141"
"Fulton County",42057,36.0,5268,"2706 of 3141"
"Somerset County",42111,36.0,27255,"2722 of 3141"
"Fayette County",42051,36.2,48206,"2762 of 3141"
"Venango County",42121,36.4,19265,"2809 of 3141"
"Bedford County",42009,36.6,17878,"2836 of 3141"
"Clearfield County",42033,36.6,29467,"2839 of 3141"
"Perry County",42099,36.6,16787,"2841 of 3141"
"Armstrong County",42005,36.6,24447,"2848 of 3141"
"Butler County",42019,36.7,68325,"2871 of 3141"
"Warren County",42123,36.8,14832,"2876 of 3141"
"Westmoreland County",42129,36.9,131668,"2903 of 3141"
"Monroe County",42089,37.0,61844,"2916 of 3141"
"Bucks County",42017,37.2,232987,"2951 of 3141"
"Susquehanna County",42115,37.2,15537,"2958 of 3141"
"Carbon County",42025,37.4,23954,"2979 of 3141"
"Elk County",42047,37.5,11539,"2988 of 3141"
"Wayne County",42127,37.5,19368,"2990 of 3141"
"Cameron County",42023,38.2,1818,"3050 of 3141"
"Pike County",42103,38.3,21315,"3051 of 3141"
"Sullivan County",42113,38.3,2373,"3054 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:02 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40-64, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
