------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=45&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '45', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=45&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Carolina by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"South Carolina",45000,0.4,19494,"15 of 51"
"United States",00000,0.7,2074097,"N/A"
"Allendale County",45005,0.0,0,"1 of 3140"
"Calhoun County",45017,0.0,0,"1 of 3140"
"Colleton County",45029,0.0,6,"397 of 3140"
"Lee County",45061,0.0,6,"486 of 3140"
"Darlington County",45031,0.1,46,"708 of 3140"
"Abbeville County",45001,0.1,18,"742 of 3140"
"Bamberg County",45009,0.1,11,"754 of 3140"
"Georgetown County",45043,0.1,52,"833 of 3140"
"Chester County",45023,0.1,29,"863 of 3140"
"Greenwood County",45047,0.1,64,"878 of 3140"
"Florence County",45041,0.1,135,"914 of 3140"
"Jasper County",45053,0.1,28,"942 of 3140"
"Union County",45087,0.1,29,"955 of 3140"
"Dillon County",45033,0.1,43,"1200 of 3140"
"Hampton County",45049,0.1,28,"1203 of 3140"
"Oconee County",45073,0.2,113,"1263 of 3140"
"Barnwell County",45011,0.2,35,"1345 of 3140"
"Cherokee County",45021,0.2,98,"1433 of 3140"
"Chesterfield County",45025,0.2,89,"1547 of 3140"
"Aiken County",45003,0.2,371,"1706 of 3140"
"Marlboro County",45069,0.2,62,"1712 of 3140"
"McCormick County",45065,0.2,22,"1712 of 3140"
"Clarendon County",45027,0.2,81,"1767 of 3140"
"Newberry County",45071,0.2,90,"1772 of 3140"
"Lancaster County",45057,0.3,227,"1885 of 3140"
"Laurens County",45059,0.3,182,"1924 of 3140"
"Spartanburg County",45083,0.3,822,"1935 of 3140"
"Anderson County",45007,0.3,540,"1949 of 3140"
"Orangeburg County",45075,0.3,250,"1960 of 3140"
"York County",45091,0.3,835,"2137 of 3140"
"Berkeley County",45015,0.4,708,"2184 of 3140"
"Fairfield County",45039,0.4,84,"2242 of 3140"
"Edgefield County",45037,0.4,98,"2244 of 3140"
"Charleston County",45019,0.4,1420,"2246 of 3140"
"Horry County",45051,0.4,1204,"2298 of 3140"
"Kershaw County",45055,0.4,264,"2354 of 3140"
"Pickens County",45077,0.4,516,"2370 of 3140"
"Dorchester County",45035,0.4,649,"2375 of 3140"
"Lexington County",45063,0.5,1297,"2446 of 3140"
"Saluda County",45081,0.6,114,"2628 of 3140"
"Williamsburg County",45089,0.6,192,"2660 of 3140"
"Beaufort County",45013,0.6,1106,"2695 of 3140"
"Sumter County",45085,0.7,736,"2771 of 3140"
"Richland County",45079,0.7,2802,"2776 of 3140"
"Greenville County",45045,0.8,3694,"2840 of 3140"
"Marion County",45067,0.9,298,"2944 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
