------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=45&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '45', 'areatype': 'county', 'topic': 'pop', 'demo': '00101', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_024.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=45&areatype=county&topic=pop&demo=00101&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for South Carolina by County
Population: Non-Hispanic (Origin Recode)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Non-Hispanic [Origin Recode]),Rank within US
"United States",00000,82.4,264493836,"N/A"
"South Carolina",45000,94.5,4626046,"36 of 52"
"Saluda County",45081,84.6,17112,"498 of 3141"
"Jasper County",45053,86.8,23828,"570 of 3141"
"Beaufort County",45013,88.7,159129,"658 of 3141"
"Greenville County",45045,91.2,446984,"820 of 3141"
"Newberry County",45071,92.7,35141,"962 of 3141"
"Spartanburg County",45083,93.5,278417,"1057 of 3141"
"Berkeley County",45015,93.7,191782,"1086 of 3141"
"Horry County",45051,94.0,291608,"1133 of 3141"
"Greenwood County",45047,94.2,65897,"1151 of 3141"
"Lexington County",45063,94.2,265476,"1155 of 3141"
"Edgefield County",45037,94.3,25115,"1190 of 3141"
"Aiken County",45003,94.5,156591,"1220 of 3141"
"York County",45091,94.9,238704,"1285 of 3141"
"Oconee County",45073,94.9,72021,"1286 of 3141"
"Richland County",45079,95.0,384446,"1306 of 3141"
"Dorchester County",45035,95.0,144065,"1308 of 3141"
"Lancaster County",45057,95.0,82184,"1310 of 3141"
"Charleston County",45019,95.0,368337,"1312 of 3141"
"Laurens County",45059,95.5,63526,"1430 of 3141"
"Chesterfield County",45025,95.8,44192,"1506 of 3141"
"Cherokee County",45021,95.9,54226,"1532 of 3141"
"Kershaw County",45055,95.9,61135,"1545 of 3141"
"Hampton County",45049,96.0,19267,"1571 of 3141"
"Sumter County",45085,96.2,103288,"1614 of 3141"
"Calhoun County",45017,96.4,14278,"1677 of 3141"
"Anderson County",45007,96.5,187351,"1694 of 3141"
"Pickens County",45077,96.5,117185,"1696 of 3141"
"Marlboro County",45069,96.7,26596,"1758 of 3141"
"Colleton County",45029,96.9,36425,"1848 of 3141"
"Allendale County",45005,96.9,9114,"1854 of 3141"
"Georgetown County",45043,97.0,59227,"1880 of 3141"
"Clarendon County",45027,97.0,33132,"1884 of 3141"
"Marion County",45067,97.3,30906,"2023 of 3141"
"Dillon County",45033,97.3,30243,"2041 of 3141"
"Florence County",45041,97.5,135095,"2126 of 3141"
"Lee County",45061,97.7,17479,"2196 of 3141"
"Williamsburg County",45089,97.7,31505,"2200 of 3141"
"Barnwell County",45011,97.7,21286,"2213 of 3141"
"Orangeburg County",45075,97.9,87247,"2330 of 3141"
"Fairfield County",45039,98.0,22411,"2380 of 3141"
"Bamberg County",45009,98.1,14554,"2416 of 3141"
"Darlington County",45031,98.1,66275,"2426 of 3141"
"Chester County",45023,98.1,31805,"2432 of 3141"
"Union County",45087,98.6,27396,"2773 of 3141"
"Abbeville County",45001,98.7,24456,"2779 of 3141"
"McCormick County",45065,99.1,9609,"2968 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:20 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Non-Hispanic (Origin Recode), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
