------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=30&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '30', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=30&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Montana by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"Montana",30000,0.4,3627,"8 of 51"
"United States",00000,0.7,2074097,"N/A"
"Big Horn County",30003,0.0,0,"1 of 3140"
"Daniels County",30019,0.0,0,"1 of 3140"
"Fallon County",30025,0.0,0,"1 of 3140"
"Garfield County",30033,0.0,0,"1 of 3140"
"Golden Valley County",30037,0.0,0,"1 of 3140"
"Judith Basin County",30045,0.0,0,"1 of 3140"
"McCone County",30055,0.0,0,"1 of 3140"
"Mineral County",30061,0.0,0,"1 of 3140"
"Petroleum County",30069,0.0,0,"1 of 3140"
"Pondera County",30073,0.0,0,"1 of 3140"
"Powder River County",30075,0.0,0,"1 of 3140"
"Powell County",30077,0.0,0,"1 of 3140"
"Treasure County",30103,0.0,0,"1 of 3140"
"Wibaux County",30109,0.0,0,"1 of 3140"
"Jefferson County",30043,0.0,1,"369 of 3140"
"Beaverhead County",30001,0.0,2,"424 of 3140"
"Sanders County",30089,0.0,4,"498 of 3140"
"Wheatland County",30107,0.0,1,"575 of 3140"
"Valley County",30105,0.1,4,"595 of 3140"
"Teton County",30099,0.1,4,"698 of 3140"
"Prairie County",30079,0.1,1,"765 of 3140"
"Deer Lodge County",30023,0.1,7,"774 of 3140"
"Richland County",30083,0.1,11,"911 of 3140"
"Custer County",30017,0.1,12,"936 of 3140"
"Lake County",30047,0.1,34,"1037 of 3140"
"Carter County",30011,0.2,2,"1281 of 3140"
"Stillwater County",30095,0.2,15,"1339 of 3140"
"Rosebud County",30087,0.2,15,"1361 of 3140"
"Roosevelt County",30085,0.2,20,"1463 of 3140"
"Carbon County",30009,0.2,19,"1477 of 3140"
"Park County",30067,0.2,34,"1649 of 3140"
"Toole County",30101,0.2,11,"1674 of 3140"
"Hill County",30041,0.2,36,"1685 of 3140"
"Dawson County",30021,0.2,21,"1702 of 3140"
"Broadwater County",30007,0.2,13,"1725 of 3140"
"Ravalli County",30081,0.2,97,"1748 of 3140"
"Flathead County",30029,0.3,248,"1860 of 3140"
"Musselshell County",30065,0.3,13,"1934 of 3140"
"Sheridan County",30091,0.3,10,"1947 of 3140"
"Lewis and Clark County",30049,0.3,196,"2015 of 3140"
"Meagher County",30059,0.3,6,"2027 of 3140"
"Lincoln County",30053,0.3,61,"2083 of 3140"
"Chouteau County",30015,0.3,19,"2120 of 3140"
"Granite County",30039,0.3,11,"2168 of 3140"
"Yellowstone County",30111,0.4,542,"2184 of 3140"
"Silver Bow County",30093,0.4,138,"2325 of 3140"
"Blaine County",30005,0.5,30,"2434 of 3140"
"Gallatin County",30031,0.5,465,"2448 of 3140"
"Fergus County",30027,0.5,56,"2500 of 3140"
"Phillips County",30071,0.6,23,"2618 of 3140"
"Missoula County",30063,0.6,651,"2630 of 3140"
"Cascade County",30013,0.7,541,"2748 of 3140"
"Glacier County",30035,0.7,92,"2757 of 3140"
"Sweet Grass County",30097,0.8,27,"2831 of 3140"
"Liberty County",30051,0.8,18,"2864 of 3140"
"Madison County",30057,1.5,116,"3057 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
