------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=061&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '061', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_053.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=061&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Ovary (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Florida(6)",12000,***,8.3 ,8.1, 8.6,1164,76.1
"US (SEER+NPCR)(1)",00000,***,8.4 ,8.3, 8.5,16311,76.2
"Sumter County(6)",12119,***,12.1 ,8.2, 17.9,17,81.4
"Lake County(6)",12069,***,11.6 ,9.6, 13.9,29,82.8
"Indian River County(6)",12061,***,11.1 ,8.5, 14.4,15,81.9
"Marion County(6)",12083,***,10.8 ,8.9, 13,29,75.3
"Walton County(6)",12131,***,10.6 ,6.2, 17,4,82.6
"Pasco County(6)",12101,***,10.1 ,8.7, 11.8,37,75.0
"Hernando County(6)",12053,***,10 ,7.6, 13.1,15,73.7
"St. Johns County(6)",12109,***,10 ,7.8, 12.6,15,84.6
"Flagler County(6)",12035,***,9.4 ,6.6, 13.2,9,74.6
"Nassau County(6)",12089,***,9.4 ,6, 14.2,5,66.7
"Hillsborough County(6)",12057,***,9.3 ,8.3, 10.3,70,76.7
"Brevard County(6)",12009,***,9.2 ,7.9, 10.8,41,78.7
"Polk County(6)",12105,***,9.2 ,7.9, 10.6,41,73.1
"Duval County(6)",12031,***,8.9 ,7.7, 10.1,46,75.6
"Citrus County(6)",12017,***,8.7 ,6.4, 11.8,13,71.9
"Charlotte County(6)",12015,***,8.5 ,6.1, 11.8,13,73.9
"Collier County(6)",12021,***,8.3 ,6.7, 10.3,23,81.3
"Monroe County(6)",12087,***,8.3 ,5.2, 12.9,5,66.7
"Miami-Dade County(6)",12086,***,8.1 ,7.5, 8.8,138,75.1
"Pinellas County(6)",12103,***,8 ,7.1, 9,66,74.2
"St. Lucie County(6)",12111,***,8 ,6.4, 10,18,75.4
"Seminole County(6)",12117,***,8 ,6.5, 9.7,22,80.4
"Broward County(6)",12011,***,8 ,7.3, 8.8,94,74.9
"Palm Beach County(6)",12099,***,7.9 ,7.2, 8.8,87,76.2
"Santa Rosa County(6)",12113,***,7.9 ,5.7, 10.8,8,77.8
"Manatee County(6)",12081,***,7.9 ,6.4, 9.7,23,75.2
"Sarasota County(6)",12115,***,7.9 ,6.6, 9.4,35,82.7
"Putnam County(6)",12107,***,7.8 ,4.5, 12.9,4,76.0
"Leon County(6)",12073,***,7.8 ,5.8, 10.2,11,77.8
"Osceola County(6)",12097,***,7.7 ,5.9, 9.8,13,76.1
"Martin County(6)",12085,***,7.6 ,5.5, 10.4,11,68.3
"Clay County(6)",12019,***,7.5 ,5.4, 10.1,9,73.8
"Volusia County(6)",12127,***,7.5 ,6.3, 8.9,31,73.6
"Orange County(6)",12095,***,7.5 ,6.5, 8.5,49,77.2
"Escambia County(6)",12033,***,7.4 ,5.7, 9.4,14,79.8
"Highlands County(6)",12055,***,7.2 ,4.9, 10.7,7,72.5
"Okaloosa County(6)",12091,***,7.2 ,5.2, 9.9,8,76.4
"Bay County(6)",12005,***,7 ,4.9, 9.7,8,72.2
"Lee County(6)",12071,***,6.7 ,5.6, 7.9,35,77.4
"Alachua County(6)",12001,***,6.3 ,4.6, 8.5,9,74.2
"Baker County(6)",12003,***,* ,*, *,3 or fewer,*
"Bradford County(6)",12007,***,* ,*, *,3 or fewer,*
"Calhoun County(6)",12013,***,* ,*, *,3 or fewer,*
