------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=12&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Florida by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida(6,10)",12000,Yes,36.6 ,36.3, 37,9950,falling,-1.4 ,-2.6, -0.3
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Union County(6,10)",12125,No,110.2 ,88.2, 136.2,19,stable,-7.5 ,-27.2, 17.5
"Hardee County(6,10)",12049,No,57.7 ,46, 71.5,17,stable,-4.8 ,-33.6, 36.6
"Calhoun County(6,10)",12013,No,46.3 ,33.1, 63.3,8,stable,10.1 ,-2.3, 24.1
"Dixie County(6,10)",12029,No,45.8 ,34.2, 60.7,11,stable,-0.6 ,-14.2, 15.0
"Levy County(6,10)",12075,No,45.7 ,38, 54.7,28,stable,-2.4 ,-19.2, 17.8
"Okeechobee County(6,10)",12093,No,44.3 ,36.2, 53.8,22,falling,-12.4 ,-21.1, -2.8
"Putnam County(6,10)",12107,No,42.3 ,36.8, 48.5,46,stable,4.4 ,-14.2, 27.2
"Duval County(6,10)",12031,No,42.3 ,40.4, 44.2,402,stable,-3.5 ,-9.3, 2.6
"Polk County(6,10)",12105,No,41.9 ,39.9, 43.9,358,stable,-0.2 ,-10.8, 11.6
"Nassau County(6,10)",12089,No,41.3 ,35.8, 47.4,44,stable,7.4 ,-1.0, 16.5
"Taylor County(6,10)",12123,No,41.2 ,31.5, 53.3,13,stable,-11.7 ,-43.2, 37.5
"Bay County(6,10)",12005,No,41.2 ,37.4, 45.4,88,stable,0.9 ,-9.7, 12.8
"Citrus County(6,10)",12017,No,41.1 ,37.2, 45.4,115,stable,0.0 ,-6.5, 7.0
"Clay County(6,10)",12019,No,41.1 ,37.2, 45.2,89,stable,2.1 ,-12.5, 19.1
"Flagler County(6,10)",12035,No,41 ,36.5, 45.9,73,stable,-2.4 ,-14.2, 11.1
"Gulf County(6,10)",12045,No,40.6 ,29.3, 55.3,9,stable,2.5 ,-35.3, 62.3
"Lake County(6,10)",12069,No,40.4 ,37.9, 43.2,211,falling,-3.7 ,-6.2, -1.0
"Marion County(6,10)",12083,No,40.4 ,37.9, 43,235,stable,-0.4 ,-7.7, 7.5
"Hillsborough County(6,10)",12057,No,40.3 ,38.8, 41.9,569,stable,-1.0 ,-5.2, 3.4
"Miami-Dade County(6,10)",12086,No,40.3 ,39.3, 41.3,1285,stable,-1.2 ,-3.0, 0.6
"Osceola County(6,10)",12097,No,40 ,36.9, 43.3,126,stable,2.4 ,-7.5, 13.3
"Jefferson County(6,10)",12065,Yes,39.7 ,28, 55.3,8,stable,-15.8 ,-39.3, 16.9
"Suwannee County(6,10)",12121,Yes,39.5 ,32.6, 47.6,24,stable,3.8 ,-16.2, 28.5
"Alachua County(6,10)",12001,Yes,39.5 ,36, 43.3,98,stable,-4.7 ,-9.2, 0.1
"Bradford County(6,10)",12007,Yes,39.4 ,30.5, 50.2,14,stable,8.3 ,-10.0, 30.4
"Hamilton County(6,10)",12047,Yes,39.1 ,26.5, 55.8,7,stable,2.5 ,-23.5, 37.4
"Columbia County(6,10)",12023,Yes,38.8 ,33, 45.5,34,stable,7.7 ,-4.9, 22.0
"Orange County(6,10)",12095,Yes,38.6 ,37, 40.3,460,stable,-5.3 ,-11.8, 1.7
"Pasco County(6,10)",12101,Yes,38.5 ,36.4, 40.7,279,stable,-1.9 ,-10.7, 7.8
"Escambia County(6,10)",12033,Yes,38.3 ,35.4, 41.3,140,stable,3.9 ,-5.5, 14.3
"Glades County(6,10)",12043,Yes,38.2 ,26.7, 54.1,8,stable,-9.0 ,-35.3, 28.0
"Volusia County(6,10)",12127,Yes,37.8 ,35.9, 39.9,310,stable,-1.0 ,-5.1, 3.3
"Monroe County(6,10)",12087,Yes,37.7 ,32.6, 43.5,43,stable,-2.1 ,-13.1, 10.3
"Broward County(6,10)",12011,Yes,37.6 ,36.5, 38.8,853,falling,-2.2 ,-3.5, -0.9
"Pinellas County(6,10)",12103,Yes,37.3 ,35.9, 38.8,568,stable,-1.6 ,-4.2, 1.1
"Hernando County(6,10)",12053,Yes,37.2 ,34, 40.7,115,rising,1.4 ,0.6, 2.3
"Gadsden County(6,10)",12039,Yes,37.1 ,30.1, 45.2,21,stable,1.2 ,-15.1, 20.5
"Baker County(6,10)",12003,Yes,37 ,27.5, 48.8,10,stable,-4.4 ,-23.9, 20.0
"Walton County(6,10)",12131,Yes,36.9 ,31, 43.6,30,stable,4.0 ,-28.3, 50.8
"Brevard County(6,10)",12009,Yes,36.8 ,34.9, 38.7,318,stable,-2.2 ,-10.5, 6.9
"Wakulla County(6,10)",12129,Yes,36.4 ,27.6, 47.1,13,stable,-11.9 ,-35.1, 19.5
"Highlands County(6,10)",12055,Yes,36.3 ,31.9, 41.1,70,stable,2.5 ,-9.9, 16.7
"St. Lucie County(6,10)",12111,Yes,35.4 ,32.8, 38.1,157,stable,-3.0 ,-17.0, 13.5
"Indian River County(6,10)",12061,Yes,35.3 ,31.7, 39.2,92,stable,-4.7 ,-13.0, 4.3
"Okaloosa County(6,10)",12091,Yes,35.1 ,31.6, 38.9,77,stable,-4.6 ,-19.9, 13.7
"Seminole County(6,10)",12117,Yes,34.7 ,32.4, 37.2,177,stable,-4.2 ,-12.2, 4.6
"Santa Rosa County(6,10)",12113,Yes,34.6 ,30.8, 38.8,64,rising,8.6 ,0.8, 17.0
"Jackson County(6,10)",12063,Yes,34.6 ,28.3, 41.9,22,stable,8.4 ,-19.8, 46.4
"Washington County(6,10)",12133,Yes,34.3 ,25.7, 45.2,11,stable,-1.1 ,-12.7, 12.0
"DeSoto County(6,10)",12027,Yes,33.8 ,26.7, 42.4,17,stable,16.3 ,-5.8, 43.7
"Martin County(6,10)",12085,Yes,33.8 ,30.6, 37.3,98,stable,1.3 ,-9.1, 13.0
"Lafayette County(6,10)",12067,Yes,33.3 ,18.9, 54.8,3,*,*,*,*
"Sumter County(6,10)",12119,Yes,33.2 ,28.6, 38.5,87,stable,-1.9 ,-4.9, 1.3
"Charlotte County(6,10)",12015,Yes,33.1 ,30.1, 36.5,125,stable,-1.2 ,-17.8, 18.7
"St. Johns County(6,10)",12109,Yes,33 ,30, 36.2,96,stable,3.8 ,-5.4, 13.9
"Manatee County(6,10)",12081,Yes,32.2 ,30.1, 34.5,189,stable,-1.6 ,-3.9, 0.7
"Sarasota County(6,10)",12115,Yes,31.9 ,29.9, 34,257,stable,-1.0 ,-9.2, 7.8
"Hendry County(6,10)",12051,Yes,31.8 ,24.4, 40.9,12,stable,-5.7 ,-30.5, 27.8
"Palm Beach County(6,10)",12099,Yes,31.4 ,30.3, 32.6,689,stable,-2.5 ,-5.8, 1.0
"Leon County(6,10)",12073,Yes,30.8 ,27.8, 34.1,80,stable,3.5 ,-8.2, 16.6
"Lee County(6,10)",12071,Yes,29.9 ,28.4, 31.5,331,stable,-2.6 ,-5.7, 0.7
"Franklin County(6,10)",12037,Yes,28.8 ,18.1, 44.4,5,stable,17.7 ,-23.2, 80.4
"Madison County(6,10)",12079,Yes,26.5 ,18.2, 37.8,7,stable,-14.3 ,-28.1, 2.3
"Collier County(6,10)",12021,Yes,24.6 ,22.7, 26.6,151,stable,0.7 ,-5.2, 7.0
"Gilchrist County(6,10)",12041,Yes,24 ,16, 35.3,6,stable,9.5 ,-22.7, 54.9
"Holmes County(6,10)",12059,Yes,22.3 ,14.6, 32.9,6,stable,12.8 ,-29.4, 80.1
"Liberty County(6,10)",12077,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:15 pm.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
