------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Ohio",39000,52407.000000000,"35 of 52"
"United States",00000,57652.000000000,"N/A"
"Adams County",39001,36320.000000000,"2779 of 3141"
"Athens County",39009,37191.000000000,"2704 of 3141"
"Scioto County",39145,38978.000000000,"2559 of 3141"
"Morgan County",39115,40276.000000000,"2454 of 3141"
"Vinton County",39163,41541.000000000,"2298 of 3141"
"Crawford County",39033,41726.000000000,"2275 of 3141"
"Gallia County",39053,42002.000000000,"2249 of 3141"
"Meigs County",39105,42105.000000000,"2235 of 3141"
"Noble County",39121,42171.000000000,"2227 of 3141"
"Highland County",39071,42333.000000000,"2210 of 3141"
"Guernsey County",39059,42744.000000000,"2169 of 3141"
"Ashtabula County",39007,43017.000000000,"2143 of 3141"
"Jefferson County",39081,43161.000000000,"2131 of 3141"
"Coshocton County",39031,43251.000000000,"2121 of 3141"
"Mahoning County",39099,43251.000000000,"2121 of 3141"
"Monroe County",39111,43299.000000000,"2112 of 3141"
"Muskingum County",39119,43325.000000000,"2108 of 3141"
"Jackson County",39079,43397.000000000,"2103 of 3141"
"Pike County",39131,43562.000000000,"2080 of 3141"
"Richland County",39139,44138.000000000,"2021 of 3141"
"Fayette County",39047,44289.000000000,"2011 of 3141"
"Marion County",39101,44708.000000000,"1961 of 3141"
"Lucas County",39095,44820.000000000,"1948 of 3141"
"Trumbull County",39155,45380.000000000,"1885 of 3141"
"Lawrence County",39087,45466.000000000,"1877 of 3141"
"Columbiana County",39029,45498.000000000,"1872 of 3141"
"Ross County",39141,45792.000000000,"1835 of 3141"
"Washington County",39167,46021.000000000,"1808 of 3141"
"Harrison County",39067,46223.000000000,"1785 of 3141"
"Clark County",39023,46275.000000000,"1778 of 3141"
"Hardin County",39065,46404.000000000,"1758 of 3141"
"Perry County",39127,46477.000000000,"1747 of 3141"
"Belmont County",39013,46484.000000000,"1746 of 3141"
"Cuyahoga County",39035,46720.000000000,"1710 of 3141"
"Montgomery County",39113,47045.000000000,"1679 of 3141"
"Williams County",39171,47593.000000000,"1613 of 3141"
"Allen County",39003,47905.000000000,"1585 of 3141"
"Hocking County",39073,48073.000000000,"1568 of 3141"
"Seneca County",39147,49153.000000000,"1453 of 3141"
"Brown County",39015,49188.000000000,"1448 of 3141"
"Tuscarawas County",39157,49460.000000000,"1424 of 3141"
"Huron County",39077,49710.000000000,"1395 of 3141"
"Wyandot County",39175,49767.000000000,"1382 of 3141"
"Paulding County",39125,49866.000000000,"1375 of 3141"
"Clinton County",39027,49997.000000000,"1363 of 3141"
"Darke County",39037,50064.000000000,"1352 of 3141"
"Stark County",39151,50117.000000000,"1346 of 3141"
"Sandusky County",39143,50370.000000000,"1312 of 3141"
"Ashland County",39005,50893.000000000,"1246 of 3141"
"Van Wert County",39161,50974.000000000,"1231 of 3141"
"Erie County",39043,51033.000000000,"1228 of 3141"
"Knox County",39083,51211.000000000,"1209 of 3141"
"Carroll County",39019,51748.000000000,"1148 of 3141"
"Hamilton County",39061,52389.000000000,"1075 of 3141"
"Preble County",39135,52661.000000000,"1045 of 3141"
"Morrow County",39117,52767.000000000,"1036 of 3141"
"Hancock County",39063,52831.000000000,"1030 of 3141"
"Logan County",39091,53051.000000000,"1013 of 3141"
"Summit County",39153,53291.000000000,"994 of 3141"
"Portage County",39133,53816.000000000,"942 of 3141"
"Wayne County",39169,54037.000000000,"915 of 3141"
"Champaign County",39021,54495.000000000,"881 of 3141"
"Miami County",39109,54568.000000000,"874 of 3141"
"Lorain County",39093,54987.000000000,"840 of 3141"
"Defiance County",39039,55295.000000000,"813 of 3141"
"Ottawa County",39123,56193.000000000,"755 of 3141"
"Franklin County",39049,56319.000000000,"742 of 3141"
"Mercer County",39107,57052.000000000,"697 of 3141"
"Shelby County",39149,57673.000000000,"647 of 3141"
"Fulton County",39051,57774.000000000,"644 of 3141"
"Wood County",39173,58033.000000000,"627 of 3141"
"Henry County",39069,58070.000000000,"625 of 3141"
"Holmes County",39075,58728.000000000,"586 of 3141"
"Auglaize County",39011,59516.000000000,"542 of 3141"
"Licking County",39089,59747.000000000,"530 of 3141"
"Pickaway County",39129,60314.000000000,"506 of 3141"
"Lake County",39085,61137.000000000,"462 of 3141"
"Putnam County",39137,61161.000000000,"461 of 3141"
"Butler County",39017,62188.000000000,"417 of 3141"
"Madison County",39097,62897.000000000,"381 of 3141"
"Fairfield County",39045,63424.000000000,"362 of 3141"
"Clermont County",39025,64183.000000000,"341 of 3141"
"Greene County",39057,65032.000000000,"320 of 3141"
"Medina County",39103,71595.000000000,"199 of 3141"
"Geauga County",39055,77104.000000000,"136 of 3141"
"Union County",39159,78848.000000000,"120 of 3141"
"Warren County",39165,79397.000000000,"115 of 3141"
"Delaware County",39041,100229.000000000,"21 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median household income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
