------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00029', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00029&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 50 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 50 And Over),Rank within US
"United States",00000,34.5,110609456,"N/A"
"Ohio",39000,36.6,4254803,"14 of 52"
"Athens County",39009,28.0,18335,"2993 of 3141"
"Franklin County",39049,28.8,361567,"2951 of 3141"
"Holmes County",39075,28.9,12676,"2947 of 3141"
"Union County",39159,31.0,16933,"2810 of 3141"
"Delaware County",39041,31.5,60738,"2773 of 3141"
"Wood County",39173,32.6,42228,"2659 of 3141"
"Butler County",39017,33.3,125219,"2588 of 3141"
"Hardin County",39065,33.5,10576,"2569 of 3141"
"Warren County",39165,33.6,75227,"2552 of 3141"
"Hamilton County",39061,34.6,279836,"2423 of 3141"
"Pickaway County",39129,34.9,19926,"2371 of 3141"
"Fairfield County",39045,35.1,53131,"2341 of 3141"
"Lucas County",39095,35.5,153761,"2283 of 3141"
"Madison County",39097,35.7,15607,"2246 of 3141"
"Portage County",39133,35.9,58149,"2217 of 3141"
"Shelby County",39149,36.2,17703,"2164 of 3141"
"Clermont County",39025,36.4,73574,"2133 of 3141"
"Greene County",39057,36.4,60056,"2127 of 3141"
"Hancock County",39063,36.5,27577,"2115 of 3141"
"Licking County",39089,36.6,62503,"2100 of 3141"
"Wayne County",39169,36.8,42645,"2065 of 3141"
"Allen County",39003,36.8,38336,"2064 of 3141"
"Huron County",39077,36.8,21546,"2057 of 3141"
"Jackson County",39079,36.9,12041,"2043 of 3141"
"Perry County",39127,37.0,13319,"2014 of 3141"
"Fayette County",39047,37.1,10635,"1990 of 3141"
"Ross County",39141,37.2,28718,"1965 of 3141"
"Knox County",39083,37.3,22716,"1958 of 3141"
"Montgomery County",39113,37.4,198716,"1936 of 3141"
"Clinton County",39027,37.4,15647,"1928 of 3141"
"Scioto County",39145,37.5,28856,"1883 of 3141"
"Muskingum County",39119,37.7,32435,"1843 of 3141"
"Defiance County",39039,37.8,14488,"1830 of 3141"
"Seneca County",39147,37.9,21073,"1804 of 3141"
"Highland County",39071,38.0,16338,"1791 of 3141"
"Putnam County",39137,38.0,12935,"1787 of 3141"
"Fulton County",39051,38.0,16084,"1784 of 3141"
"Marion County",39101,38.1,24922,"1774 of 3141"
"Pike County",39131,38.1,10772,"1770 of 3141"
"Mercer County",39107,38.1,15520,"1760 of 3141"
"Medina County",39103,38.2,67320,"1747 of 3141"
"Ashland County",39005,38.2,20350,"1744 of 3141"
"Adams County",39001,38.3,10690,"1724 of 3141"
"Summit County",39153,38.3,207387,"1713 of 3141"
"Morrow County",39117,38.3,13390,"1712 of 3141"
"Cuyahoga County",39035,38.4,482420,"1707 of 3141"
"Lorain County",39093,38.4,117209,"1705 of 3141"
"Champaign County",39021,38.5,15003,"1690 of 3141"
"Henry County",39069,38.6,10606,"1664 of 3141"
"Lawrence County",39087,38.6,23597,"1658 of 3141"
"Auglaize County",39011,38.8,17750,"1624 of 3141"
"Vinton County",39163,38.9,5107,"1607 of 3141"
"Miami County",39109,39.0,40546,"1587 of 3141"
"Gallia County",39053,39.0,11772,"1585 of 3141"
"Logan County",39091,39.0,17666,"1584 of 3141"
"Brown County",39015,39.0,17087,"1574 of 3141"
"Clark County",39023,39.3,53257,"1512 of 3141"
"Paulding County",39125,39.4,7468,"1479 of 3141"
"Williams County",39171,39.4,14606,"1478 of 3141"
"Sandusky County",39143,39.4,23485,"1472 of 3141"
"Richland County",39139,39.4,47924,"1471 of 3141"
"Wyandot County",39175,39.5,8769,"1450 of 3141"
"Preble County",39135,39.6,16352,"1437 of 3141"
"Van Wert County",39161,39.6,11197,"1426 of 3141"
"Stark County",39151,39.7,148632,"1408 of 3141"
"Darke County",39037,39.8,20685,"1386 of 3141"
"Coshocton County",39031,39.9,14587,"1383 of 3141"
"Tuscarawas County",39157,39.9,36884,"1379 of 3141"
"Ashtabula County",39007,39.9,39374,"1365 of 3141"
"Hocking County",39073,40.0,11432,"1329 of 3141"
"Guernsey County",39059,40.3,15870,"1277 of 3141"
"Meigs County",39105,40.8,9477,"1149 of 3141"
"Crawford County",39033,41.2,17391,"1058 of 3141"
"Lake County",39085,41.3,94909,"1032 of 3141"
"Columbiana County",39029,41.8,43669,"965 of 3141"
"Geauga County",39055,42.1,39546,"907 of 3141"
"Mahoning County",39099,42.1,97727,"901 of 3141"
"Washington County",39167,42.2,25665,"900 of 3141"
"Trumbull County",39155,42.3,86000,"877 of 3141"
"Belmont County",39013,42.3,29166,"868 of 3141"
"Morgan County",39115,42.9,6340,"770 of 3141"
"Erie County",39043,43.1,32451,"753 of 3141"
"Jefferson County",39081,43.3,29138,"722 of 3141"
"Carroll County",39019,43.6,12122,"674 of 3141"
"Monroe County",39111,44.3,6311,"582 of 3141"
"Harrison County",39067,44.6,6865,"554 of 3141"
"Ottawa County",39123,47.7,19443,"294 of 3141"
"Noble County",39121,49.0,7097,"220 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 5:00 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 50 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
