------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00014&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00014', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_022.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00014&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Foreign born
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Foreign Born),Rank within US
"Ohio",39000,4.3,502335,"40 of 51"
"United States",00000,13.4,43028127,"N/A"
"Meigs County",39105,0.2,35,"3110 of 3140"
"Pike County",39131,0.2,46,"3104 of 3140"
"Monroe County",39111,0.3,38,"3083 of 3140"
"Vinton County",39163,0.3,41,"3066 of 3140"
"Morrow County",39117,0.3,120,"3056 of 3140"
"Perry County",39127,0.5,167,"3008 of 3140"
"Holmes County",39075,0.6,241,"2963 of 3140"
"Brown County",39015,0.6,242,"2960 of 3140"
"Morgan County",39115,0.6,87,"2944 of 3140"
"Harrison County",39067,0.6,95,"2926 of 3140"
"Noble County",39121,0.6,90,"2922 of 3140"
"Hocking County",39073,0.6,180,"2916 of 3140"
"Van Wert County",39161,0.7,185,"2897 of 3140"
"Coshocton County",39031,0.7,241,"2892 of 3140"
"Lawrence County",39087,0.7,406,"2889 of 3140"
"Guernsey County",39059,0.8,318,"2785 of 3140"
"Adams County",39001,0.8,228,"2778 of 3140"
"Ottawa County",39123,0.8,333,"2777 of 3140"
"Carroll County",39019,0.8,232,"2766 of 3140"
"Scioto County",39145,0.9,658,"2751 of 3140"
"Highland County",39071,0.9,374,"2740 of 3140"
"Preble County",39135,0.9,381,"2704 of 3140"
"Darke County",39037,1.0,496,"2680 of 3140"
"Gallia County",39053,1.0,290,"2677 of 3140"
"Belmont County",39013,1.0,670,"2670 of 3140"
"Ross County",39141,1.0,751,"2668 of 3140"
"Putnam County",39137,1.0,333,"2662 of 3140"
"Crawford County",39033,1.0,414,"2660 of 3140"
"Champaign County",39021,1.0,392,"2644 of 3140"
"Jackson County",39079,1.0,333,"2631 of 3140"
"Mercer County",39107,1.1,430,"2602 of 3140"
"Columbiana County",39029,1.1,1115,"2597 of 3140"
"Auglaize County",39011,1.1,518,"2546 of 3140"
"Pickaway County",39129,1.2,672,"2508 of 3140"
"Jefferson County",39081,1.2,794,"2506 of 3140"
"Knox County",39083,1.3,762,"2437 of 3140"
"Muskingum County",39119,1.3,1078,"2432 of 3140"
"Clinton County",39027,1.3,528,"2423 of 3140"
"Washington County",39167,1.3,776,"2412 of 3140"
"Williams County",39171,1.3,477,"2399 of 3140"
"Allen County",39003,1.3,1373,"2379 of 3140"
"Henry County",39069,1.3,367,"2369 of 3140"
"Logan County",39091,1.4,618,"2347 of 3140"
"Paulding County",39125,1.4,259,"2344 of 3140"
"Madison County",39097,1.4,605,"2330 of 3140"
"Ashtabula County",39007,1.4,1379,"2320 of 3140"
"Hardin County",39065,1.4,446,"2310 of 3140"
"Richland County",39139,1.5,1782,"2274 of 3140"
"Trumbull County",39155,1.5,2983,"2272 of 3140"
"Seneca County",39147,1.6,861,"2211 of 3140"
"Sandusky County",39143,1.6,939,"2195 of 3140"
"Fayette County",39047,1.6,457,"2183 of 3140"
"Tuscarawas County",39157,1.6,1515,"2153 of 3140"
"Wyandot County",39175,1.7,375,"2117 of 3140"
"Marion County",39101,1.7,1119,"2105 of 3140"
"Fulton County",39051,1.8,742,"2064 of 3140"
"Miami County",39109,1.9,1938,"2005 of 3140"
"Defiance County",39039,1.9,722,"1991 of 3140"
"Shelby County",39149,2.0,967,"1940 of 3140"
"Licking County",39089,2.0,3433,"1928 of 3140"
"Clark County",39023,2.0,2775,"1908 of 3140"
"Stark County",39151,2.1,7780,"1879 of 3140"
"Wayne County",39169,2.1,2448,"1859 of 3140"
"Erie County",39043,2.2,1664,"1804 of 3140"
"Huron County",39077,2.3,1329,"1764 of 3140"
"Ashland County",39005,2.3,1215,"1756 of 3140"
"Clermont County",39025,2.3,4619,"1750 of 3140"
"Mahoning County",39099,2.6,5957,"1638 of 3140"
"Geauga County",39055,2.6,2417,"1636 of 3140"
"Medina County",39103,2.8,4980,"1507 of 3140"
"Fairfield County",39045,2.9,4389,"1479 of 3140"
"Lorain County",39093,3.0,9035,"1443 of 3140"
"Wood County",39173,3.2,4087,"1369 of 3140"
"Union County",39159,3.8,2054,"1191 of 3140"
"Lucas County",39095,3.8,16444,"1181 of 3140"
"Hancock County",39063,3.9,2921,"1159 of 3140"
"Portage County",39133,4.1,6639,"1089 of 3140"
"Athens County",39009,4.6,2991,"996 of 3140"
"Montgomery County",39113,4.6,24516,"985 of 3140"
"Summit County",39153,5.0,27238,"911 of 3140"
"Greene County",39057,5.0,8304,"910 of 3140"
"Lake County",39085,5.3,12218,"864 of 3140"
"Hamilton County",39061,5.3,43045,"863 of 3140"
"Butler County",39017,5.7,21362,"790 of 3140"
"Warren County",39165,6.3,14205,"696 of 3140"
