------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00102', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00102&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 18-39
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 18-39),Rank within US
"Ohio",39000,28.2,3268331,"8 of 52"
"United States",00000,29.8,95565066,"N/A"
"Ottawa County",39123,20.9,8526,"287 of 3141"
"Geauga County",39055,20.9,19641,"291 of 3141"
"Harrison County",39067,21.8,3357,"397 of 3141"
"Monroe County",39111,22.0,3136,"444 of 3141"
"Adams County",39001,22.4,6269,"540 of 3141"
"Morgan County",39115,22.5,3322,"550 of 3141"
"Morrow County",39117,22.8,7965,"630 of 3141"
"Carroll County",39019,22.9,6380,"668 of 3141"
"Hocking County",39073,23.7,6778,"893 of 3141"
"Paulding County",39125,23.7,4500,"895 of 3141"
"Meigs County",39105,23.8,5538,"922 of 3141"
"Darke County",39037,24.0,12461,"973 of 3141"
"Erie County",39043,24.1,18130,"991 of 3141"
"Preble County",39135,24.1,9962,"1011 of 3141"
"Crawford County",39033,24.1,10191,"1017 of 3141"
"Columbiana County",39029,24.3,25363,"1053 of 3141"
"Guernsey County",39059,24.4,9613,"1080 of 3141"
"Trumbull County",39155,24.4,49611,"1082 of 3141"
"Auglaize County",39011,24.5,11206,"1106 of 3141"
"Mercer County",39107,24.5,9994,"1127 of 3141"
"Medina County",39103,24.6,43307,"1132 of 3141"
