------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '39', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=39&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Ohio by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"Ohio",39000,33.3,3869615,"40 of 52"
"Athens County",39009,26.4,17300,"91 of 3141"
"Holmes County",39075,26.5,11631,"99 of 3141"
"Wood County",39173,29.7,38487,"356 of 3141"
"Franklin County",39049,30.2,378010,"420 of 3141"
"Hardin County",39065,30.6,9655,"503 of 3141"
"Noble County",39121,31.9,4620,"859 of 3141"
"Allen County",39003,31.9,33200,"865 of 3141"
"Knox County",39083,32.1,19548,"935 of 3141"
"Greene County",39057,32.1,52899,"939 of 3141"
"Wayne County",39169,32.1,37247,"966 of 3141"
"Hamilton County",39061,32.1,259882,"967 of 3141"
"Montgomery County",39113,32.3,171614,"1016 of 3141"
"Butler County",39017,32.5,121926,"1099 of 3141"
"Portage County",39133,32.5,52614,"1102 of 3141"
"Tuscarawas County",39157,32.6,30157,"1147 of 3141"
"Scioto County",39145,32.6,25086,"1166 of 3141"
"Ashland County",39005,32.7,17426,"1195 of 3141"
"Lucas County",39095,32.7,141912,"1210 of 3141"
"Seneca County",39147,32.8,18244,"1260 of 3141"
"Defiance County",39039,32.9,12592,"1276 of 3141"
"Hancock County",39063,32.9,24838,"1288 of 3141"
"Richland County",39139,32.9,40011,"1301 of 3141"
"Clark County",39023,32.9,44652,"1313 of 3141"
"Highland County",39071,33.1,14244,"1382 of 3141"
"Mercer County",39107,33.1,13494,"1401 of 3141"
"Huron County",39077,33.2,19409,"1420 of 3141"
"Darke County",39037,33.2,17231,"1424 of 3141"
"Coshocton County",39031,33.3,12204,"1496 of 3141"
"Muskingum County",39119,33.4,28713,"1539 of 3141"
"Cuyahoga County",39035,33.4,420567,"1560 of 3141"
"Gallia County",39053,33.5,10128,"1609 of 3141"
"Wyandot County",39175,33.6,7445,"1615 of 3141"
"Putnam County",39137,33.6,11436,"1634 of 3141"
"Van Wert County",39161,33.8,9564,"1787 of 3141"
"Fulton County",39051,33.9,14352,"1838 of 3141"
"Williams County",39171,33.9,12578,"1840 of 3141"
"Lawrence County",39087,34.0,20737,"1851 of 3141"
"Crawford County",39033,34.0,14346,"1855 of 3141"
"Henry County",39069,34.0,9332,"1860 of 3141"
"Clinton County",39027,34.0,14230,"1866 of 3141"
"Stark County",39151,34.0,127249,"1871 of 3141"
"Auglaize County",39011,34.1,15622,"1934 of 3141"
"Pickaway County",39129,34.2,19536,"1981 of 3141"
"Fairfield County",39045,34.2,51883,"1986 of 3141"
"Perry County",39127,34.2,12323,"1989 of 3141"
"Jackson County",39079,34.3,11176,"1996 of 3141"
"Shelby County",39149,34.3,16757,"1999 of 3141"
"Washington County",39167,34.3,20865,"2001 of 3141"
"Marion County",39101,34.3,22485,"2036 of 3141"
"Miami County",39109,34.4,35831,"2085 of 3141"
"Licking County",39089,34.4,58787,"2097 of 3141"
"Summit County",39153,34.4,186471,"2100 of 3141"
"Logan County",39091,34.5,15615,"2103 of 3141"
"Fayette County",39047,34.6,9923,"2180 of 3141"
"Mahoning County",39099,34.8,80582,"2237 of 3141"
"Pike County",39131,34.8,9843,"2271 of 3141"
"Sandusky County",39143,34.8,20740,"2282 of 3141"
"Guernsey County",39059,34.8,13726,"2286 of 3141"
"Trumbull County",39155,34.9,70887,"2303 of 3141"
"Erie County",39043,35.0,26349,"2345 of 3141"
"Jefferson County",39081,35.0,23553,"2352 of 3141"
"Paulding County",39125,35.0,6640,"2382 of 3141"
"Champaign County",39021,35.1,13674,"2389 of 3141"
"Brown County",39015,35.1,15365,"2401 of 3141"
"Lorain County",39093,35.1,107209,"2412 of 3141"
