------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=516&race=00&sex=0&age=016&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '516', 'race': '00', 'sex': '0', 'age': '016', 'type': 'death', 'file_name': 'deathrates_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=516&race=00&sex=0&age=016&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Wisconsin by County

"Childhood (Ages <15, All Sites), 2012-2016"

"All Races (includes Hispanic), Both Sexes, Ages <15"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wisconsin",55000,***,1.6 ,1.3, 2,17,falling,-2.2 ,-3.2, -1.3
"United States",00000,***,2.1 ,2.1, 2.2,1295,stable,-0.4 ,-1.4, 0.7
"Adams County",55001,***,* ,*, *,3 or fewer,*,*,*,*
"Ashland County",55003,***,* ,*, *,3 or fewer,*,*,*,*
"Barron County",55005,***,* ,*, *,3 or fewer,*,*,*,*
"Bayfield County",55007,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",55009,***,* ,*, *,3 or fewer,*,*,*,*
"Buffalo County",55011,***,* ,*, *,3 or fewer,*,*,*,*
"Burnett County",55013,***,* ,*, *,3 or fewer,*,*,*,*
"Calumet County",55015,***,* ,*, *,3 or fewer,*,*,*,*
"Chippewa County",55017,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",55019,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",55021,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",55023,***,* ,*, *,3 or fewer,*,*,*,*
"Dane County",55025,***,* ,*, *,3 or fewer,*,*,*,*
"Dodge County",55027,***,* ,*, *,3 or fewer,*,*,*,*
"Door County",55029,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County",55031,***,* ,*, *,3 or fewer,*,*,*,*
"Dunn County",55033,***,* ,*, *,3 or fewer,*,*,*,*
"Eau Claire County",55035,***,* ,*, *,3 or fewer,*,*,*,*
