------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '001', 'race': '01', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_023.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=55&areatype=county&cancer=001&race=01&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Wisconsin by County

"All Cancer Sites, 2012-2016"

"White (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wisconsin",55000,Yes,160.3 ,158.9, 161.7,10651,falling,-1.1 ,-1.1, -1.0
"United States",00000,No,161.5 ,161.3, 161.7,501895,falling,-1.4 ,-1.4, -1.4
"Iron County",55051,No,208.8 ,173.2, 253.2,25,stable,-0.7 ,-1.9, 0.4
"Ashland County",55003,No,205.9 ,177.8, 237.7,41,stable,-0.3 ,-1.2, 0.6
"Adams County",55001,No,199.6 ,178.9, 222.8,73,stable,-0.3 ,-0.9, 0.4
"Rusk County",55107,No,199.3 ,173.2, 228.9,46,stable,-6.5 ,-12.6, 0.1
"Marquette County",55077,No,198.9 ,174.5, 226.6,50,stable,0.0 ,-0.6, 0.7
"Langlade County",55067,No,191.4 ,170.1, 215.2,62,stable,-0.5 ,-1.3, 0.3
"Lincoln County",55069,No,187.8 ,169.5, 207.9,81,falling,-0.9 ,-1.5, -0.4
"Burnett County",55013,No,186.6 ,163.2, 213.5,50,stable,-0.7 ,-1.4, 0.0
"Washburn County",55129,No,185.9 ,162.6, 212.2,50,stable,-0.9 ,-1.9, 0.1
"Douglas County",55031,No,185.8 ,169.8, 203,104,falling,-1.4 ,-1.8, -1.1
"Juneau County",55057,No,185.4 ,166.3, 206.4,71,falling,-0.8 ,-1.5, -0.1
"Oneida County",55085,No,181.4 ,166, 198.1,111,falling,-0.7 ,-1.1, -0.2
"Sawyer County",55113,No,180.8 ,156.2, 209.3,45,falling,-1.1 ,-2.0, -0.2
"Crawford County",55023,No,180.2 ,156.6, 206.9,44,stable,-0.4 ,-1.2, 0.4
"Kenosha County",55059,No,178.4 ,169.3, 188,294,falling,-0.8 ,-1.2, -0.5
"Marinette County",55075,No,178 ,163.7, 193.4,121,falling,-0.9 ,-1.4, -0.4
"Sauk County",55111,No,177.6 ,164.7, 191.4,147,stable,-0.5 ,-1.0, 0.0
"Rock County",55105,No,175.8 ,167.3, 184.7,326,falling,-0.8 ,-1.2, -0.4
"Price County",55099,No,175.4 ,152.3, 202,43,stable,-0.5 ,-1.3, 0.4
"Florence County",55037,No,175 ,133.4, 229.5,13,stable,-0.3 ,-1.9, 1.3
"Walworth County",55127,No,174.2 ,163.7, 185.3,213,falling,-0.9 ,-1.3, -0.6
"Monroe County",55081,No,173.5 ,157.8, 190.4,93,stable,-0.6 ,-1.2, 0.0
"Green Lake County",55047,No,173.1 ,152.2, 196.6,52,stable,-0.3 ,-1.2, 0.5
"Lafayette County",55065,No,172.8 ,148.6, 200,38,stable,-0.7 ,-1.4, 0.0
"Columbia County",55021,No,170.9 ,157.4, 185.4,122,falling,-0.9 ,-1.3, -0.5
"Door County",55029,No,170.3 ,153.2, 189.2,84,falling,-0.8 ,-1.4, -0.2
"Waushara County",55137,No,169.7 ,151.1, 190.3,66,falling,-0.9 ,-1.6, -0.2
"Oconto County",55083,No,169 ,153.3, 186.2,89,falling,-0.9 ,-1.5, -0.2
"Buffalo County",55011,No,169 ,144.2, 197.5,35,falling,-1.0 ,-1.8, -0.1
"Jackson County",55053,No,167 ,145.5, 191.2,44,falling,-1.4 ,-2.1, -0.7
"Eau Claire County",55035,No,166.5 ,155.7, 177.9,186,falling,-1.1 ,-1.6, -0.5
"Manitowoc County",55071,No,166.5 ,155.8, 177.8,192,falling,-0.9 ,-1.3, -0.5
"Shawano County",55115,No,165.7 ,151, 181.6,98,falling,-0.6 ,-1.1, -0.1
"Fond du Lac County",55039,No,164.6 ,154.7, 174.9,219,falling,-0.7 ,-1.1, -0.4
"Milwaukee County",55079,No,164.4 ,160.3, 168.6,1284,falling,-1.3 ,-1.4, -1.1
"Waupaca County",55135,No,163.9 ,151.1, 177.6,130,falling,-0.9 ,-1.4, -0.4
"Calumet County",55015,No,163.4 ,148.1, 179.8,86,stable,-0.9 ,-1.8, 0.0
"Chippewa County",55017,No,162.8 ,150.4, 176.1,132,falling,-1.0 ,-1.6, -0.5
"Jefferson County",55055,No,162 ,150.8, 173.9,159,falling,-1.3 ,-1.7, -1.0
"Dodge County",55027,No,161.8 ,151.4, 172.9,185,falling,-3.1 ,-4.9, -1.2
"Vernon County",55123,Yes,161 ,143.8, 179.9,68,falling,-0.6 ,-1.2, -0.1
"St. Croix County",55109,Yes,160.7 ,148.4, 173.7,134,falling,-0.9 ,-1.4, -0.3
"Iowa County",55049,Yes,160.1 ,140.1, 182.3,48,falling,-0.8 ,-1.6, -0.1
"Brown County",55009,Yes,159.7 ,152.9, 166.8,423,falling,-0.8 ,-1.1, -0.6
"Polk County",55095,Yes,159 ,145, 174.2,98,falling,-1.1 ,-1.7, -0.6
"Sheboygan County",55117,Yes,159 ,149.7, 168.7,229,falling,-0.9 ,-1.3, -0.5
"Pepin County",55091,Yes,158.1 ,125.5, 197.7,17,stable,-1.0 ,-2.5, 0.5
"Clark County",55019,Yes,157.9 ,141.4, 176,70,falling,-1.0 ,-1.7, -0.4
"Racine County",55101,Yes,157.8 ,150.2, 165.7,340,falling,-1.2 ,-1.5, -0.9
"Grant County",55043,Yes,157.3 ,143.7, 171.9,104,falling,-0.7 ,-1.2, -0.2
"Barron County",55005,Yes,157.1 ,143.7, 171.7,106,falling,-1.1 ,-1.5, -0.6
