------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=072&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '072', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_046.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=072&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Alabama by County

"Kidney & Renal Pelvis (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Alabama(6)",01000,***,4.5 ,4.3, 4.8,263,25.8
"US (SEER+NPCR)(1)",00000,***,4.8 ,4.8, 4.9,17836,29.4
"Dallas County(6)",01047,***,8.3 ,4.9, 13.1,4,35.2
"Dale County(6)",01045,***,6.6 ,3.9, 10.4,4,32.8
"Chilton County(6)",01021,***,6.1 ,3.6, 9.9,4,39.1
"Lauderdale County(6)",01077,***,5.9 ,4.1, 8.3,7,33.6
"Tallapoosa County(6)",01123,***,5.5 ,3.1, 9.2,3,27.1
"Morgan County(6)",01103,***,5.4 ,3.8, 7.4,8,30.5
"Madison County(6)",01089,***,5.2 ,4.2, 6.3,21,29.6
"Houston County(6)",01069,***,5.2 ,3.5, 7.3,7,27.5
"Tuscaloosa County(6)",01125,***,5.1 ,3.8, 6.8,10,24.9
"Blount County(6)",01009,***,5.1 ,3, 8.1,4,30.2
"Talladega County(6)",01121,***,5 ,3.1, 7.5,5,27.6
"Marshall County(6)",01095,***,4.9 ,3.2, 7.1,6,30.9
"Elmore County(6)",01051,***,4.7 ,2.8, 7.3,4,22.2
"Etowah County(6)",01055,***,4.6 ,3.2, 6.7,6,26.2
"Montgomery County(6)",01101,***,4.6 ,3.5, 6,12,26.9
"Cullman County(6)",01043,***,4.5 ,2.9, 6.8,5,33.3
"Jackson County(6)",01071,***,4.4 ,2.5, 7.4,3,21.6
"Mobile County(6)",01097,***,4.4 ,3.6, 5.3,21,25.2
"St. Clair County(6)",01115,***,4.2 ,2.6, 6.6,4,23.9
"Lee County(6)",01081,***,4.2 ,2.9, 6,6,30.2
"Shelby County(6)",01117,***,4.2 ,3.1, 5.7,9,23.8
"Jefferson County(6)",01073,***,4.2 ,3.5, 4.9,31,25.7
"Baldwin County(6)",01003,***,4.1 ,3, 5.4,10,23.7
"Limestone County(6)",01083,***,4 ,2.4, 6.2,4,19.6
"Colbert County(6)",01033,***,4 ,2.2, 6.7,3,26.7
"Walker County(6)",01127,***,3.9 ,2.2, 6.5,3,17.4
"DeKalb County(6)",01049,***,3.7 ,2.1, 6.2,3,26.2
"Calhoun County(6)",01015,***,3.4 ,2.2, 5.1,5,29.8
"Autauga County(6)",01001,***,* ,*, *,3 or fewer,*
"Barbour County(6)",01005,***,* ,*, *,3 or fewer,*
"Bibb County(6)",01007,***,* ,*, *,3 or fewer,*
"Bullock County(6)",01011,***,* ,*, *,3 or fewer,*
"Butler County(6)",01013,***,* ,*, *,3 or fewer,*
"Chambers County(6)",01017,***,* ,*, *,3 or fewer,*
"Cherokee County(6)",01019,***,* ,*, *,3 or fewer,*
"Choctaw County(6)",01023,***,* ,*, *,3 or fewer,*
"Clarke County(6)",01025,***,* ,*, *,3 or fewer,*
"Clay County(6)",01027,***,* ,*, *,3 or fewer,*
"Cleburne County(6)",01029,***,* ,*, *,3 or fewer,*
"Coffee County(6)",01031,***,* ,*, *,3 or fewer,*
"Conecuh County(6)",01035,***,* ,*, *,3 or fewer,*
"Coosa County(6)",01037,***,* ,*, *,3 or fewer,*
"Covington County(6)",01039,***,* ,*, *,3 or fewer,*
"Crenshaw County(6)",01041,***,* ,*, *,3 or fewer,*
"Escambia County(6)",01053,***,* ,*, *,3 or fewer,*
"Fayette County(6)",01057,***,* ,*, *,3 or fewer,*
"Franklin County(6)",01059,***,* ,*, *,3 or fewer,*
"Geneva County(6)",01061,***,* ,*, *,3 or fewer,*
"Greene County(6)",01063,***,* ,*, *,3 or fewer,*
"Hale County(6)",01065,***,* ,*, *,3 or fewer,*
"Henry County(6)",01067,***,* ,*, *,3 or fewer,*
"Lamar County(6)",01075,***,* ,*, *,3 or fewer,*
"Lawrence County(6)",01079,***,* ,*, *,3 or fewer,*
"Lowndes County(6)",01085,***,* ,*, *,3 or fewer,*
"Macon County(6)",01087,***,* ,*, *,3 or fewer,*
"Marengo County(6)",01091,***,* ,*, *,3 or fewer,*
