------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=090&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '01', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_011.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=01&areatype=county&cancer=090&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Alabama by County

"Leukemia (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Alabama(6,10)",01000,***,12.3 ,11.9, 12.8,678,stable,0.0 ,-1.4, 1.4
"US (SEER+NPCR)(1,10)",00000,***,14.1 ,14.1, 14.2,50013,stable,-2.1 ,-5.0, 0.9
"Randolph County(6,10)",01111,***,20.2 ,13.4, 29.5,6,stable,-29.2 ,-49.9, 0.1
"Elmore County(6,10)",01051,***,19.7 ,15.7, 24.5,17,stable,5.2 ,-40.4, 85.4
"Walker County(6,10)",01127,***,17.9 ,13.8, 22.8,14,stable,-0.2 ,-36.2, 56.2
"Limestone County(6,10)",01083,***,17.5 ,13.9, 21.8,17,stable,-1.4 ,-24.2, 28.3
"Escambia County(6,10)",01053,***,16.5 ,11.3, 23.2,7,stable,-14.4 ,-37.9, 17.9
"Pike County(6,10)",01109,***,15.7 ,10.2, 23.3,5,stable,7.0 ,-37.5, 83.5
"Franklin County(6,10)",01059,***,15.5 ,10.2, 22.8,5,stable,-22.2 ,-56.1, 37.8
"Lawrence County(6,10)",01079,***,15.4 ,10.4, 22.1,6,stable,0.0 ,-33.4, 50.2
"Tallapoosa County(6,10)",01123,***,15.3 ,10.8, 21.2,8,stable,8.4 ,-9.6, 29.9
"Chambers County(6,10)",01017,***,15.3 ,10.1, 22.2,6,stable,14.7 ,-36.3, 106.5
"Jackson County(6,10)",01071,***,14.9 ,10.9, 20.1,10,stable,24.7 ,-1.2, 57.4
"Russell County(6,10)",01113,***,14.8 ,10.8, 19.9,9,stable,-2.7 ,-26.4, 28.6
"Covington County(6,10)",01039,***,14.6 ,9.9, 20.9,7,stable,7.1 ,-38.7, 87.2
"Madison County(6,10)",01089,***,14.6 ,12.9, 16.4,55,stable,4.0 ,-8.8, 18.6
"Colbert County(6,10)",01033,***,14.2 ,10.5, 18.8,10,stable,-7.1 ,-31.7, 26.3
"Blount County(6,10)",01009,***,13.9 ,10.2, 18.6,10,stable,-13.1 ,-32.7, 12.1
"Autauga County(6,10)",01001,***,13.5 ,9.7, 18.5,8,stable,-4.2 ,-32.2, 35.1
"St. Clair County(6,10)",01115,***,13.4 ,10.3, 17.3,13,falling,-18.6 ,-25.3, -11.2
