------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Nebraska by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Nebraska(6,10)",31000,No,43 ,41.7, 44.2,915,stable,0.6 ,-2.3, 3.5
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Dundy County(6,10)",31057,No,100.8 ,57.5, 173.7,3,*,*,*,*
"Nance County(6,10)",31125,No,84 ,48.8, 136.1,4,*,*,*,*
"Hitchcock County(6,10)",31087,No,73.9 ,42.6, 124.4,4,*,*,*,*
"Thayer County(6,10)",31169,No,72.9 ,50.3, 105.4,7,stable,4.4 ,-8.2, 18.7
"Polk County(6,10)",31143,No,71.8 ,45.4, 109.3,5,stable,-22.5 ,-40.8, 1.5
"Thurston County(6,10)",31173,No,66.5 ,40.4, 102.7,4,stable,18.0 ,-24.9, 85.7
"Kearney County(6,10)",31099,No,65.4 ,42.1, 97.5,5,stable,-4.2 ,-50.6, 85.7
"Nuckolls County(6,10)",31129,No,63.8 ,35.4, 107.3,4,falling,-38.3 ,-61.4, -1.3
"Pierce County(6,10)",31139,No,62.6 ,41.9, 90.9,6,stable,-10.2 ,-41.9, 38.6
"Cuming County(6,10)",31039,No,60.1 ,42, 84.3,8,stable,-7.5 ,-27.7, 18.2
"Saline County(6,10)",31151,No,56.4 ,40.8, 76,9,falling,-14.3 ,-22.8, -4.9
"Johnson County(6,10)",31097,No,55.9 ,34.3, 88,4,stable,9.7 ,-45.1, 119.2
"Platte County(6,10)",31141,No,53.3 ,43.3, 64.9,21,stable,12.9 ,-1.7, 29.6
"Antelope County(6,10)",31003,No,53.2 ,33.7, 81.4,5,stable,-6.2 ,-32.7, 30.7
"Box Butte County(6,10)",31013,No,53.1 ,35.7, 75.9,7,stable,-11.7 ,-42.8, 36.3
"Washington County(6,10)",31177,No,52.4 ,39.7, 68,12,stable,13.9 ,-24.5, 71.9
"Morrill County(6,10)",31123,No,52.3 ,29.4, 87.1,3,rising,59.0 ,17.0, 116.0
"Burt County(6,10)",31021,No,51.9 ,34.9, 76.5,6,stable,16.0 ,-31.8, 97.2
"Furnas County(6,10)",31065,No,51.8 ,31.5, 83.4,4,stable,5.8 ,-42.2, 93.5
"Otoe County(6,10)",31131,No,51.8 ,38.6, 68.4,11,stable,5.9 ,-4.6, 17.5
"Wayne County(6,10)",31179,No,51.1 ,33.8, 74.9,6,stable,-9.4 ,-48.9, 60.5
"Phelps County(6,10)",31137,No,51 ,34.6, 73.3,7,stable,14.5 ,-6.9, 40.7
"Dawson County(6,10)",31047,No,50.6 ,39.3, 64.2,14,stable,6.2 ,-35.1, 73.8
"Boone County(6,10)",31011,No,50.1 ,27.6, 84.2,4,*,*,*,*
"Dawes County(6,10)",31045,No,49.9 ,29.8, 78,5,stable,22.9 ,-7.6, 63.4
"Valley County(6,10)",31175,No,49.7 ,27.7, 85.1,3,stable,10.1 ,-26.5, 64.9
