------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'cancer': '086', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_014.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=086&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Iowa by County

"Non-Hodgkin Lymphoma, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iowa",19000,***,6.4 ,6, 6.8,252,falling,-1.9 ,-2.2, -1.6
"United States",00000,***,5.6 ,5.6, 5.7,20262,falling,-2.2 ,-2.4, -2.0
"Muscatine County",19139,***,9.4 ,5.9, 14.3,5,*,*,*,*
"Warren County",19181,***,9 ,5.7, 13.6,5,*,*,*,*
"Scott County",19163,***,8.3 ,6.5, 10.4,16,stable,-0.5 ,-2.1, 1.1
"Woodbury County",19193,***,8.2 ,6, 11,9,stable,-0.9 ,-2.5, 0.6
"Wapello County",19179,***,8.1 ,4.9, 12.7,4,*,*,*,*
"Marshall County",19127,***,7.3 ,4.5, 11.5,4,stable,-1.6 ,-3.4, 0.3
"Clinton County",19045,***,7.1 ,4.5, 10.8,5,falling,-3.1 ,-4.8, -1.3
"Dubuque County",19061,***,6.9 ,5, 9.4,9,falling,-1.8 ,-3.3, -0.2
"Johnson County",19103,***,6.6 ,4.6, 9.2,8,stable,-1.4 ,-3.4, 0.6
"Linn County",19113,***,6.3 ,5, 8,15,falling,-2.1 ,-3.7, -0.4
"Webster County",19187,***,6.3 ,3.5, 10.6,3,falling,-2.9 ,-4.8, -1.0
"Black Hawk County",19013,***,6.3 ,4.6, 8.4,10,falling,-1.5 ,-2.7, -0.4
"Des Moines County",19057,***,6.1 ,3.8, 9.8,4,stable,-2.0 ,-4.0, 0.1
"Cerro Gordo County",19033,***,6 ,3.7, 9.5,4,*,*,*,*
"Polk County",19153,***,5.1 ,4.2, 6.2,24,falling,-2.8 ,-4.0, -1.6
"Dallas County",19049,***,4.9 ,2.9, 7.8,4,*,*,*,*
"Story County",19169,***,4.1 ,2.4, 6.6,3,falling,-9.1 ,-13.9, -4.0
"Pottawattamie County",19155,***,3.9 ,2.4, 6,4,falling,-2.4 ,-4.2, -0.6
"Adair County",19001,***,* ,*, *,3 or fewer,*,*,*,*
"Adams County",19003,***,* ,*, *,3 or fewer,*,*,*,*
"Allamakee County",19005,***,* ,*, *,3 or fewer,*,*,*,*
"Appanoose County",19007,***,* ,*, *,3 or fewer,*,*,*,*
"Audubon County",19009,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",19011,***,* ,*, *,3 or fewer,*,*,*,*
"Boone County",19015,***,* ,*, *,3 or fewer,*,*,*,*
"Bremer County",19017,***,* ,*, *,3 or fewer,*,*,*,*
