------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_030.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Iowa by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iowa",19000,No,165.6 ,163.8, 167.5,6479,falling,-0.9 ,-1.0, -0.8
"United States",00000,Yes,161 ,160.8, 161.1,590623,falling,-1.5 ,-1.6, -1.5
"Monroe County",19135,No,219.9 ,183, 262.9,26,stable,0.8 ,-0.2, 1.8
"Decatur County",19053,No,213.6 ,175.9, 257.9,24,stable,-0.1 ,-1.4, 1.2
"Emmet County",19063,No,211.5 ,178, 250.1,32,stable,13.2 ,-2.8, 32.0
"Clarke County",19039,No,205.1 ,170.4, 245.3,26,stable,0.3 ,-1.0, 1.7
"Van Buren County",19177,No,204.1 ,167.8, 247,23,stable,0.6 ,-0.6, 1.8
"Muscatine County",19139,No,189.2 ,172.3, 207.4,96,stable,-0.4 ,-1.0, 0.3
"Ringgold County",19159,No,187.3 ,146.8, 237.8,17,stable,0.8 ,-0.5, 2.0
"Marshall County",19127,No,185.9 ,169.8, 203.3,103,falling,-1.0 ,-1.6, -0.4
"Mahaska County",19123,No,185.7 ,164.1, 209.5,57,stable,0.1 ,-0.4, 0.5
"Monona County",19133,No,185.2 ,155.4, 220.3,30,falling,-1.2 ,-2.1, -0.2
"Tama County",19171,No,184.6 ,161, 211.1,47,stable,-0.3 ,-0.9, 0.3
"Carroll County",19027,No,184.3 ,162.9, 207.9,60,stable,-0.2 ,-1.0, 0.6
"Des Moines County",19057,No,184 ,168.1, 201,106,stable,-0.6 ,-1.2, 0.1
"Wapello County",19179,No,183.3 ,166.2, 201.9,88,falling,-0.9 ,-1.5, -0.3
"Page County",19145,No,183.1 ,158.8, 210.5,45,stable,-0.2 ,-1.0, 0.7
"Marion County",19125,No,182 ,164.1, 201.5,78,stable,-0.4 ,-0.8, 0.0
"Fremont County",19071,No,181.9 ,147.6, 223.3,21,stable,-1.1 ,-2.5, 0.4
"Adams County",19003,No,181.6 ,136.6, 239.5,12,stable,-0.3 ,-1.4, 0.7
"Adair County",19001,No,180.6 ,146.2, 222,22,stable,0.3 ,-0.5, 1.1
"Woodbury County",19193,No,180 ,168.9, 191.6,203,falling,-0.6 ,-0.8, -0.3
"Jackson County",19097,No,178.5 ,156.3, 203.3,50,stable,-0.6 ,-1.4, 0.2
"Scott County",19163,No,177.4 ,169, 186,352,falling,-0.8 ,-1.2, -0.5
"Pottawattamie County",19155,No,177.3 ,166.4, 188.6,208,falling,-0.8 ,-1.2, -0.4
"Buchanan County",19019,No,177.2 ,155.1, 201.7,48,falling,-1.2 ,-1.9, -0.4
"Lee County",19111,No,177 ,160.7, 194.7,91,falling,-1.1 ,-1.7, -0.6
