------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '19', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=19&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Iowa by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iowa",19000,***,11.1 ,10.6, 11.6,437,rising,0.7 ,0.4, 1.0
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Mitchell County",19131,***,18.1 ,10.2, 31,3,*,*,*,*
"Winnebago County",19189,***,17.4 ,9.8, 30.1,3,*,*,*,*
"Muscatine County",19139,***,14.6 ,10.3, 20.2,8,*,*,*,*
"Iowa County",19095,***,14.5 ,8.2, 24.3,3,*,*,*,*
"Carroll County",19027,***,14.3 ,8.6, 22.7,4,*,*,*,*
"Marion County",19125,***,13.5 ,9.1, 19.6,6,*,*,*,*
"Poweshiek County",19157,***,13.4 ,8.1, 21.5,4,*,*,*,*
"Jones County",19105,***,13.3 ,8.1, 21.2,4,*,*,*,*
"Linn County",19113,***,13.1 ,11.1, 15.3,33,stable,0.9 ,-0.1, 1.9
"Kossuth County",19109,***,13 ,7.2, 22.6,3,*,*,*,*
"Bremer County",19017,***,12.8 ,8.1, 19.6,5,*,*,*,*
"Black Hawk County",19013,***,12.6 ,10.2, 15.4,20,stable,1.2 ,-0.3, 2.7
"Scott County",19163,***,12.2 ,10.1, 14.7,24,stable,1.2 ,-0.1, 2.5
"Marshall County",19127,***,12 ,8.2, 17.1,7,*,*,*,*
"Webster County",19187,***,11.9 ,8, 17.2,6,stable,1.1 ,-1.1, 3.4
"Plymouth County",19149,***,11.9 ,7.1, 18.9,4,stable,-1.2 ,-3.9, 1.6
"Polk County",19153,***,11.8 ,10.4, 13.4,53,stable,0.4 ,-0.3, 1.1
"Fayette County",19065,***,11.6 ,6.5, 19.6,3,*,*,*,*
