------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=56&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '56', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=56&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wyoming by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wyoming(6,10)",56000,Yes,33 ,31, 35.1,214,stable,-2.1 ,-10.7, 7.4
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Fremont County(6,10)",56013,No,46.2 ,37.8, 56,23,stable,-2.8 ,-18.2, 15.4
"Washakie County(6,10)",56043,No,41.7 ,26.4, 63.7,5,stable,-5.7 ,-52.5, 87.1
"Goshen County(6,10)",56015,Yes,39.5 ,27.1, 56,7,stable,21.5 ,-11.5, 66.8
"Johnson County(6,10)",56019,Yes,39.4 ,24.1, 61.7,5,stable,10.9 ,-18.9, 51.7
"Weston County(6,10)",56045,Yes,35.9 ,20.9, 58.8,4,*,*,*,*
"Big Horn County(6,10)",56003,Yes,35.7 ,24.1, 51.6,6,stable,-13.5 ,-37.8, 20.2
"Converse County(6,10)",56009,Yes,34.5 ,22.4, 50.8,5,stable,11.2 ,-36.3, 94.0
"Uinta County(6,10)",56041,Yes,34.1 ,22.8, 48.9,6,stable,-8.6 ,-30.2, 19.6
"Albany County(6,10)",56001,Yes,33.8 ,24.8, 44.8,10,stable,1.4 ,-11.1, 15.7
"Laramie County(6,10)",56021,Yes,33.7 ,28.8, 39.2,35,stable,0.3 ,-9.1, 10.8
"Campbell County(6,10)",56005,Yes,33.6 ,25.1, 43.9,13,stable,7.2 ,-33.0, 71.3
"Natrona County(6,10)",56025,Yes,32.7 ,27.3, 38.8,28,stable,-6.5 ,-24.6, 16.0
"Sweetwater County(6,10)",56037,Yes,31.1 ,23.6, 40.3,13,stable,-5.1 ,-28.2, 25.2
"Sheridan County(6,10)",56033,Yes,30.1 ,22.7, 39.3,12,stable,-24.0 ,-43.4, 2.0
"Park County(6,10)",56029,Yes,30 ,22.7, 39.2,13,stable,-0.4 ,-15.0, 16.7
"Lincoln County(6,10)",56023,Yes,27.8 ,18.7, 40,6,stable,-8.3 ,-26.1, 13.7
"Platte County(6,10)",56031,Yes,27.7 ,15.9, 46.1,4,stable,-7.3 ,-34.7, 31.6
"Carbon County(6,10)",56007,Yes,27.4 ,17.5, 41.2,5,stable,1.6 ,-43.9, 84.1
