------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=12&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Florida by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Florida",12000,***,10.4 ,10.3, 10.6,3013,rising,0.4 ,0.2, 0.6
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Union County",12125,***,30.3 ,19.8, 44.8,6,*,*,*,*
"Gadsden County",12039,***,13.9 ,9.9, 19.1,8,stable,1.7 ,-0.6, 4.0
"Brevard County",12009,***,13.8 ,12.7, 14.9,131,rising,1.3 ,0.6, 2.1
"Levy County",12075,***,13.4 ,9.5, 18.7,8,stable,1.0 ,-1.0, 3.0
"Jackson County",12063,***,13.2 ,9.6, 17.9,9,stable,0.6 ,-1.4, 2.6
"Hernando County",12053,***,13 ,11.3, 14.9,45,rising,1.2 ,0.1, 2.3
"Escambia County",12033,***,12.4 ,10.9, 14.2,47,stable,0.1 ,-0.5, 0.8
"Washington County",12133,***,12.1 ,7.3, 19.1,4,*,*,*,*
"Holmes County",12059,***,11.9 ,6.7, 19.8,3,*,*,*,*
"Alachua County",12001,***,11.8 ,9.9, 13.9,30,stable,-0.2 ,-1.5, 1.1
"Volusia County",12127,***,11.7 ,10.7, 12.8,102,stable,0.6 ,0.0, 1.2
"Okaloosa County",12091,***,11.7 ,9.7, 13.9,26,stable,0.1 ,-0.8, 1.0
"Duval County",12031,***,11.7 ,10.7, 12.7,110,stable,0.2 ,-0.5, 0.9
"Okeechobee County",12093,***,11.5 ,7.8, 16.5,6,*,*,*,*
"Sumter County",12119,***,11.4 ,9.6, 14,40,rising,2.5 ,0.2, 4.8
"Santa Rosa County",12113,***,11.4 ,9.2, 13.8,21,stable,-0.4 ,-2.2, 1.3
"Suwannee County",12121,***,11.3 ,8, 15.7,8,stable,0.2 ,-1.7, 2.3
"Orange County",12095,***,11.2 ,10.3, 12.1,126,stable,0.7 ,0.0, 1.4
"Leon County",12073,***,11.2 ,9.4, 13.2,29,stable,0.1 ,-0.9, 1.2
"Pasco County",12101,***,11.1 ,10.1, 12.3,89,stable,0.8 ,0.0, 1.5
"Flagler County",12035,***,11.1 ,9, 13.7,22,stable,0.4 ,-1.5, 2.3
"Broward County",12011,***,11.1 ,10.5, 11.7,255,stable,-0.1 ,-0.4, 0.3
