------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'cancer': '066', 'stage': '211', 'race': '00', 'sex': '1', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_055.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=066&stage=211&race=00&sex=1&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Nebraska by County

"Prostate (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Nebraska(6)",31000,***,22.9 ,21.6, 24.3,246,20.9
"US (SEER+NPCR)(1)",00000,***,20.1 ,20, 20.2,36257,19.4
"Dakota County(6)",31043,***,33.1 ,18.9, 53.9,3,32.7
"Platte County(6)",31141,***,31.7 ,21.2, 45.8,6,25.4
"Washington County(6)",31177,***,30.9 ,18.5, 49,4,24.7
"Douglas County(6)",31055,***,28.9 ,26, 32.2,75,25.5
"Hall County(6)",31079,***,25.8 ,18.6, 34.9,9,20.8
"Madison County(6)",31119,***,23.9 ,15.1, 36.1,5,17.6
"Gage County(6)",31067,***,23.4 ,14, 37.8,4,20.9
"Cass County(6)",31025,***,22.9 ,13.8, 36.6,4,21.3
"Lancaster County(6)",31109,***,20.9 ,17.8, 24.5,32,20.1
"Buffalo County(6)",31019,***,20.1 ,12.9, 29.9,5,19.5
"Adams County(6)",31001,***,19.3 ,11.7, 30.5,4,22.7
"Lincoln County(6)",31111,***,18.8 ,11.8, 28.9,5,16.8
"Sarpy County(6)",31153,***,17.6 ,13.5, 22.6,14,18.5
"Dodge County(6)",31053,***,15.6 ,9.4, 24.8,4,11.7
"Scotts Bluff County(6)",31157,***,14.7 ,8.4, 24.2,3,14.8
"Antelope County(6)",31003,***,* ,*, *,3 or fewer,*
"Arthur County(6)",31005,***,* ,*, *,3 or fewer,*
"Banner County(6)",31007,***,* ,*, *,3 or fewer,*
"Blaine County(6)",31009,***,* ,*, *,3 or fewer,*
"Boone County(6)",31011,***,* ,*, *,3 or fewer,*
"Box Butte County(6)",31013,***,* ,*, *,3 or fewer,*
"Boyd County(6)",31015,***,* ,*, *,3 or fewer,*
"Brown County(6)",31017,***,* ,*, *,3 or fewer,*
"Burt County(6)",31021,***,* ,*, *,3 or fewer,*
"Butler County(6)",31023,***,* ,*, *,3 or fewer,*
"Cedar County(6)",31027,***,* ,*, *,3 or fewer,*
"Chase County(6)",31029,***,* ,*, *,3 or fewer,*
"Cherry County(6)",31031,***,* ,*, *,3 or fewer,*
"Cheyenne County(6)",31033,***,* ,*, *,3 or fewer,*
"Clay County(6)",31035,***,* ,*, *,3 or fewer,*
"Colfax County(6)",31037,***,* ,*, *,3 or fewer,*
"Cuming County(6)",31039,***,* ,*, *,3 or fewer,*
"Custer County(6)",31041,***,* ,*, *,3 or fewer,*
"Dawes County(6)",31045,***,* ,*, *,3 or fewer,*
