------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '31', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=31&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Nebraska by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Nebraska(6)",31000,Yes,42.1 ,40.3, 43.9,450,32.9
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Cheyenne County(6)",31033,No,70.8 ,42.5, 111,4,41.7
"Phelps County(6)",31137,No,67.8 ,38.8, 110.3,4,33.9
"Keith County(6)",31101,No,66.5 ,35.6, 113.9,3,33.3
"Cuming County(6)",31039,No,55.3 ,30.1, 94.1,3,41.0
"Dodge County(6)",31053,No,52.2 ,38.7, 68.8,12,36.7
"Madison County(6)",31119,No,51.4 ,37.4, 68.7,10,40.5
"Richardson County(6)",31147,No,50.4 ,27.8, 87.3,3,35.4
"Sarpy County(6)",31153,No,49.7 ,43.1, 56.9,43,35.5
"York County(6)",31185,No,48.7 ,29.8, 75.8,5,43.4
"Buffalo County(6)",31019,No,45.9 ,34.3, 60.2,11,31.3
"Cass County(6)",31025,No,45.7 ,31.3, 64.9,7,34.0
"Gage County(6)",31067,No,45.3 ,30.2, 65.7,7,37.9
"Washington County(6)",31177,No,45.2 ,30.7, 65.1,6,34.0
"Saline County(6)",31151,No,43.9 ,25.6, 70.7,4,40.0
"Douglas County(6)",31055,Yes,41.9 ,38.5, 45.5,120,30.9
"Lancaster County(6)",31109,Yes,40.6 ,36.1, 45.5,63,31.4
