------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=17&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Illinois by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois(6,10)",17000,No,43.1 ,42.6, 43.6,6254,stable,-0.4 ,-1.6, 0.8
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Stark County(6,10)",17175,No,82.6 ,54.4, 121.1,6,stable,-13.7 ,-42.9, 30.4
"Calhoun County(6,10)",17013,No,81.9 ,53.6, 121.5,6,stable,-11.9 ,-51.9, 61.4
"Wabash County(6,10)",17185,No,65.3 ,48.7, 86.2,11,stable,-7.6 ,-32.4, 26.3
"Edwards County(6,10)",17047,No,63.2 ,42.2, 92.3,6,stable,-9.1 ,-41.2, 40.5
"De Witt County(6,10)",17039,No,63.1 ,48.8, 80.7,14,stable,-15.0 ,-50.9, 47.2
"Alexander County(6,10)",17003,No,62.4 ,41.4, 91.2,6,stable,-1.9 ,-31.2, 39.9
"Richland County(6,10)",17159,No,62.1 ,47.4, 80.3,13,stable,13.2 ,-12.9, 47.1
"Jasper County(6,10)",17079,No,61.5 ,43.6, 84.8,8,stable,-11.6 ,-31.2, 13.5
"Scott County(6,10)",17171,No,61.4 ,37.8, 95.8,4,stable,-4.5 ,-21.1, 15.6
"Cumberland County(6,10)",17035,No,61.3 ,44, 83.6,9,stable,-6.1 ,-28.9, 23.9
