------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=13&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '055', 'stage': '211', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_042.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=13&areatype=county&cancer=055&stage=211&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Georgia by County

"Breast (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 42.1?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Georgia(3)",13000,No,46 ,45.2, 46.8,2596,36.2
"US (SEER+NPCR)(1)",00000,No,42.3 ,42.1, 42.4,78906,33.0
"Wilkes County(7)",13317,No,67.9 ,43.3, 103.3,5,43.5
"Washington County(7)",13303,No,61.7 ,42.9, 86.1,8,37.5
"Evans County(7)",13109,No,60.8 ,34.7, 98.5,3,40.5
"Greene County(7)",13133,No,60.3 ,40.8, 86.8,8,39.6
"Douglas County(7)",13097,No,59.6 ,51.9, 68.3,44,40.6
"Seminole County(7)",13253,No,59.2 ,33.6, 98,4,48.6
"Haralson County(7)",13143,No,58.8 ,43.4, 78.1,10,50.5
"Sumter County(7)",13261,No,57.9 ,42.8, 76.8,10,44.4
"Franklin County(7)",13119,No,57.6 ,40.4, 79.9,8,40.4
"Screven County(7)",13251,No,56.5 ,36.2, 84.8,5,39.4
"Thomas County(7)",13275,No,56.3 ,44.4, 70.6,17,44.9
"Dougherty County(7)",13095,No,56 ,47, 66.2,29,41.5
"Tift County(7)",13277,No,55.8 ,42.6, 71.7,13,41.0
"Lincoln County(7)",13181,No,55.7 ,30.6, 96,3,41.0
"Richmond County(7)",13245,No,55.3 ,49, 62,61,40.0
"Upson County(7)",13293,No,53.2 ,38.3, 72.3,9,39.7
"Liberty County(7)",13179,No,53.1 ,41.1, 67.5,14,45.8
