------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=35&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '35', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=35&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for New Mexico by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"New Mexico",35000,46.9,978171,"35 of 52"
"United States",00000,47.3,151838062,"N/A"
"Roosevelt County",35041,37.2,7179,"3071 of 3141"
"Curry County",35009,38.3,19255,"3041 of 3141"
"Lea County",35025,38.5,26751,"3037 of 3141"
"McKinley County",35031,39.7,28915,"2997 of 3141"
"Dona Ana County",35013,41.6,88906,"2911 of 3141"
"San Juan County",35045,43.3,55459,"2816 of 3141"
"Chaves County",35005,44.6,29212,"2699 of 3141"
"Eddy County",35015,44.9,25505,"2672 of 3141"
"Otero County",35035,45.4,29550,"2622 of 3141"
"Cibola County",35006,45.9,12425,"2565 of 3141"
"Bernalillo County",35001,46.3,312371,"2521 of 3141"
"Luna County",35029,48.6,11822,"2171 of 3141"
"Valencia County",35061,49.1,37257,"2075 of 3141"
"Sandoval County",35043,49.5,68689,"2016 of 3141"
"Socorro County",35053,50.1,8567,"1886 of 3141"
"Union County",35059,50.3,2119,"1850 of 3141"
"Rio Arriba County",35039,50.7,19995,"1749 of 3141"
"Hidalgo County",35023,52.3,2326,"1346 of 3141"
"Guadalupe County",35019,52.3,2317,"1338 of 3141"
"De Baca County",35011,52.4,1057,"1315 of 3141"
"San Miguel County",35047,53.7,15138,"1020 of 3141"
"Los Alamos County",35028,53.9,9723,"977 of 3141"
"Torrance County",35057,54.8,8515,"803 of 3141"
"Grant County",35017,55.0,15620,"766 of 3141"
"Mora County",35033,55.1,2538,"751 of 3141"
"Quay County",35037,55.3,4670,"712 of 3141"
"Santa Fe County",35049,56.1,82785,"597 of 3141"
"Colfax County",35007,58.8,7357,"301 of 3141"
"Taos County",35055,59.5,19516,"251 of 3141"
"Lincoln County",35027,61.9,12077,"140 of 3141"
"Sierra County",35051,67.1,7546,"30 of 3141"
"Harding County",35021,73.1,399,"6 of 3141"
"Catron County",35003,73.6,2610,"5 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
