------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=34&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '34', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=34&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for New Jersey by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"United States",00000,70850.000000000,"N/A"
"New Jersey",34000,94337.000000000,"3 of 52"
"Cumberland County",34011,59927.000000000,"1559 of 3141"
"Hudson County",34017,66601.000000000,"950 of 3141"
"Atlantic County",34001,70984.000000000,"672 of 3141"
"Essex County",34013,74434.000000000,"477 of 3141"
"Passaic County",34031,75932.000000000,"430 of 3141"
"Cape May County",34009,78624.000000000,"342 of 3141"
"Salem County",34033,81487.000000000,"283 of 3141"
"Camden County",34007,82357.000000000,"263 of 3141"
"Ocean County",34029,82380.000000000,"261 of 3141"
"Union County",34039,86824.000000000,"197 of 3141"
"Warren County",34041,92952.000000000,"128 of 3141"
"Gloucester County",34015,98313.000000000,"93 of 3141"
"Mercer County",34021,98965.000000000,"89 of 3141"
"Burlington County",34005,99356.000000000,"86 of 3141"
"Middlesex County",34023,99470.000000000,"85 of 3141"
"Sussex County",34037,102430.000000000,"73 of 3141"
"Bergen County",34003,112099.000000000,"31 of 3141"
"Monmouth County",34025,115075.000000000,"23 of 3141"
"Somerset County",34035,129444.000000000,"10 of 3141"
"Morris County",34027,130058.000000000,"9 of 3141"
"Hunterdon County",34019,136895.000000000,"4 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:18 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
