------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=058&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '058', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_021.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=058&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Washington by County

"Uterus (Corpus & Uterus, NOS), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Washington",53000,***,4.5 ,4.2, 4.8,195,rising,0.7 ,0.3, 1.2
"United States",00000,***,4.7 ,4.7, 4.8,9758,rising,2.3 ,1.9, 2.6
"Grays Harbor County",53027,***,7.2 ,4.3, 11.6,4,*,*,*,*
"Cowlitz County",53015,***,5.4 ,3.2, 8.7,4,*,*,*,*
"Skagit County",53057,***,5.1 ,3.1, 8,5,*,*,*,*
"Kitsap County",53035,***,4.8 ,3.4, 6.7,8,rising,2.2 ,0.1, 4.4
"Snohomish County",53061,***,4.7 ,3.8, 5.8,21,stable,1.1 ,-0.5, 2.8
"King County",53033,***,4.7 ,4.1, 5.3,55,rising,1.6 ,0.7, 2.4
"Pierce County",53053,***,4.6 ,3.7, 5.5,21,stable,-0.9 ,-2.1, 0.3
"Benton County",53005,***,4.5 ,2.9, 6.8,5,*,*,*,*
"Clark County",53011,***,4.4 ,3.3, 5.7,11,stable,-0.5 ,-2.2, 1.1
"Spokane County",53063,***,4.2 ,3.2, 5.3,14,stable,0.3 ,-1.2, 1.8
"Thurston County",53067,***,4.1 ,2.9, 5.8,7,stable,-0.6 ,-2.9, 1.7
"Clallam County",53009,***,4.1 ,2.3, 7.5,3,*,*,*,*
"Whatcom County",53073,***,4.1 ,2.7, 6,6,stable,-1.2 ,-3.3, 0.9
"Yakima County",53077,***,3.9 ,2.6, 5.8,5,stable,-0.4 ,-2.7, 1.9
"Adams County",53001,***,* ,*, *,3 or fewer,*,*,*,*
"Asotin County",53003,***,* ,*, *,3 or fewer,*,*,*,*
"Chelan County",53007,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",53013,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County",53017,***,* ,*, *,3 or fewer,*,*,*,*
"Ferry County",53019,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",53021,***,* ,*, *,3 or fewer,*,*,*,*
"Garfield County",53023,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County",53025,***,* ,*, *,3 or fewer,*,*,*,*
"Island County",53029,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",53031,***,* ,*, *,3 or fewer,*,*,*,*
"Kittitas County",53037,***,* ,*, *,3 or fewer,*,*,*,*
"Klickitat County",53039,***,* ,*, *,3 or fewer,*,*,*,*
"Lewis County",53041,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County",53043,***,* ,*, *,3 or fewer,*,*,*,*
"Mason County",53045,***,* ,*, *,3 or fewer,*,*,*,*
"Okanogan County",53047,***,* ,*, *,3 or fewer,*,*,*,*
"Pacific County",53049,***,* ,*, *,3 or fewer,*,*,*,*
"Pend Oreille County",53051,***,* ,*, *,3 or fewer,*,*,*,*
"San Juan County",53055,***,* ,*, *,3 or fewer,*,*,*,*
