------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '017', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=017&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Washington by County

"Esophagus, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Washington",53000,***,4.2 ,4, 4.4,339,stable,2.3 ,-4.0, 9.0
"United States",00000,***,4 ,4, 4,14989,falling,-1.0 ,-1.1, -0.8
"Jefferson County",53031,***,7.5 ,4.6, 12.4,5,*,*,*,*
"Cowlitz County",53015,***,6.1 ,4.4, 8.4,9,*,*,*,*
"Skagit County",53057,***,5.9 ,4.4, 7.9,10,*,*,*,*
"Spokane County",53063,***,5.4 ,4.5, 6.3,30,stable,1.1 ,-0.1, 2.3
"Grant County",53025,***,5.2 ,3.3, 7.7,5,*,*,*,*
"Clallam County",53009,***,5 ,3.4, 7.3,7,stable,-0.2 ,-2.3, 2.1
"Grays Harbor County",53027,***,4.8 ,3.1, 7.2,5,stable,-0.9 ,-3.1, 1.3
"Kitsap County",53035,***,4.8 ,3.7, 6.1,15,stable,-0.2 ,-1.7, 1.3
"Mason County",53045,***,4.8 ,3, 7.4,5,stable,0.9 ,-1.7, 3.5
"Walla Walla County",53071,***,4.7 ,2.6, 7.7,3,*,*,*,*
"Yakima County",53077,***,4.6 ,3.5, 6,12,stable,1.4 ,0.0, 2.8
"Clark County",53011,***,4.6 ,3.8, 5.6,22,stable,-0.4 ,-1.4, 0.6
"Lewis County",53041,***,4.6 ,2.9, 6.9,5,stable,-0.6 ,-3.1, 1.9
"Thurston County",53067,***,4.5 ,3.5, 5.7,15,stable,-0.7 ,-1.9, 0.6
"Island County",53029,***,4.2 ,2.7, 6.4,5,stable,-1.1 ,-3.3, 1.1
"Chelan County",53007,***,4 ,2.4, 6.4,4,*,*,*,*
"Pierce County",53053,***,4 ,3.5, 4.7,35,stable,0.0 ,-1.1, 1.1
"Whatcom County",53073,***,3.9 ,2.9, 5.2,10,stable,-1.1 ,-2.8, 0.6
"Benton County",53005,***,3.9 ,2.7, 5.3,8,*,*,*,*
"Snohomish County",53061,***,3.7 ,3.1, 4.4,29,falling,-3.6 ,-5.3, -1.8
"King County",53033,***,3.4 ,3, 3.7,72,stable,6.1 ,-3.5, 16.6
"Adams County",53001,***,* ,*, *,3 or fewer,*,*,*,*
"Asotin County",53003,***,* ,*, *,3 or fewer,*,*,*,*
"Columbia County",53013,***,* ,*, *,3 or fewer,*,*,*,*
