------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '53', 'areatype': 'county', 'cancer': '071', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=53&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Washington by County

"Bladder, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Washington",53000,***,4.8 ,4.5, 5,365,rising,0.5 ,0.3, 0.8
"United States",00000,***,4.4 ,4.3, 4.4,15935,stable,0.0 ,-0.1, 0.0
"Cowlitz County",53015,***,6.7 ,4.9, 9.1,9,stable,0.3 ,-1.6, 2.1
"Franklin County",53021,***,6 ,3.4, 9.7,3,*,*,*,*
"Grays Harbor County",53027,***,5.7 ,3.8, 8.4,6,stable,0.6 ,-2.0, 3.3
"Snohomish County",53061,***,5.7 ,4.9, 6.6,40,rising,1.7 ,0.7, 2.7
"Walla Walla County",53071,***,5.6 ,3.5, 8.7,4,*,*,*,*
"Pierce County",53053,***,5.6 ,4.8, 6.3,45,stable,0.3 ,-0.7, 1.3
"Clark County",53011,***,5.5 ,4.6, 6.6,25,stable,0.6 ,-0.6, 1.9
"Benton County",53005,***,5.4 ,4, 7.2,10,stable,1.0 ,-1.1, 3.2
"Lewis County",53041,***,5.2 ,3.5, 7.7,6,*,*,*,*
"Skagit County",53057,***,5.2 ,3.8, 7.1,9,*,*,*,*
"Mason County",53045,***,5 ,3.1, 7.7,4,stable,0.4 ,-2.0, 2.8
"Whatcom County",53073,***,4.7 ,3.5, 6.1,11,stable,0.7 ,-1.2, 2.8
"Spokane County",53063,***,4.6 ,3.8, 5.5,26,stable,0.7 ,-0.6, 1.9
