------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Indiana by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Indiana",18000,***,7.3 ,6.9, 7.6,303,falling,-2.3 ,-2.9, -1.7
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Johnson County",18081,***,9.3 ,6.6, 12.7,8,stable,0.9 ,-1.3, 3.1
"LaPorte County",18091,***,9.2 ,6.2, 13.2,7,stable,-0.2 ,-2.4, 2.2
"Warrick County",18173,***,9 ,5.4, 14.4,4,*,*,*,*
"Henry County",18065,***,8.9 ,5.1, 15,3,*,*,*,*
"Elkhart County",18039,***,8.7 ,6.5, 11.5,10,stable,0.2 ,-1.8, 2.2
"Vigo County",18167,***,8.6 ,5.7, 12.6,6,stable,-1.5 ,-3.2, 0.2
"Porter County",18127,***,8.4 ,6.1, 11.4,9,stable,-0.6 ,-2.3, 1.1
"Vanderburgh County",18163,***,8.2 ,6.1, 10.9,11,stable,-0.1 ,-2.2, 2.0
"Tippecanoe County",18157,***,8.2 ,5.8, 11.4,7,stable,-1.1 ,-2.9, 0.8
"Lake County",18089,***,7.8 ,6.5, 9.4,25,falling,-1.6 ,-2.6, -0.5
"Allen County",18003,***,7.8 ,6.2, 9.6,17,stable,-1.0 ,-2.4, 0.4
"Bartholomew County",18005,***,7.6 ,4.5, 12.1,4,stable,-1.9 ,-4.0, 0.2
"Madison County",18095,***,7.5 ,5.2, 10.7,7,stable,-0.4 ,-2.2, 1.4
"Wayne County",18177,***,7.3 ,4.2, 12.1,4,*,*,*,*
"Howard County",18067,***,7.3 ,4.5, 11.4,4,stable,-0.4 ,-2.4, 1.6
"Marion County",18097,***,7.3 ,6.3, 8.4,39,falling,-1.1 ,-1.9, -0.3
"St. Joseph County",18141,***,7.2 ,5.4, 9.3,12,stable,-0.9 ,-2.3, 0.5
"Morgan County",18109,***,7 ,4, 11.7,3,*,*,*,*
"Monroe County",18105,***,6.8 ,4.3, 10.4,5,*,*,*,*
"Delaware County",18035,***,6.6 ,4.2, 9.9,5,stable,-1.0 ,-3.4, 1.6
"Clark County",18019,***,6.5 ,4.1, 9.8,5,stable,-1.6 ,-3.6, 0.5
"Hamilton County",18057,***,6.4 ,4.6, 8.5,9,stable,-1.6 ,-3.8, 0.6
"Kosciusko County",18085,***,6.3 ,3.6, 10.5,3,stable,-1.9 ,-4.5, 0.7
"Hendricks County",18063,***,5.3 ,3.3, 8,4,falling,-3.7 ,-6.0, -1.3
"Adams County",18001,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",18007,***,* ,*, *,3 or fewer,*,*,*,*
"Blackford County",18009,***,* ,*, *,3 or fewer,*,*,*,*
"Boone County",18011,***,* ,*, *,3 or fewer,*,*,*,*
"Brown County",18013,***,* ,*, *,3 or fewer,*,*,*,*
