------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Indiana by County

"Breast, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 20.7?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Indiana",18000,No,21.1 ,20.5, 21.8,871,falling,-1.8 ,-2.0, -1.7
"United States",00000,Yes,20.6 ,20.5, 20.7,41246,falling,-1.5 ,-1.7, -1.3
"Wells County",18179,No,31.4 ,20.4, 46.5,6,stable,-1.1 ,-3.7, 1.5
"Orange County",18117,No,30.9 ,19.1, 48.2,4,*,*,*,*
"Steuben County",18151,No,28.9 ,19.7, 41.3,7,*,*,*,*
"Henry County",18065,No,27.3 ,19.9, 37,10,stable,0.1 ,-1.6, 1.8
"Rush County",18139,No,27.3 ,15.5, 45.5,3,*,*,*,*
"Kosciusko County",18085,No,27 ,20.8, 34.5,13,stable,-1.5 ,-3.1, 0.1
"Sullivan County",18153,No,26.9 ,15.5, 44.1,4,*,*,*,*
"Jasper County",18073,No,26.6 ,17.2, 39.6,5,stable,-1.3 ,-3.4, 0.7
"Perry County",18123,No,25.9 ,15.6, 41.8,4,*,*,*,*
"Clay County",18021,No,25.7 ,16.4, 38.9,5,stable,0.5 ,-1.9, 2.9
"Howard County",18067,No,25.6 ,20, 32.4,16,stable,-1.0 ,-2.1, 0.1
"Huntington County",18069,No,25.5 ,17, 37,6,stable,-1.4 ,-3.6, 0.7
"Jay County",18075,No,25.2 ,15.5, 39.7,4,*,*,*,*
"Lake County",18089,No,24.6 ,22.2, 27.2,78,falling,-2.0 ,-2.7, -1.4
