------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'cancer': '001', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_030.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=001&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Indiana by County

"All Cancer Sites, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 161.4?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Indiana",18000,No,178.4 ,177, 179.8,13416,falling,-1.3 ,-1.4, -1.2
"United States",00000,Yes,161 ,160.8, 161.1,590623,falling,-1.5 ,-1.6, -1.5
"Martin County",18101,No,225.9 ,191.5, 265.4,31,stable,-0.5 ,-1.5, 0.6
"Starke County",18149,No,220.5 ,196.9, 246.3,66,stable,-0.1 ,-0.8, 0.6
"Jackson County",18071,No,214.7 ,197.2, 233.3,114,stable,0.0 ,-0.5, 0.4
"Scott County",18143,No,214.4 ,190.5, 240.7,61,stable,-0.7 ,-1.6, 0.3
"Perry County",18123,No,213.3 ,188.2, 241.1,54,stable,-0.1 ,-1.0, 0.8
"Jay County",18075,No,212.8 ,188.5, 239.5,57,stable,0.2 ,-0.5, 1.0
"Clay County",18021,No,212.1 ,190.6, 235.6,73,stable,-0.5 ,-1.2, 0.2
"Orange County",18117,No,210.6 ,185.9, 237.9,55,stable,-0.2 ,-0.9, 0.5
"Sullivan County",18153,No,207.7 ,183.3, 234.7,54,stable,-0.4 ,-1.1, 0.2
"Fountain County",18045,No,203.2 ,177.8, 231.5,48,stable,-0.5 ,-1.2, 0.2
"Grant County",18053,No,202.7 ,189.6, 216.6,185,stable,-0.4 ,-0.8, 0.0
"Washington County",18175,No,200.9 ,179.7, 224.1,68,stable,-0.5 ,-1.0, 0.0
"Jennings County",18079,No,199.8 ,177.7, 223.9,63,falling,-0.8 ,-1.5, -0.1
"Owen County",18119,No,198.8 ,175.5, 224.6,56,stable,0.2 ,-0.6, 1.0
"Jasper County",18073,No,196.9 ,177.8, 217.7,80,stable,-0.7 ,-1.3, 0.0
"Fayette County",18041,No,196.1 ,174.7, 219.6,64,falling,-0.8 ,-1.4, -0.2
"Knox County",18083,No,195 ,177.5, 213.9,94,falling,-0.8 ,-1.4, -0.3
"Blackford County",18009,No,194.6 ,166.4, 226.8,35,falling,-0.9 ,-1.6, -0.2
"Wayne County",18177,No,194.5 ,181.7, 207.9,181,falling,-0.6 ,-1.0, -0.1
"Vermillion County",18165,No,194 ,168.2, 223,43,falling,-1.1 ,-1.9, -0.4
"Morgan County",18109,No,193.7 ,180, 208.2,157,falling,-0.6 ,-1.1, -0.2
"Putnam County",18133,No,192.7 ,174.6, 212.2,86,stable,-0.6 ,-1.1, 0.0
"Clinton County",18023,No,191.6 ,172.6, 212.3,77,stable,-0.2 ,-0.8, 0.4
"Henry County",18065,No,191.3 ,176.5, 207.2,126,falling,-0.4 ,-0.8, -0.1
"Greene County",18055,No,191.2 ,173.1, 210.8,85,stable,0.0 ,-0.8, 0.7
"Jefferson County",18077,No,190.2 ,171.3, 210.8,77,falling,-0.8 ,-1.4, -0.2
"Marion County",18097,No,190 ,185.9, 194.1,1715,falling,-1.1 ,-1.3, -1.0
"LaPorte County",18091,No,189.8 ,179.6, 200.6,266,falling,-0.9 ,-1.3, -0.6
"Harrison County",18061,No,189.7 ,172.4, 208.4,92,falling,-0.8 ,-1.4, -0.1
"Fulton County",18049,No,188.9 ,166.3, 214,52,falling,-0.8 ,-1.4, -0.1
"Vigo County",18167,No,187.9 ,177.1, 199.3,233,falling,-0.8 ,-1.2, -0.4
"Madison County",18095,No,187.4 ,178.1, 197.1,315,falling,-0.8 ,-1.1, -0.6
"Benton County",18007,No,187.3 ,152.6, 228.2,21,stable,-0.2 ,-1.2, 0.9
"Rush County",18139,No,187.2 ,162.6, 214.8,43,stable,-0.7 ,-1.3, 0.0
"Switzerland County",18155,No,185.7 ,153.7, 222.7,25,stable,-0.8 ,-1.9, 0.4
"Steuben County",18151,No,184.8 ,167.3, 203.7,85,falling,-1.1 ,-1.7, -0.5
"Hancock County",18059,No,184.7 ,171.5, 198.6,151,falling,-0.6 ,-1.1, -0.2
"Lake County",18089,No,184.6 ,179.7, 189.7,1081,falling,-1.7 ,-2.1, -1.4
"DeKalb County",18033,No,183.7 ,167.1, 201.6,93,stable,-0.4 ,-0.9, 0.2
"Wabash County",18169,No,182.8 ,165.1, 202,85,falling,-0.8 ,-1.3, -0.3
"Tipton County",18159,No,182.6 ,157.5, 211,40,stable,-0.7 ,-1.6, 0.2
"Clark County",18019,No,182.5 ,172.1, 193.5,238,falling,-1.5 ,-1.8, -1.1
"Howard County",18067,No,182.2 ,170.9, 194,203,stable,5.0 ,-0.7, 11.1
"Randolph County",18135,No,181.8 ,162.4, 203.2,66,stable,-0.5 ,-1.3, 0.3
"Noble County",18113,No,181.6 ,165.4, 199,97,stable,-0.5 ,-1.1, 0.0
