------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '18', 'areatype': 'county', 'cancer': '066', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=18&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Indiana by County

"Prostate, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 21.8?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Indiana",18000,Yes,20 ,19.2, 20.7,589,falling,-3.4 ,-3.8, -3.1
"United States",00000,Yes,19.2 ,19.1, 19.3,28497,stable,-0.8 ,-2.1, 0.5
"Jackson County",18071,No,35.5 ,24.3, 49.9,7,*,*,*,*
"Fountain County",18045,No,33.2 ,19.2, 54.1,3,*,*,*,*
"Starke County",18149,No,31.6 ,19, 49.6,4,*,*,*,*
"Jay County",18075,No,29.3 ,16.7, 47.9,3,falling,-3.4 ,-5.2, -1.5
"Steuben County",18151,No,26.6 ,17, 39.8,5,stable,-1.9 ,-3.8, 0.0
"Whitley County",18183,No,26.5 ,16.4, 40.5,4,*,*,*,*
"Gibson County",18051,No,25.6 ,16.1, 38.7,5,stable,-1.9 ,-3.9, 0.1
"Jasper County",18073,No,24.8 ,15, 38.6,4,stable,-2.7 ,-5.5, 0.2
"Miami County",18103,No,24.8 ,15.7, 37.2,5,*,*,*,*
"Marion County",18097,No,24.8 ,22.4, 27.4,82,falling,-2.9 ,-3.5, -2.4
"Allen County",18003,No,24.7 ,21.2, 28.5,37,falling,-2.3 ,-3.4, -1.3
"Ripley County",18137,No,24.2 ,14.2, 38.6,4,falling,-2.8 ,-4.9, -0.6
"Adams County",18001,No,23.3 ,14.1, 36.2,4,falling,-2.5 ,-4.9, -0.1
"Fayette County",18041,No,22.5 ,12.7, 37.2,3,stable,-2.4 ,-5.0, 0.4
"Randolph County",18135,No,22.3 ,12.7, 36.6,3,*,*,*,*
"Jefferson County",18077,No,22.3 ,12.7, 36.1,3,*,*,*,*
"Montgomery County",18107,No,21.9 ,13.8, 33,5,falling,-2.6 ,-4.5, -0.8
"Clinton County",18023,No,21.8 ,12.9, 34.6,4,stable,-1.7 ,-4.1, 0.7
"Lake County",18089,Yes,21.7 ,19.1, 24.6,50,falling,-3.4 ,-4.1, -2.6
"Noble County",18113,Yes,21 ,13, 32,4,stable,-1.7 ,-4.4, 1.0
"Warrick County",18173,Yes,20.9 ,14.1, 29.9,6,falling,-2.9 ,-4.8, -1.0
"Porter County",18127,Yes,20.8 ,16.2, 26.2,14,falling,-2.8 ,-4.0, -1.6
"Vanderburgh County",18163,Yes,20.7 ,16.7, 25.4,19,falling,-2.9 ,-3.9, -1.9
"St. Joseph County",18141,Yes,20.7 ,17.3, 24.6,27,falling,-2.8 ,-3.7, -2.0
"Kosciusko County",18085,Yes,20.6 ,14.4, 28.5,7,falling,-2.5 ,-4.3, -0.7
"Madison County",18095,Yes,20.1 ,15.6, 25.6,14,falling,-3.0 ,-4.4, -1.6
"Wabash County",18169,Yes,20.1 ,12.2, 31.7,4,*,*,*,*
"Morgan County",18109,Yes,20 ,13.1, 29.1,6,falling,-2.3 ,-3.9, -0.7
"Johnson County",18081,Yes,19.9 ,15.1, 25.7,12,falling,-2.7 ,-4.2, -1.1
"Monroe County",18105,Yes,19.8 ,14.7, 26.1,10,falling,-3.0 ,-4.5, -1.4
"Grant County",18053,Yes,19.8 ,13.9, 27.4,8,falling,-3.9 ,-5.8, -1.9
"Wayne County",18177,Yes,19.7 ,13.9, 27.3,8,falling,-2.8 ,-4.5, -1.1
"Marshall County",18099,Yes,19.6 ,12.5, 29.3,5,*,*,*,*
"Hendricks County",18063,Yes,19.6 ,14.6, 25.6,11,falling,-4.0 ,-5.5, -2.6
"LaPorte County",18091,Yes,19.5 ,14.5, 25.6,11,falling,-3.0 ,-4.6, -1.4
"Howard County",18067,Yes,19.4 ,14.1, 26.3,9,falling,-3.3 ,-5.0, -1.6
"Boone County",18011,Yes,19.4 ,12, 29.2,4,stable,-1.9 ,-4.0, 0.3
"Bartholomew County",18005,Yes,19.3 ,13.3, 26.9,7,falling,-2.6 ,-4.4, -0.8
"Delaware County",18035,Yes,18.7 ,14.1, 24.4,11,falling,-2.9 ,-4.3, -1.5
