------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,***,7.2 ,7, 7.5,587,falling,-1.3 ,-1.5, -1.0
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Vermilion County",17183,***,13.8 ,9.6, 19.3,8,stable,1.2 ,-0.7, 3.1
"Ogle County",17141,***,13 ,8.1, 20.1,5,*,*,*,*
"Coles County",17029,***,12.1 ,7.3, 19.1,4,*,*,*,*
"Whiteside County",17195,***,12.1 ,7.8, 18.1,5,*,*,*,*
"Livingston County",17105,***,11.6 ,6.4, 19.8,3,*,*,*,*
"Henry County",17073,***,11.4 ,7.1, 17.9,4,*,*,*,*
"DeKalb County",17037,***,10.8 ,7.1, 15.8,5,*,*,*,*
"Morgan County",17137,***,10.5 ,5.9, 18.1,3,*,*,*,*
"Adams County",17001,***,10.2 ,6.6, 15.3,5,stable,0.2 ,-2.0, 2.4
"Boone County",17007,***,10.1 ,5.9, 16.4,3,*,*,*,*
"Sangamon County",17167,***,9.7 ,7.4, 12.4,13,stable,0.0 ,-1.8, 1.9
"Williamson County",17199,***,9.4 ,5.7, 14.6,4,*,*,*,*
"McHenry County",17111,***,9.3 ,7.4, 11.7,17,stable,-1.3 ,-2.7, 0.1
"Kendall County",17093,***,9.2 ,5.7, 13.8,5,*,*,*,*
"Winnebago County",17201,***,9.1 ,7.3, 11.4,17,stable,-0.5 ,-1.8, 0.7
"St. Clair County",17163,***,8.1 ,6.3, 10.3,14,rising,5.9 ,0.9, 11.3
"Champaign County",17019,***,7.5 ,5.3, 10.4,8,falling,-2.5 ,-4.3, -0.8
"Cook County",17031,***,7.1 ,6.7, 7.5,229,falling,-2.4 ,-3.3, -1.5
"Lake County",17097,***,6.8 ,5.7, 8.1,27,falling,-1.5 ,-2.6, -0.3
