------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '17', 'areatype': 'county', 'cancer': '040', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_017.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=17&areatype=county&cancer=040&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Illinois by County

"Pancreas, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Illinois",17000,***,11 ,10.8, 11.3,1616,stable,-0.1 ,-0.4, 0.1
"United States",00000,***,11 ,10.9, 11,40517,rising,0.3 ,0.2, 0.3
"Washington County",17189,***,20.1 ,12.4, 31.6,4,*,*,*,*
"Mason County",17125,***,16.4 ,9.5, 27.2,4,*,*,*,*
"Logan County",17107,***,16.2 ,11.1, 23,7,stable,2.1 ,0.0, 4.3
"Perry County",17145,***,16.1 ,10, 24.8,4,*,*,*,*
"Fayette County",17051,***,15.7 ,10, 23.8,5,*,*,*,*
"Lee County",17103,***,15.1 ,10.5, 21.2,7,stable,0.2 ,-1.6, 2.2
"Pike County",17149,***,13.9 ,8.2, 22.9,4,*,*,*,*
"Franklin County",17055,***,13.8 ,9.7, 19.2,8,stable,1.2 ,-0.3, 2.7
"Marion County",17121,***,13.6 ,9.4, 19.3,7,falling,-14.0 ,-24.5, -2.1
"Edgar County",17045,***,13.5 ,8.1, 21.9,4,*,*,*,*
"Livingston County",17105,***,13.3 ,9, 19,6,stable,1.8 ,-0.5, 4.1
"Rock Island County",17161,***,13.1 ,10.9, 15.7,26,stable,1.1 ,0.0, 2.3
"Williamson County",17199,***,13.1 ,10, 17.1,12,stable,0.3 ,-1.4, 2.0
"Christian County",17021,***,12.6 ,8.5, 18.2,6,stable,-0.1 ,-1.7, 1.6
"Douglas County",17041,***,12.4 ,7.2, 20.4,3,*,*,*,*
"Crawford County",17033,***,12.2 ,7.1, 20.2,3,*,*,*,*
"Will County",17197,***,12.1 ,10.9, 13.4,76,stable,0.5 ,-0.2, 1.3
"Kankakee County",17091,***,12 ,9.5, 15,16,rising,2.1 ,0.6, 3.6
"Jefferson County",17081,***,11.8 ,8, 17,6,stable,-1.1 ,-3.6, 1.4
"Lake County",17097,***,11.7 ,10.6, 12.9,84,stable,0.6 ,0.0, 1.2
"Peoria County",17143,***,11.6 ,9.7, 13.8,26,stable,0.6 ,-0.6, 1.8
"DeKalb County",17037,***,11.6 ,8.7, 15.1,11,stable,0.2 ,-1.3, 1.8
"St. Clair County",17163,***,11.5 ,9.8, 13.3,36,stable,0.0 ,-1.0, 1.1
"Cook County",17031,***,11.4 ,11, 11.8,645,stable,-0.2 ,-0.4, 0.1
"Macon County",17115,***,11.3 ,9.1, 14.1,18,stable,-0.9 ,-2.3, 0.5
"Madison County",17119,***,11.3 ,9.7, 13.1,38,stable,0.2 ,-0.9, 1.3
"Kendall County",17093,***,11.2 ,8.2, 14.9,10,stable,-1.3 ,-3.3, 0.8
"Winnebago County",17201,***,11.1 ,9.6, 12.8,41,stable,0.2 ,-0.6, 1.0
"Vermilion County",17183,***,11 ,8.4, 14.3,12,stable,0.7 ,-0.7, 2.1
"Shelby County",17173,***,10.9 ,6.2, 18.2,3,*,*,*,*
"Sangamon County",17167,***,10.9 ,9.1, 12.9,28,stable,-0.1 ,-1.0, 0.8
"Whiteside County",17195,***,10.7 ,7.7, 14.6,9,stable,0.8 ,-1.2, 2.8
"Grundy County",17063,***,10.7 ,7.1, 15.4,6,stable,0.4 ,-2.2, 3.0
"Iroquois County",17075,***,10.7 ,6.7, 16.5,5,stable,-0.4 ,-2.7, 1.9
"Fulton County",17057,***,10.6 ,7.1, 15.6,6,stable,0.9 ,-1.2, 3.1
"Effingham County",17049,***,10.6 ,6.7, 16.2,5,stable,0.4 ,-1.8, 2.6
"Henry County",17073,***,10.6 ,7.5, 14.6,8,stable,1.6 ,-0.1, 3.3
"Macoupin County",17117,***,10.4 ,7.3, 14.8,7,stable,-0.4 ,-2.3, 1.5
"McHenry County",17111,***,10.4 ,8.8, 12.2,34,stable,-0.3 ,-1.3, 0.7
"Clinton County",17027,***,10.3 ,6.5, 15.5,5,stable,1.2 ,-1.1, 3.5
"Champaign County",17019,***,10.1 ,8.2, 12.4,19,stable,0.7 ,-0.8, 2.2
"Kane County",17089,***,10.1 ,8.8, 11.4,50,stable,-0.7 ,-1.5, 0.1
"Randolph County",17157,***,10 ,6.3, 15.4,5,stable,-1.1 ,-3.7, 1.5
"Stephenson County",17177,***,10 ,6.9, 14.3,7,stable,0.6 ,-1.5, 2.8
"Adams County",17001,***,9.7 ,7.2, 13.1,10,stable,0.0 ,-1.6, 1.6
