------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Florida by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"Florida",12000,19.4,3926889,"1 of 52"
"Orange County",12095,11.1,143768,"2988 of 3141"
"Leon County",12073,11.9,34002,"2907 of 3141"
"Osceola County",12097,12.5,40709,"2838 of 3141"
"Alachua County",12001,12.8,33282,"2788 of 3141"
"Duval County",12031,13.0,118638,"2751 of 3141"
"Liberty County",12077,13.1,1092,"2737 of 3141"
"Hendry County",12051,13.1,5119,"2735 of 3141"
"Wakulla County",12129,13.4,4221,"2701 of 3141"
"Hillsborough County",12057,13.5,182025,"2689 of 3141"
"Baker County",12003,13.6,3749,"2667 of 3141"
"Lafayette County",12067,13.9,1203,"2625 of 3141"
"Union County",12125,14.0,2148,"2590 of 3141"
"Seminole County",12117,14.4,64875,"2507 of 3141"
"Clay County",12019,14.5,29377,"2504 of 3141"
"Santa Rosa County",12113,14.9,24779,"2409 of 3141"
"Hardee County",12049,15.1,4125,"2353 of 3141"
"Okaloosa County",12091,15.1,29922,"2342 of 3141"
"Miami-Dade County",12086,15.3,414322,"2297 of 3141"
"Broward County",12011,15.6,294961,"2221 of 3141"
"Escambia County",12033,15.8,49098,"2157 of 3141"
"Gadsden County",12039,16.0,7367,"2106 of 3141"
"Hamilton County",12047,16.2,2309,"2035 of 3141"
"Bay County",12005,16.3,29281,"2021 of 3141"
"Washington County",12133,17.3,4238,"1666 of 3141"
"Bradford County",12007,17.4,4669,"1625 of 3141"
"Columbia County",12023,17.6,12036,"1586 of 3141"
"Calhoun County",12013,17.7,2565,"1524 of 3141"
"Jackson County",12063,18.1,8805,"1409 of 3141"
"Taylor County",12123,18.5,4126,"1302 of 3141"
"St. Johns County",12109,18.6,42223,"1252 of 3141"
"Walton County",12131,18.9,11984,"1165 of 3141"
"Gulf County",12045,19.1,3056,"1110 of 3141"
"Madison County",12079,19.1,3542,"1095 of 3141"
"Holmes County",12059,19.2,3748,"1061 of 3141"
"Okeechobee County",12093,19.3,7752,"1051 of 3141"
"Polk County",12105,19.8,128991,"924 of 3141"
"Suwannee County",12121,19.9,8715,"895 of 3141"
"Gilchrist County",12041,20.1,3447,"851 of 3141"
"Nassau County",12089,20.4,15988,"769 of 3141"
"Monroe County",12087,20.6,15792,"714 of 3141"
"Franklin County",12037,20.7,2416,"693 of 3141"
"DeSoto County",12027,20.8,7410,"683 of 3141"
"Jefferson County",12065,21.2,2988,"606 of 3141"
"Putnam County",12107,21.7,15701,"532 of 3141"
"Pasco County",12101,22.3,111287,"444 of 3141"
"Dixie County",12029,22.5,3665,"438 of 3141"
"Brevard County",12009,22.7,129240,"405 of 3141"
"St. Lucie County",12111,22.8,68140,"396 of 3141"
"Palm Beach County",12099,23.0,328507,"375 of 3141"
"Pinellas County",12103,23.4,222248,"347 of 3141"
"Volusia County",12127,23.4,121619,"340 of 3141"
"Levy County",12075,23.5,9322,"338 of 3141"
"Glades County",12043,25.1,3315,"207 of 3141"
"Manatee County",12081,26.0,94636,"155 of 3141"
"Lake County",12069,26.1,85286,"151 of 3141"
"Lee County",12071,27.0,188866,"110 of 3141"
"Hernando County",12053,27.5,49222,"91 of 3141"
"Marion County",12083,28.0,96367,"76 of 3141"
"Flagler County",12035,28.7,30184,"60 of 3141"
"Martin County",12085,29.7,46191,"47 of 3141"
"Collier County",12021,30.2,107599,"41 of 3141"
"Indian River County",12061,30.8,45596,"35 of 3141"
"Highlands County",12055,34.5,34526,"14 of 3141"
"Sarasota County",12115,34.8,140720,"11 of 3141"
"Citrus County",12017,35.5,50184,"7 of 3141"
"Charlotte County",12015,38.3,66342,"4 of 3141"
"Sumter County",12119,54.2,63263,"1 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
