------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'topic': 'mob', 'demo': '00021', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_012.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=mob&demo=00021&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Florida by County
Mobility: Moved from outside US (in past year)
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Moved From Outside US),Rank within US
"United States",00000,0.7,2074097,"N/A"
"Florida",12000,1.1,211895,"49 of 51"
"Calhoun County",12013,0.0,0,"1 of 3140"
"Gulf County",12045,0.0,0,"1 of 3140"
"Liberty County",12077,0.0,0,"1 of 3140"
"Dixie County",12029,0.0,1,"361 of 3140"
"Hamilton County",12047,0.0,1,"364 of 3140"
"Washington County",12133,0.0,2,"368 of 3140"
"Union County",12125,0.0,3,"417 of 3140"
"Bradford County",12007,0.0,8,"463 of 3140"
"Holmes County",12059,0.1,13,"697 of 3140"
"Jackson County",12063,0.1,36,"754 of 3140"
"Levy County",12075,0.1,31,"780 of 3140"
"Suwannee County",12121,0.1,35,"800 of 3140"
"Hardee County",12049,0.1,26,"896 of 3140"
"Okeechobee County",12093,0.1,42,"956 of 3140"
"Jefferson County",12065,0.1,15,"971 of 3140"
"Franklin County",12037,0.1,15,"1142 of 3140"
"Gilchrist County",12041,0.2,26,"1276 of 3140"
"Baker County",12003,0.2,42,"1294 of 3140"
"Gadsden County",12039,0.2,77,"1389 of 3140"
"Wakulla County",12129,0.2,54,"1410 of 3140"
"Putnam County",12107,0.2,133,"1496 of 3140"
"Lafayette County",12067,0.2,16,"1503 of 3140"
"Columbia County",12023,0.2,147,"1663 of 3140"
"Walton County",12131,0.2,138,"1675 of 3140"
"Citrus County",12017,0.2,319,"1708 of 3140"
"Taylor County",12123,0.3,75,"2152 of 3140"
"Marion County",12083,0.3,1164,"2155 of 3140"
"Hernando County",12053,0.4,628,"2198 of 3140"
"Glades County",12043,0.4,51,"2285 of 3140"
"Clay County",12019,0.4,790,"2299 of 3140"
"Pasco County",12101,0.4,2128,"2372 of 3140"
"Escambia County",12033,0.5,1453,"2461 of 3140"
"Lake County",12069,0.5,1539,"2468 of 3140"
"Santa Rosa County",12113,0.5,812,"2489 of 3140"
"Brevard County",12009,0.5,3095,"2598 of 3140"
"Sumter County",12119,0.6,655,"2620 of 3140"
"Charlotte County",12015,0.6,977,"2622 of 3140"
"Nassau County",12089,0.6,451,"2635 of 3140"
"Bay County",12005,0.6,1104,"2693 of 3140"
"Volusia County",12127,0.6,3275,"2707 of 3140"
"St. Johns County",12109,0.6,1439,"2709 of 3140"
"Pinellas County",12103,0.6,6042,"2713 of 3140"
"Indian River County",12061,0.6,942,"2714 of 3140"
"Flagler County",12035,0.6,674,"2719 of 3140"
"Manatee County",12081,0.6,2338,"2726 of 3140"
"Martin County",12085,0.7,1028,"2745 of 3140"
"Leon County",12073,0.7,1920,"2754 of 3140"
"St. Lucie County",12111,0.7,2093,"2785 of 3140"
"Polk County",12105,0.7,4582,"2793 of 3140"
"Sarasota County",12115,0.7,2898,"2804 of 3140"
"Duval County",12031,0.8,6767,"2834 of 3140"
"Madison County",12079,0.8,146,"2852 of 3140"
"Seminole County",12117,0.8,3562,"2858 of 3140"
"Lee County",12071,0.8,5601,"2863 of 3140"
"Okaloosa County",12091,0.8,1619,"2881 of 3140"
"Alachua County",12001,1.0,2684,"2972 of 3140"
"Hillsborough County",12057,1.1,14393,"2985 of 3140"
"Palm Beach County",12099,1.2,16833,"3006 of 3140"
"Collier County",12021,1.2,4212,"3007 of 3140"
"Monroe County",12087,1.3,1011,"3040 of 3140"
"DeSoto County",12027,1.4,510,"3051 of 3140"
"Highlands County",12055,1.4,1435,"3052 of 3140"
"Orange County",12095,1.6,20476,"3068 of 3140"
"Broward County",12011,1.7,31186,"3077 of 3140"
"Miami-Dade County",12086,1.9,49942,"3090 of 3140"
"Osceola County",12097,2.2,7055,"3106 of 3140"
"Hendry County",12051,2.9,1130,"3124 of 3140"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:14 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Mobility: Moved from outside US (in past year), see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#mobility."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
