------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=400&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '400', 'race': '00', 'sex': '2', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=26&areatype=county&cancer=400&race=00&sex=2&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Michigan by County

"Breast (in situ) (All Stages^), 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan(5,10)",26000,***,32.2 #  ,31.6, 32.9,1975,stable,-1.9 ,-8.0, 4.7
"US (SEER+NPCR)(1,10)",00000,***,30.1 ,30, 30.2,56702,stable,-2.0 ,-4.2, 0.3
"Osceola County(6,10)",26133,***,50.7 #  ,34.6, 71.9,7,stable,4.2 ,-20.9, 37.1
"Grand Traverse County(6,10)",26055,***,45.8 #  ,38, 54.9,26,stable,-11.1 ,-29.8, 12.5
"Leelanau County(6,10)",26089,***,44.7 #  ,29.9, 65.2,8,stable,-3.5 ,-53.2, 99.0
"Antrim County(6,10)",26009,***,43.1 #  ,28.3, 63.5,7,stable,2.7 ,-39.7, 74.9
"Washtenaw County(6,10)",26161,***,42.3 #  ,38.2, 46.7,81,stable,-0.9 ,-9.2, 8.2
"Marquette County(6,10)",26103,***,41.9 #  ,32.7, 52.9,17,stable,-11.7 ,-32.8, 15.9
"Charlevoix County(6,10)",26029,***,40.7 #  ,27.1, 59,7,stable,-2.1 ,-24.9, 27.6
"Oakland County(7,8)",26125,***,40.3 ,38.2, 42.4,318,falling,-0.8 ,-1.5, -0.1
"Wexford County(6,10)",26165,***,40 #  ,27.6, 56.1,8,stable,3.8 ,-29.8, 53.4
"Alpena County(6,10)",26007,***,39.5 #  ,27, 56.1,8,rising,22.3 ,8.0, 38.4
"Ottawa County(6,10)",26139,***,38.9 #  ,34.5, 43.8,58,stable,-5.5 ,-29.6, 26.9
