------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '061', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=061&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"Ovary, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,***,7.7 ,7.4, 8,510,falling,-1.9 ,-2.8, -1.1
"United States",00000,***,7 ,7, 7.1,14204,falling,-2.3 ,-2.4, -2.1
"Huron County",26063,***,11.9 ,6.3, 21.2,3,stable,-1.3 ,-3.4, 0.8
"Bay County",26017,***,11 ,7.8, 15.1,9,stable,0.2 ,-1.3, 1.6
"Newaygo County",26123,***,10.9 ,6.5, 17.6,4,*,*,*,*
"Berrien County",26021,***,9.7 ,7.3, 12.7,12,stable,0.3 ,-0.8, 1.4
"Muskegon County",26121,***,9.1 ,6.7, 12.1,10,stable,-0.8 ,-2.3, 0.7
"Calhoun County",26025,***,8.9 ,6.3, 12.1,8,stable,-0.5 ,-2.1, 1.3
"St. Clair County",26147,***,8.9 ,6.5, 11.8,10,stable,0.4 ,-1.3, 2.1
"Lapeer County",26087,***,8.8 ,5.7, 13.2,5,stable,-0.8 ,-2.8, 1.4
"Montcalm County",26117,***,8.8 ,5, 14.5,3,*,*,*,*
"Macomb County",26099,***,8.7 ,7.6, 9.8,52,stable,-1.0 ,-1.9, 0.0
"Grand Traverse County",26055,***,8.5 ,5.6, 12.6,6,stable,-0.6 ,-3.2, 2.1
"Van Buren County",26159,***,8.4 ,5.2, 13,4,*,*,*,*
"Cass County",26027,***,8.4 ,4.6, 14.4,3,stable,0.0 ,-2.9, 3.1
"Tuscola County",26157,***,8.4 ,4.9, 13.8,4,stable,-2.0 ,-4.6, 0.7
"Jackson County",26075,***,8.2 ,5.9, 11.1,9,stable,-1.6 ,-3.4, 0.1
"Lenawee County",26091,***,8 ,5.2, 11.9,5,stable,-0.8 ,-3.1, 1.6
"Saginaw County",26145,***,7.8 ,5.8, 10.3,11,falling,-1.3 ,-2.5, -0.1
"Wayne County",26163,***,7.8 ,7.1, 8.6,88,stable,-0.6 ,-1.2, 0.1
"Oakland County",26125,***,7.7 ,6.8, 8.6,64,falling,-0.7 ,-1.2, -0.1
"Monroe County",26115,***,7.6 ,5.3, 10.5,8,stable,-1.0 ,-3.0, 1.0
"Ottawa County",26139,***,7.5 ,5.7, 9.7,12,stable,-0.6 ,-1.9, 0.7
"Genesee County",26049,***,7.5 ,6.1, 9.1,22,falling,-1.4 ,-2.5, -0.2
"Washtenaw County",26161,***,7.3 ,5.7, 9.3,14,falling,-1.9 ,-3.6, -0.2
"Shiawassee County",26155,***,7.1 ,4, 11.8,3,stable,0.0 ,-2.8, 2.8
