------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,***,6.9 ,6.6, 7.1,804,falling,-0.8 ,-1.1, -0.5
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Wexford County",26165,***,13.8 ,9.1, 20.3,6,*,*,*,*
"Van Buren County",26159,***,10.6 ,7.7, 14.3,9,stable,0.9 ,-1.1, 2.9
"Monroe County",26115,***,10.4 ,8.4, 12.8,19,stable,0.7 ,-0.6, 1.9
"Delta County",26041,***,9.7 ,6.2, 14.8,5,stable,1.6 ,-1.3, 4.6
"Emmet County",26047,***,9.3 ,5.9, 14.3,5,stable,-0.7 ,-2.7, 1.4
"Gratiot County",26057,***,9.1 ,5.7, 14,5,*,*,*,*
"Dickinson County",26043,***,8.6 ,5, 14.4,4,stable,-5.6 ,-53.9, 93.4
"Saginaw County",26145,***,8.5 ,7, 10.4,22,stable,-0.1 ,-1.3, 1.1
"Antrim County",26009,***,8.5 ,4.8, 14.7,3,*,*,*,*
"Mecosta County",26107,***,8.5 ,5.2, 13.3,4,*,*,*,*
"Mason County",26105,***,8.4 ,4.9, 14,4,*,*,*,*
"St. Joseph County",26149,***,8.4 ,5.6, 12,6,stable,-0.4 ,-3.0, 2.2
"Alpena County",26007,***,8.2 ,5, 13.3,4,*,*,*,*
"Newaygo County",26123,***,8.2 ,5.3, 12.3,5,*,*,*,*
"Charlevoix County",26029,***,8 ,4.6, 13.5,3,*,*,*,*
"Ottawa County",26139,***,7.8 ,6.4, 9.4,22,stable,-0.5 ,-1.7, 0.8
"Livingston County",26093,***,7.8 ,6.1, 9.8,15,stable,-1.4 ,-3.1, 0.4
"Ionia County",26067,***,7.7 ,4.9, 11.4,5,*,*,*,*
"Iosco County",26069,***,7.6 ,4.2, 13.4,4,*,*,*,*
"Gladwin County",26051,***,7.5 ,4.2, 13.1,3,*,*,*,*
"Sanilac County",26151,***,7.4 ,4.7, 11.5,5,*,*,*,*
"Hillsdale County",26059,***,7.4 ,4.6, 11.3,5,falling,-2.2 ,-4.2, -0.2
"Clare County",26035,***,7.2 ,4.2, 12,3,*,*,*,*
"Ingham County",26065,***,7.1 ,5.7, 8.8,19,stable,-0.8 ,-2.0, 0.3
"Macomb County",26099,***,7.1 ,6.4, 7.9,74,stable,-0.7 ,-1.3, 0.0
"Muskegon County",26121,***,7.1 ,5.5, 9,14,falling,-1.5 ,-2.5, -0.6
"Bay County",26017,***,7.1 ,5.2, 9.4,10,stable,-1.4 ,-2.7, 0.0
"Lenawee County",26091,***,6.9 ,4.9, 9.4,8,stable,-1.3 ,-2.8, 0.1
"Shiawassee County",26155,***,6.8 ,4.6, 9.9,6,stable,-2.2 ,-4.3, 0.0
"Washtenaw County",26161,***,6.7 ,5.5, 8.1,22,stable,0.3 ,-0.9, 1.5
"Jackson County",26075,***,6.7 ,5.1, 8.6,13,stable,-0.4 ,-2.2, 1.3
"Oakland County",26125,***,6.6 ,6, 7.3,95,falling,-1.2 ,-2.0, -0.4
"Eaton County",26045,***,6.6 ,4.7, 9.1,8,stable,-0.9 ,-3.0, 1.2
