------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '26', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=26&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Michigan by County

"Oral Cavity & Pharynx, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.3?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Michigan",26000,No,2.7 ,2.6, 2.8,336,stable,3.7 ,-0.4, 7.9
"United States",00000,No,2.5 ,2.5, 2.5,9420,rising,0.8 ,0.2, 1.4
"Barry County",26015,No,4.3 ,2.5, 7.1,3,*,*,*,*
"Marquette County",26103,No,4.1 ,2.4, 6.6,4,*,*,*,*
"Jackson County",26075,No,3.8 ,2.7, 5.3,8,stable,-0.4 ,-2.0, 1.2
"Muskegon County",26121,No,3.6 ,2.5, 5,8,*,*,*,*
"Bay County",26017,No,3.4 ,2.1, 5.2,5,stable,1.7 ,-0.7, 4.1
"Calhoun County",26025,No,3.3 ,2.2, 4.8,6,stable,-0.2 ,-2.5, 2.1
"Ottawa County",26139,No,3.1 ,2.3, 4.2,10,rising,2.7 ,0.9, 4.5
"Kent County",26081,No,3 ,2.4, 3.7,19,stable,0.3 ,-1.2, 1.8
"Wayne County",26163,No,3 ,2.6, 3.3,62,falling,-1.6 ,-2.1, -1.1
"Genesee County",26049,No,3 ,2.3, 3.7,15,stable,0.1 ,-1.3, 1.5
"Lenawee County",26091,No,2.9 ,1.8, 4.6,4,*,*,*,*
"St. Clair County",26147,No,2.9 ,2, 4.2,7,*,*,*,*
"Lapeer County",26087,No,2.8 ,1.6, 4.7,3,*,*,*,*
"Berrien County",26021,No,2.8 ,1.9, 4,6,stable,-0.7 ,-2.7, 1.3
"Monroe County",26115,No,2.7 ,1.8, 4,5,*,*,*,*
"Ingham County",26065,No,2.6 ,1.8, 3.6,8,stable,-0.4 ,-2.2, 1.5
"Saginaw County",26145,No,2.6 ,1.8, 3.7,7,stable,-0.2 ,-2.2, 1.8
"Macomb County",26099,No,2.5 ,2.1, 3,28,stable,-0.4 ,-1.6, 0.7
"Kalamazoo County",26077,Yes,2.1 ,1.4, 3,6,*,*,*,*
"Oakland County",26125,Yes,2 ,1.7, 2.4,30,falling,-2.2 ,-3.2, -1.2
"Livingston County",26093,Yes,1.8 ,1, 2.8,4,*,*,*,*
"Washtenaw County",26161,Yes,1.3 ,0.8, 2,5,*,*,*,*
"Alcona County",26001,***,* ,*, *,3 or fewer,*,*,*,*
"Alger County",26003,***,* ,*, *,3 or fewer,*,*,*,*
"Allegan County",26005,***,* ,*, *,3 or fewer,*,*,*,*
"Alpena County",26007,***,* ,*, *,3 or fewer,*,*,*,*
