------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '47', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=47&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Tennessee by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Tennessee",47000,48708.000000000,"44 of 52"
"United States",00000,57652.000000000,"N/A"
"Hancock County",47067,29619.000000000,"3066 of 3141"
"Clay County",47027,30801.000000000,"3041 of 3141"
"Perry County",47135,31503.000000000,"3016 of 3141"
"Scott County",47151,31875.000000000,"3008 of 3141"
"Grundy County",47061,31919.000000000,"3007 of 3141"
"Lake County",47095,31993.000000000,"3003 of 3141"
"Cocke County",47029,32027.000000000,"3001 of 3141"
"Fentress County",47049,32616.000000000,"2970 of 3141"
"Johnson County",47091,32994.000000000,"2960 of 3141"
"Benton County",47005,33702.000000000,"2928 of 3141"
"Jackson County",47087,33933.000000000,"2920 of 3141"
"Wayne County",47181,34299.000000000,"2907 of 3141"
"McNairy County",47109,34353.000000000,"2905 of 3141"
"Carter County",47019,34625.000000000,"2895 of 3141"
"Campbell County",47013,35377.000000000,"2846 of 3141"
"Claiborne County",47025,35428.000000000,"2844 of 3141"
"Macon County",47111,35533.000000000,"2837 of 3141"
"Lauderdale County",47097,35551.000000000,"2832 of 3141"
"Overton County",47133,36052.000000000,"2798 of 3141"
"Haywood County",47075,36118.000000000,"2790 of 3141"
"Decatur County",47039,36427.000000000,"2769 of 3141"
"Weakley County",47183,36550.000000000,"2759 of 3141"
"Unicoi County",47171,36576.000000000,"2752 of 3141"
"Hardeman County",47069,36686.000000000,"2745 of 3141"
"Warren County",47177,36765.000000000,"2739 of 3141"
"Monroe County",47123,36931.000000000,"2732 of 3141"
"Lewis County",47101,37092.000000000,"2716 of 3141"
"White County",47185,37654.000000000,"2662 of 3141"
"Putnam County",47141,37802.000000000,"2654 of 3141"
"Obion County",47131,38063.000000000,"2631 of 3141"
"Carroll County",47017,38201.000000000,"2619 of 3141"
"Greene County",47059,38266.000000000,"2612 of 3141"
"Hawkins County",47073,38728.000000000,"2589 of 3141"
"Hardin County",47071,39092.000000000,"2551 of 3141"
"Pickett County",47137,39313.000000000,"2529 of 3141"
"Hickman County",47081,39333.000000000,"2528 of 3141"
"Rhea County",47143,39368.000000000,"2525 of 3141"
"Crockett County",47033,39692.000000000,"2489 of 3141"
"Meigs County",47121,39786.000000000,"2485 of 3141"
"McMinn County",47107,39990.000000000,"2473 of 3141"
"Grainger County",47057,40088.000000000,"2462 of 3141"
"Union County",47173,40132.000000000,"2458 of 3141"
"Henry County",47079,40415.000000000,"2439 of 3141"
"Bledsoe County",47007,40450.000000000,"2434 of 3141"
"DeKalb County",47041,40690.000000000,"2404 of 3141"
"Morgan County",47129,40707.000000000,"2400 of 3141"
"Cumberland County",47035,40994.000000000,"2376 of 3141"
"Humphreys County",47085,40998.000000000,"2374 of 3141"
"Gibson County",47053,41315.000000000,"2328 of 3141"
"Lawrence County",47099,41522.000000000,"2301 of 3141"
"Trousdale County",47169,41776.000000000,"2268 of 3141"
"Houston County",47083,41820.000000000,"2264 of 3141"
"Hamblen County",47063,42042.000000000,"2244 of 3141"
"Lincoln County",47103,42153.000000000,"2229 of 3141"
"Sullivan County",47163,42251.000000000,"2216 of 3141"
