------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '003', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=003&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Oral Cavity & Pharynx, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 2.3?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,No,2.7 ,2.5, 2.9,203,rising,3.1 ,0.4, 5.8
"United States",00000,No,2.5 ,2.5, 2.5,9420,rising,0.8 ,0.2, 1.4
"Dunklin County",29069,No,8 ,4.7, 13.2,3,*,*,*,*
"St. Francois County",29187,No,4.1 ,2.4, 6.6,3,*,*,*,*
"Jefferson County",29099,No,3.3 ,2.4, 4.6,9,stable,1.6 ,-0.4, 3.7
"Jackson County",29095,No,2.9 ,2.4, 3.5,23,stable,-0.5 ,-1.5, 0.5
"Jasper County",29097,No,2.9 ,1.8, 4.5,4,stable,-0.8 ,-2.9, 1.3
"Cass County",29037,No,2.7 ,1.6, 4.4,3,*,*,*,*
"Greene County",29077,No,2.7 ,1.9, 3.6,9,stable,-0.5 ,-2.5, 1.5
"St. Louis County",29189,No,2.6 ,2.2, 3,34,stable,-0.8 ,-1.7, 0.1
"St. Charles County",29183,Yes,2.3 ,1.7, 3.1,10,*,*,*,*
"Clay County",29047,Yes,2.1 ,1.4, 3.1,5,stable,-1.1 ,-3.8, 1.7
"St. Louis City",29510,Yes,2.1 ,1.5, 2.9,7,falling,-3.6 ,-5.1, -2.1
"Adair County",29001,***,* ,*, *,3 or fewer,*,*,*,*
"Andrew County",29003,***,* ,*, *,3 or fewer,*,*,*,*
"Atchison County",29005,***,* ,*, *,3 or fewer,*,*,*,*
"Audrain County",29007,***,* ,*, *,3 or fewer,*,*,*,*
"Barry County",29009,***,* ,*, *,3 or fewer,*,*,*,*
"Barton County",29011,***,* ,*, *,3 or fewer,*,*,*,*
"Bates County",29013,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",29015,***,* ,*, *,3 or fewer,*,*,*,*
"Bollinger County",29017,***,* ,*, *,3 or fewer,*,*,*,*
"Boone County",29019,***,* ,*, *,3 or fewer,*,*,*,*
"Buchanan County",29021,***,* ,*, *,3 or fewer,*,*,*,*
"Butler County",29023,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell County",29025,***,* ,*, *,3 or fewer,*,*,*,*
"Callaway County",29027,***,* ,*, *,3 or fewer,*,*,*,*
"Camden County",29029,***,* ,*, *,3 or fewer,*,*,*,*
"Cape Girardeau County",29031,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",29033,***,* ,*, *,3 or fewer,*,*,*,*
"Carter County",29035,***,* ,*, *,3 or fewer,*,*,*,*
"Cedar County",29039,***,* ,*, *,3 or fewer,*,*,*,*
"Chariton County",29041,***,* ,*, *,3 or fewer,*,*,*,*
"Christian County",29043,***,* ,*, *,3 or fewer,*,*,*,*
