------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '066', 'race': '00', 'sex': '1', 'age': '001', 'type': 'death', 'file_name': 'deathrates_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=066&race=00&sex=1&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Prostate, 2012-2016"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 21.8?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,Yes,17.8 ,17.1, 18.5,530,falling,-3.5 ,-3.7, -3.2
"United States",00000,Yes,19.2 ,19.1, 19.3,28497,stable,-0.8 ,-2.1, 0.5
"Bates County",29013,No,34.4 ,20, 55.9,3,stable,-2.5 ,-5.3, 0.5
"Webster County",29225,No,26.3 ,16.4, 39.7,5,*,*,*,*
"St. Louis City",29510,No,25.6 ,21.5, 30.2,30,falling,-2.9 ,-3.7, -2.1
"Laclede County",29105,No,25 ,15.7, 37.9,5,falling,-2.8 ,-5.0, -0.7
"Stoddard County",29207,No,23.1 ,14.1, 36.1,4,*,*,*,*
"St. Francois County",29187,No,22.2 ,15.2, 31.2,7,falling,-3.2 ,-4.9, -1.4
"Callaway County",29027,No,22.1 ,13.4, 34.1,4,falling,-3.5 ,-5.9, -0.9
"Benton County",29015,Yes,21.6 ,12.8, 36.6,4,*,*,*,*
"Polk County",29167,Yes,21.1 ,12.7, 33.4,4,falling,-3.0 ,-4.9, -1.0
"Newton County",29145,Yes,20.4 ,13.8, 29,6,*,*,*,*
"Jackson County",29095,Yes,20.2 ,17.9, 22.6,59,falling,-3.1 ,-3.7, -2.6
"Cape Girardeau County",29031,Yes,20.1 ,14.3, 27.5,8,stable,-1.4 ,-3.3, 0.6
"Phelps County",29161,Yes,19.7 ,12.4, 29.8,5,*,*,*,*
"Clay County",29047,Yes,19.5 ,15.5, 24,18,falling,-3.2 ,-4.5, -1.9
"Greene County",29077,Yes,19.4 ,16.2, 23,27,falling,-2.9 ,-3.8, -2.0
"Franklin County",29071,Yes,19.3 ,14, 25.8,9,falling,-3.7 ,-5.6, -1.8
"Barry County",29009,Yes,18.5 ,11.3, 28.9,4,falling,-2.5 ,-4.9, -0.1
"Jasper County",29097,Yes,18.3 ,13.4, 24.3,10,falling,-2.5 ,-4.2, -0.7
"Camden County",29029,Yes,17.7 ,11.8, 26.1,6,stable,-2.4 ,-4.9, 0.2
"Scott County",29201,Yes,17.7 ,10.2, 28.5,3,stable,-1.2 ,-3.5, 1.1
