------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '29', 'areatype': 'county', 'cancer': '071', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_001.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=29&areatype=county&cancer=071&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Missouri by County

"Bladder, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Missouri",29000,***,4.3 ,4.1, 4.5,313,stable,0.4 ,0.0, 0.8
"United States",00000,***,4.4 ,4.3, 4.4,15935,stable,0.0 ,-0.1, 0.0
"St. Francois County",29187,***,7.9 ,5.3, 11.2,6,rising,3.6 ,1.5, 5.8
"Laclede County",29105,***,6.7 ,3.8, 11.2,3,*,*,*,*
"Jefferson County",29099,***,6.7 ,5.2, 8.5,14,rising,2.3 ,0.2, 4.5
"Butler County",29023,***,6.2 ,3.7, 10,4,*,*,*,*
"Jasper County",29097,***,5.7 ,4, 7.9,7,stable,-1.1 ,-2.9, 0.7
"Cass County",29037,***,5.2 ,3.5, 7.4,6,*,*,*,*
"Newton County",29145,***,5 ,3, 7.9,4,stable,-0.1 ,-2.4, 2.3
"Buchanan County",29021,***,4.9 ,3.2, 7.3,5,falling,-4.9 ,-8.6, -1.0
"Cape Girardeau County",29031,***,4.6 ,2.9, 7,5,*,*,*,*
"Cole County",29051,***,4.4 ,2.6, 6.9,4,*,*,*,*
"Jackson County",29095,***,4.3 ,3.7, 5,33,stable,0.3 ,-0.7, 1.3
"Greene County",29077,***,4.2 ,3.3, 5.3,15,stable,-0.1 ,-1.6, 1.4
"St. Charles County",29183,***,4.1 ,3.3, 5.2,16,stable,-0.3 ,-1.8, 1.3
"St. Louis County",29189,***,3.9 ,3.4, 4.4,53,stable,-0.4 ,-1.3, 0.5
"Christian County",29043,***,3.9 ,2.2, 6.4,3,*,*,*,*
"Franklin County",29071,***,3.9 ,2.4, 5.9,5,*,*,*,*
"Platte County",29165,***,3.4 ,2, 5.6,3,*,*,*,*
"St. Louis City",29510,***,3.2 ,2.4, 4.3,10,stable,0.2 ,-1.4, 1.8
"Boone County",29019,***,3.2 ,2, 4.8,5,*,*,*,*
"Clay County",29047,***,3.1 ,2.1, 4.3,7,falling,-9.7 ,-16.6, -2.3
"Adair County",29001,***,* ,*, *,3 or fewer,*,*,*,*
"Andrew County",29003,***,* ,*, *,3 or fewer,*,*,*,*
"Atchison County",29005,***,* ,*, *,3 or fewer,*,*,*,*
"Audrain County",29007,***,* ,*, *,3 or fewer,*,*,*,*
"Barry County",29009,***,* ,*, *,3 or fewer,*,*,*,*
"Barton County",29011,***,* ,*, *,3 or fewer,*,*,*,*
"Bates County",29013,***,* ,*, *,3 or fewer,*,*,*,*
"Benton County",29015,***,* ,*, *,3 or fewer,*,*,*,*
"Bollinger County",29017,***,* ,*, *,3 or fewer,*,*,*,*
"Caldwell County",29025,***,* ,*, *,3 or fewer,*,*,*,*
"Callaway County",29027,***,* ,*, *,3 or fewer,*,*,*,*
"Camden County",29029,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",29033,***,* ,*, *,3 or fewer,*,*,*,*
"Carter County",29035,***,* ,*, *,3 or fewer,*,*,*,*
"Cedar County",29039,***,* ,*, *,3 or fewer,*,*,*,*
"Chariton County",29041,***,* ,*, *,3 or fewer,*,*,*,*
"Clark County",29045,***,* ,*, *,3 or fewer,*,*,*,*
"Clinton County",29049,***,* ,*, *,3 or fewer,*,*,*,*
