------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '020', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_008.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=020&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wisconsin by County

"Colon & Rectum (All Stages^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 39.9?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Wisconsin(6,10)",55000,Yes,37.2 ,36.6, 37.9,2551,falling,-1.2 ,-1.8, -0.6
"US (SEER+NPCR)(1,10)",00000,Yes,38.7 ,38.6, 38.8,140982,falling,-1.3 ,-2.1, -0.6
"Forest County(6,10)",55041,No,54.6 ,37.4, 77.9,7,stable,-21.0 ,-63.1, 69.2
"Langlade County(6,10)",55067,No,52 ,40.3, 66.6,15,stable,-3.5 ,-20.6, 17.2
"Oneida County(6,10)",55085,No,51.6 ,43.3, 61.4,30,stable,0.4 ,-15.8, 19.7
"Ashland County(6,10)",55003,No,50.9 ,38.1, 66.9,11,stable,-5.9 ,-33.0, 32.3
"Sawyer County(6,10)",55113,No,47.6 ,35.8, 62.7,12,stable,2.9 ,-28.3, 47.5
"Vilas County(6,10)",55125,No,46.8 ,36.6, 59.6,18,stable,3.2 ,-18.1, 30.0
"Burnett County(6,10)",55013,No,45.8 ,34.9, 60,13,stable,9.6 ,-10.7, 34.5
"Douglas County(6,10)",55031,No,44.7 ,37, 53.6,25,stable,-5.1 ,-26.5, 22.6
"Grant County(6,10)",55043,No,44.1 ,36.9, 52.4,28,stable,1.2 ,-9.0, 12.7
"Monroe County(6,10)",55081,No,43.7 ,36, 52.6,24,stable,3.2 ,-24.7, 41.3
"Chippewa County(6,10)",55017,No,43.1 ,36.8, 50.3,35,stable,0.7 ,-11.6, 14.6
"Columbia County(6,10)",55021,No,42.7 ,36, 50.2,30,falling,-10.4 ,-15.0, -5.7
