------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=090&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '55', 'areatype': 'county', 'cancer': '090', 'stage': '211', 'race': '00', 'sex': '0', 'age': '001', 'type': 'incd', 'file_name': 'incidencerates_047.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/incidencerates/index.php?stateFIPS=55&areatype=county&cancer=090&stage=211&race=00&sex=0&age=001&type=incd&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Incidence Rate Report for Wisconsin by County

"Leukemia (Late Stage^), 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate(†) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Percent of Cases with Late Stage
"Wisconsin(6)",55000,***,16.7 ,16.3, 17.2,1122,97.2
"US (SEER+NPCR)(1)",00000,***,14 ,14, 14.1,49519,99.0
"Rusk County(6)",55107,***,23.9 ,14.4, 37.6,5,95.8
"Kewaunee County(6)",55061,***,22.1 ,14.9, 32,6,100.0
"Oneida County(6)",55085,***,21.8 ,16, 29.3,11,100.0
"Vilas County(6)",55125,***,21.1 ,15, 29.7,9,100.0
"Ozaukee County(6)",55089,***,21.1 ,17.3, 25.4,24,97.6
"Columbia County(6)",55021,***,21.1 ,16.4, 26.7,15,98.6
"Wood County(6)",55141,***,20.9 ,16.9, 25.7,20,100.0
"Price County(6)",55099,***,20.7 ,11.9, 34,4,100.0
"Clark County(6)",55019,***,20.6 ,14.8, 28.1,9,100.0
"Oconto County(6)",55083,***,19.9 ,14.6, 26.6,10,100.0
"Bayfield County(6)",55007,***,19.8 ,11.1, 33,4,95.5
"Walworth County(6)",55127,***,19.6 ,16, 23.7,23,97.4
"Kenosha County(6)",55059,***,19.3 ,16.4, 22.5,34,95.5
"Racine County(6)",55101,***,19.1 ,16.6, 22,43,99.5
"Waukesha County(6)",55133,***,19 ,17.3, 20.9,95,98.8
"Marinette County(6)",55075,***,18.9 ,13.9, 25.2,11,95.0
"Eau Claire County(6)",55035,***,18.8 ,15.2, 23.2,19,99.0
"Langlade County(6)",55067,***,18.7 ,12, 28.4,5,100.0
"Chippewa County(6)",55017,***,18.4 ,14.3, 23.3,15,97.3
"Douglas County(6)",55031,***,18.3 ,13.4, 24.5,10,90.9
"Ashland County(6)",55003,***,18.2 ,10.9, 29.1,4,87.0
"Burnett County(6)",55013,***,18.2 ,11.3, 28.8,5,96.2
"Barron County(6)",55005,***,18.1 ,13.6, 23.8,12,96.7
"Door County(6)",55029,***,18.1 ,12.9, 25.2,9,95.7
"Trempealeau County(6)",55121,***,18.1 ,12.4, 25.6,7,97.1
"Milwaukee County(6)",55079,***,17.9 ,16.7, 19.1,172,98.3
"Marathon County(6)",55073,***,17.6 ,14.8, 20.8,29,98.0
"Rock County(6)",55105,***,17.6 ,15, 20.5,34,96.0
"Richland County(6)",55103,***,17.5 ,10.6, 27.6,4,91.7
"Lincoln County(6)",55069,***,17 ,11.5, 24.6,7,100.0
"Jefferson County(6)",55055,***,17 ,13.4, 21.2,16,96.4
"Brown County(6)",55009,***,16.9 ,14.8, 19.3,47,98.3
"Sheboygan County(6)",55117,***,16.7 ,13.8, 20.1,24,96.8
"Crawford County(6)",55023,***,16.5 ,9.7, 26.8,4,100.0
"Washburn County(6)",55129,***,16.5 ,10.1, 26.4,4,91.7
"Manitowoc County(6)",55071,***,16.3 ,12.9, 20.3,18,100.0
"Dodge County(6)",55027,***,16.2 ,12.8, 20.2,17,96.6
"Green Lake County(6)",55047,***,15.9 ,10.1, 24.6,5,88.9
"Shawano County(6)",55115,***,15.9 ,11.3, 21.8,9,84.6
"Washington County(6)",55131,***,15.7 ,13, 18.9,25,97.7
"Winnebago County(6)",55139,***,15.7 ,13.2, 18.4,31,99.4
"Fond du Lac County(6)",55039,***,15.2 ,12.3, 18.8,19,98.0
"Taylor County(6)",55119,***,15 ,8.8, 24.1,4,90.9
"Dane County(6)",55025,***,14.6 ,13.1, 16.2,73,98.7
"Monroe County(6)",55081,***,14.6 ,10.2, 20.2,8,95.0
"Sauk County(6)",55111,***,14.4 ,10.9, 18.7,12,93.8
"Vernon County(6)",55123,***,14.4 ,9.6, 21,6,100.0
"Grant County(6)",55043,***,14.4 ,10.1, 20,8,95.1
"Calumet County(6)",55015,***,14.4 ,10, 20,7,100.0
"Dunn County(6)",55033,***,14 ,9.4, 20.1,6,100.0
"Outagamie County(6)",55087,***,13.9 ,11.6, 16.4,27,93.8
"Portage County(6)",55097,***,13.8 ,10.3, 18.2,11,98.2
"Polk County(6)",55095,***,12.6 ,8.5, 17.9,7,85.0
"Waupaca County(6)",55135,***,12.3 ,8.6, 17.2,8,91.1
"La Crosse County(6)",55063,***,12.3 ,9.7, 15.3,17,97.7
"Pierce County(6)",55093,***,11.8 ,7.4, 17.9,5,88.5
"Green County(6)",55045,***,11.7 ,7.5, 17.4,5,96.3
"St. Croix County(6)",55109,***,11.2 ,8.3, 14.9,10,91.1
"Juneau County(6)",55057,***,10.9 ,6.8, 17.1,4,84.6
"Iowa County(6)",55049,***,10.8 ,6.1, 18.1,3,94.1
"Adams County(6)",55001,***,9.8 ,6, 16.4,4,95.5
"Buffalo County(6)",55011,***,* ,*, *,3 or fewer,*
"Florence County(6)",55037,***,* ,*, *,3 or fewer,*
"Forest County(6)",55041,***,* ,*, *,3 or fewer,*
"Iron County(6)",55051,***,* ,*, *,3 or fewer,*
"Jackson County(6)",55053,***,* ,*, *,3 or fewer,*
"Lafayette County(6)",55065,***,* ,*, *,3 or fewer,*
"Marquette County(6)",55077,***,* ,*, *,3 or fewer,*
"Menominee County(6)",55078,***,* ,*, *,3 or fewer,*
"Pepin County(6)",55091,***,* ,*, *,3 or fewer,*
"Sawyer County(6)",55113,***,* ,*, *,3 or fewer,*
"Waushara County(6)",55137,***,* ,*, *,3 or fewer,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:22 pm.

*** No Healthy People 2020 Objective for this cancer.

State Cancer Registries may provide more current or more local data.
"† Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2016 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."

Rates are computed using cancers classified as malignant based on ICD-O-3. For more information see malignant.html.

"^ Late Stage is defined as cases determined to be regional or distant. Coding is generally based on Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ] but may include other staging variables if necessary."
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

