------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'topic': 'pop', 'demo': '00028', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_016.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=pop&demo=00028&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Florida by County
Population: Age 40 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40 And Over),Rank within US
"United States",00000,47.3,151838062,"N/A"
"Florida",12000,52.2,10579763,"5 of 52"
"Leon County",12073,38.9,111139,"3024 of 3141"
"Alachua County",12001,39.6,102803,"3005 of 3141"
"Orange County",12095,42.4,547117,"2870 of 3141"
"Hendry County",12051,42.6,16650,"2859 of 3141"
"Hardee County",12049,44.0,12014,"2755 of 3141"
"Osceola County",12097,44.4,144218,"2722 of 3141"
"Duval County",12031,45.1,411258,"2649 of 3141"
"Liberty County",12077,45.5,3797,"2612 of 3141"
"Hillsborough County",12057,45.8,619142,"2578 of 3141"
"Okaloosa County",12091,45.9,90735,"2568 of 3141"
"Baker County",12003,46.1,12693,"2543 of 3141"
"Escambia County",12033,46.8,145127,"2457 of 3141"
"Lafayette County",12067,48.2,4183,"2241 of 3141"
"Seminole County",12117,48.7,218894,"2153 of 3141"
"Santa Rosa County",12113,49.3,82227,"2047 of 3141"
"Miami-Dade County",12086,49.4,1334396,"2034 of 3141"
"Clay County",12019,49.4,100386,"2032 of 3141"
"Bay County",12005,49.4,89062,"2021 of 3141"
"Union County",12125,49.7,7607,"1968 of 3141"
"Broward County",12011,50.1,946970,"1891 of 3141"
"Calhoun County",12013,50.4,7286,"1821 of 3141"
"Polk County",12105,50.6,329946,"1769 of 3141"
"DeSoto County",12027,50.7,18087,"1744 of 3141"
"Gadsden County",12039,50.7,23398,"1727 of 3141"
"Columbia County",12023,50.8,34767,"1721 of 3141"
"Bradford County",12007,51.1,13672,"1654 of 3141"
"Okeechobee County",12093,51.3,20653,"1586 of 3141"
"Wakulla County",12129,51.7,16318,"1510 of 3141"
"Hamilton County",12047,51.7,7358,"1509 of 3141"
"Jackson County",12063,51.9,25198,"1461 of 3141"
"Taylor County",12123,52.0,11623,"1430 of 3141"
"Washington County",12133,52.4,12832,"1313 of 3141"
"Suwannee County",12121,52.5,23019,"1287 of 3141"
"Madison County",12079,52.9,9788,"1208 of 3141"
"Gilchrist County",12041,52.9,9087,"1205 of 3141"
"Holmes County",12059,53.0,10319,"1187 of 3141"
"Walton County",12131,53.8,34147,"992 of 3141"
"St. Johns County",12109,54.4,123261,"882 of 3141"
"Putnam County",12107,55.1,39899,"759 of 3141"
"Franklin County",12037,55.1,6435,"750 of 3141"
"Palm Beach County",12099,55.2,787910,"728 of 3141"
"St. Lucie County",12111,55.3,165187,"711 of 3141"
"Pasco County",12101,55.8,277728,"643 of 3141"
"Nassau County",12089,56.2,44074,"580 of 3141"
"Glades County",12043,56.7,7487,"525 of 3141"
"Gulf County",12045,56.9,9111,"507 of 3141"
"Levy County",12075,57.3,22755,"440 of 3141"
"Volusia County",12127,57.5,298083,"417 of 3141"
"Brevard County",12009,57.7,328019,"398 of 3141"
"Lake County",12069,58.1,189414,"364 of 3141"
"Dixie County",12029,58.2,9496,"355 of 3141"
"Manatee County",12081,58.6,212858,"316 of 3141"
"Lee County",12071,58.6,410220,"314 of 3141"
"Jefferson County",12065,58.8,8281,"297 of 3141"
"Pinellas County",12103,58.9,559918,"287 of 3141"
"Marion County",12083,59.0,202774,"284 of 3141"
"Monroe County",12087,59.8,45870,"236 of 3141"
"Hernando County",12053,60.0,107413,"226 of 3141"
"Collier County",12021,60.4,215564,"202 of 3141"
"Highlands County",12055,62.2,62285,"131 of 3141"
"Flagler County",12035,62.3,65380,"129 of 3141"
"Indian River County",12061,62.6,92686,"111 of 3141"
"Martin County",12085,63.0,98109,"104 of 3141"
"Sarasota County",12115,66.7,269964,"32 of 3141"
"Citrus County",12017,67.5,95449,"24 of 3141"
"Charlotte County",12015,70.4,121956,"13 of 3141"
"Sumter County",12119,80.7,94261,"2 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 40 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
