------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '12', 'areatype': 'county', 'topic': 'inc', 'demo': '00010', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_004.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=12&areatype=county&topic=inc&demo=00010&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for Florida by County
Income: Median family income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"Florida",12000,61442.000000000,"42 of 52"
"United States",00000,70850.000000000,"N/A"
"DeSoto County",12027,40174.000000000,"3031 of 3141"
"Putnam County",12107,41419.000000000,"2980 of 3141"
"Madison County",12079,41472.000000000,"2976 of 3141"
"Liberty County",12077,41914.000000000,"2963 of 3141"
"Hamilton County",12047,42018.000000000,"2957 of 3141"
"Dixie County",12029,42023.000000000,"2956 of 3141"
"Glades County",12043,43206.000000000,"2915 of 3141"
"Highlands County",12055,44219.000000000,"2871 of 3141"
"Hendry County",12051,44603.000000000,"2855 of 3141"
"Levy County",12075,44692.000000000,"2848 of 3141"
"Calhoun County",12013,45081.000000000,"2834 of 3141"
"Okeechobee County",12093,45713.000000000,"2797 of 3141"
"Hardee County",12049,46163.000000000,"2765 of 3141"
"Taylor County",12123,46224.000000000,"2759 of 3141"
"Union County",12125,46773.000000000,"2723 of 3141"
"Gadsden County",12039,47277.000000000,"2685 of 3141"
"Washington County",12133,47753.000000000,"2660 of 3141"
"Jackson County",12063,47995.000000000,"2648 of 3141"
"Holmes County",12059,48609.000000000,"2612 of 3141"
"Suwannee County",12121,48666.000000000,"2610 of 3141"
"Citrus County",12017,50551.000000000,"2457 of 3141"
"Marion County",12083,50922.000000000,"2416 of 3141"
"Osceola County",12097,51905.000000000,"2328 of 3141"
"Franklin County",12037,52164.000000000,"2293 of 3141"
"Miami-Dade County",12086,52235.000000000,"2286 of 3141"
"Hernando County",12053,52558.000000000,"2252 of 3141"
"Polk County",12105,53542.000000000,"2172 of 3141"
"Gilchrist County",12041,54361.000000000,"2109 of 3141"
"Columbia County",12023,55257.000000000,"2030 of 3141"
"Volusia County",12127,55408.000000000,"2018 of 3141"
"St. Lucie County",12111,55618.000000000,"2000 of 3141"
"Gulf County",12045,55866.000000000,"1971 of 3141"
"Bradford County",12007,55999.000000000,"1960 of 3141"
"Charlotte County",12015,56293.000000000,"1933 of 3141"
"Lafayette County",12067,56641.000000000,"1904 of 3141"
"Flagler County",12035,58327.000000000,"1726 of 3141"
"Pasco County",12101,58751.000000000,"1690 of 3141"
"Jefferson County",12065,59245.000000000,"1640 of 3141"
"Escambia County",12033,59598.000000000,"1598 of 3141"
"Orange County",12095,60123.000000000,"1536 of 3141"
"Lake County",12069,60130.000000000,"1534 of 3141"
"Indian River County",12061,60575.000000000,"1478 of 3141"
"Bay County",12005,61750.000000000,"1366 of 3141"
"Lee County",12071,61847.000000000,"1359 of 3141"
"Walton County",12131,62284.000000000,"1318 of 3141"
"Duval County",12031,63082.000000000,"1237 of 3141"
"Brevard County",12009,63114.000000000,"1233 of 3141"
"Pinellas County",12103,64876.000000000,"1080 of 3141"
"Manatee County",12081,65250.000000000,"1051 of 3141"
"Sumter County",12119,65452.000000000,"1029 of 3141"
"Broward County",12011,65596.000000000,"1021 of 3141"
"Hillsborough County",12057,65730.000000000,"1009 of 3141"
"Wakulla County",12129,65911.000000000,"998 of 3141"
"Baker County",12003,67455.000000000,"890 of 3141"
"Alachua County",12001,67459.000000000,"889 of 3141"
"Santa Rosa County",12113,69748.000000000,"736 of 3141"
"Sarasota County",12115,69898.000000000,"728 of 3141"
"Clay County",12019,71173.000000000,"666 of 3141"
"Okaloosa County",12091,71292.000000000,"659 of 3141"
"Palm Beach County",12099,71519.000000000,"650 of 3141"
"Collier County",12021,72804.000000000,"568 of 3141"
"Leon County",12073,72816.000000000,"566 of 3141"
"Martin County",12085,73018.000000000,"550 of 3141"
"Nassau County",12089,73314.000000000,"530 of 3141"
"Seminole County",12117,75048.000000000,"460 of 3141"
"Monroe County",12087,75828.000000000,"435 of 3141"
"St. Johns County",12109,90682.000000000,"154 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 4:58 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Income: Median family income, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#income."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
"Median Incomes over 250,000 have been coded to 250,001 by the Census Bureau. [ http://www2.census.gov/acs2012_5yr/summaryfile/ACS_2008-2012_SF_Tech_Doc.pdf ]"
Data for United States does not include Puerto Rico.
