------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '27', 'areatype': 'county', 'cancer': '055', 'race': '00', 'sex': '2', 'age': '001', 'type': 'death', 'file_name': 'deathrates_003.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=27&areatype=county&cancer=055&race=00&sex=2&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Minnesota by County

"Breast, 2012-2016"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of 20.7?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Minnesota",27000,Yes,18.2 ,17.5, 18.8,628,falling,-2.4 ,-2.7, -2.2
"United States",00000,Yes,20.6 ,20.5, 20.7,41246,falling,-1.5 ,-1.7, -1.3
"Redwood County",27127,No,28.7 ,15.9, 48.8,3,stable,-0.8 ,-3.1, 1.7
"Mille Lacs County",27095,No,27 ,16.8, 41.5,5,*,*,*,*
"Isanti County",27059,No,25.9 ,17.4, 37.3,6,stable,-0.3 ,-2.3, 1.8
"Winona County",27169,No,24.7 ,16.9, 34.9,7,stable,-0.2 ,-2.6, 2.2
"Nobles County",27105,No,24.6 ,14.4, 40,4,*,*,*,*
"Waseca County",27161,No,24.6 ,14.1, 40.7,3,*,*,*,*
"Martin County",27091,No,23.9 ,14.3, 38.7,4,stable,-0.6 ,-3.1, 1.9
"Benton County",27009,No,23.8 ,15.3, 35.3,5,stable,-2.3 ,-5.0, 0.5
"Cass County",27021,No,22.4 ,14.5, 34.1,5,stable,-0.5 ,-2.6, 1.8
"Brown County",27015,No,21.4 ,12.1, 35.4,4,*,*,*,*
"Carlton County",27017,No,21.2 ,13.7, 31.9,5,*,*,*,*
"Rice County",27131,No,21 ,14.9, 28.9,8,stable,-1.6 ,-3.4, 0.2
"McLeod County",27085,Yes,20.6 ,12.9, 31.5,5,stable,-1.5 ,-3.3, 0.4
"Beltrami County",27007,Yes,20.5 ,13.1, 30.6,5,*,*,*,*
"Kandiyohi County",27067,Yes,20.5 ,13.8, 29.6,7,falling,-3.3 ,-5.1, -1.5
"Pine County",27115,Yes,20 ,12.1, 31.9,4,stable,-0.3 ,-2.4, 2.0
"Scott County",27139,Yes,19.6 ,14.9, 25.3,12,falling,-2.4 ,-3.5, -1.2
"Meeker County",27093,Yes,19.3 ,10.9, 32.5,3,falling,-3.0 ,-5.0, -1.0
"Steele County",27147,Yes,18.8 ,11.7, 29,5,falling,-2.7 ,-4.3, -1.1
"Mower County",27099,Yes,18.8 ,12.2, 28.1,6,falling,-2.6 ,-4.2, -0.8
"Washington County",27163,Yes,18.8 ,15.7, 22.3,27,falling,-2.0 ,-2.9, -1.0
"Hennepin County",27053,Yes,18.5 ,17.1, 20,134,falling,-2.5 ,-2.9, -2.0
"Otter Tail County",27111,Yes,18.5 ,12.7, 26.4,8,falling,-2.8 ,-4.1, -1.5
"St. Louis County",27137,Yes,18.4 ,15.2, 22.1,27,falling,-2.3 ,-3.4, -1.3
"Ramsey County",27123,Yes,18.4 ,16.3, 20.7,59,falling,-2.4 ,-3.0, -1.9
"Stearns County",27145,Yes,18.3 ,14.4, 23,16,falling,-2.0 ,-3.3, -0.7
"Dakota County",27037,Yes,18 ,15.6, 20.7,42,falling,-2.7 ,-3.5, -1.9
"Polk County",27119,Yes,17.8 ,10.4, 28.9,4,falling,-2.6 ,-4.9, -0.3
"Carver County",27019,Yes,17.7 ,12.6, 24.1,9,stable,-1.7 ,-3.5, 0.1
"Sherburne County",27141,Yes,17.5 ,12.4, 24,8,falling,-2.6 ,-4.6, -0.6
"Chisago County",27025,Yes,17.5 ,11.5, 25.7,6,falling,-3.4 ,-5.3, -1.5
"Douglas County",27041,Yes,17.4 ,11.1, 26.5,5,stable,-1.6 ,-3.4, 0.2
"Le Sueur County",27079,Yes,17.2 ,10.1, 28.1,4,falling,-3.7 ,-6.4, -0.9
"Lyon County",27083,Yes,17.1 ,9.7, 28.8,3,stable,-2.2 ,-4.3, 0.0
"Goodhue County",27049,Yes,17.1 ,11.6, 24.7,7,falling,-4.6 ,-5.9, -3.3
"Freeborn County",27047,Yes,17.1 ,10, 27.8,4,stable,-1.9 ,-3.8, 0.0
"Blue Earth County",27013,Yes,16.3 ,10.7, 23.8,6,falling,-3.2 ,-5.4, -1.0
"Anoka County",27003,Yes,16.2 ,13.7, 19.1,31,falling,-2.6 ,-3.7, -1.5
"Itasca County",27061,Yes,16.2 ,10.8, 23.9,6,falling,-3.6 ,-5.1, -1.9
"Clay County",27027,Yes,15.2 ,9.9, 22.4,5,falling,-2.2 ,-3.9, -0.6
"Olmsted County",27109,Yes,14.9 ,11.5, 19,14,falling,-3.3 ,-4.3, -2.3
"Wright County",27171,Yes,14.9 ,11.1, 19.6,10,falling,-2.6 ,-4.2, -0.9
"Crow Wing County",27035,Yes,14.2 ,9.8, 20.2,7,falling,-3.7 ,-5.7, -1.8
"Aitkin County",27001,***,* ,*, *,3 or fewer,*,*,*,*
"Becker County",27005,***,* ,*, *,3 or fewer,*,*,*,*
"Big Stone County",27011,***,* ,*, *,3 or fewer,*,*,*,*
"Chippewa County",27023,***,* ,*, *,3 or fewer,*,*,*,*
"Clearwater County",27029,***,* ,*, *,3 or fewer,*,*,*,*
"Cook County",27031,***,* ,*, *,3 or fewer,*,*,*,*
"Cottonwood County",27033,***,* ,*, *,3 or fewer,*,*,*,*
"Dodge County",27039,***,* ,*, *,3 or fewer,*,*,*,*
"Faribault County",27043,***,* ,*, *,3 or fewer,*,*,*,*
"Fillmore County",27045,***,* ,*, *,3 or fewer,*,*,*,*
"Grant County",27051,***,* ,*, *,3 or fewer,*,*,*,*
"Houston County",27055,***,* ,*, *,3 or fewer,*,*,*,*
"Hubbard County",27057,***,* ,*, *,3 or fewer,*,*,*,*
"Jackson County",27063,***,* ,*, *,3 or fewer,*,*,*,*
"Kanabec County",27065,***,* ,*, *,3 or fewer,*,*,*,*
"Kittson County",27069,***,* ,*, *,3 or fewer,*,*,*,*
"Koochiching County",27071,***,* ,*, *,3 or fewer,*,*,*,*
"Lac qui Parle County",27073,***,* ,*, *,3 or fewer,*,*,*,*
