------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00003', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_018.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00003&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 65 and over
"All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 65 And Over),Rank within US
"United States",00000,14.9,47732389,"N/A"
"North Carolina",37000,15.1,1514937,"30 of 52"
"Onslow County",37133,8.5,16442,"3111 of 3141"
"Hoke County",37093,8.7,4556,"3107 of 3141"
"Mecklenburg County",37119,10.4,107167,"3048 of 3141"
"Wake County",37183,10.5,107751,"3038 of 3141"
"Cumberland County",37051,11.0,36612,"3006 of 3141"
"Harnett County",37085,11.5,14830,"2950 of 3141"
"Durham County",37063,11.6,35025,"2938 of 3141"
"Union County",37179,11.7,25912,"2936 of 3141"
"Pitt County",37147,12.0,21106,"2902 of 3141"
"Orange County",37135,12.3,17381,"2866 of 3141"
"Johnston County",37101,12.4,23061,"2854 of 3141"
"Cabarrus County",37025,12.6,24808,"2821 of 3141"
"Robeson County",37155,13.7,18407,"2652 of 3141"
"Guilford County",37081,14.1,73156,"2566 of 3141"
"Greene County",37079,14.7,3094,"2453 of 3141"
"Forsyth County",37067,14.8,54538,"2420 of 3141"
"Watauga County",37189,14.8,7923,"2414 of 3141"
"Iredell County",37097,14.9,25266,"2405 of 3141"
"Wayne County",37191,15.0,18736,"2362 of 3141"
"Gaston County",37071,15.3,32728,"2308 of 3141"
"Lee County",37105,15.4,9192,"2286 of 3141"
"Currituck County",37053,15.4,3898,"2269 of 3141"
"Franklin County",37069,15.5,9927,"2238 of 3141"
"Pasquotank County",37139,15.6,6172,"2220 of 3141"
"Granville County",37077,15.7,9181,"2190 of 3141"
"Camden County",37029,16.0,1657,"2086 of 3141"
"Alamance County",37001,16.2,25600,"2034 of 3141"
"New Hanover County",37129,16.2,35691,"2030 of 3141"
"Scotland County",37165,16.2,5759,"2025 of 3141"
"Lincoln County",37109,16.3,13133,"1991 of 3141"
"Sampson County",37163,16.4,10420,"1977 of 3141"
"Rowan County",37159,16.4,22800,"1970 of 3141"
"Randolph County",37151,16.5,23617,"1926 of 3141"
"Wilson County",37195,16.6,13471,"1916 of 3141"
"Catawba County",37035,16.6,25875,"1911 of 3141"
"Duplin County",37061,16.6,9857,"1895 of 3141"
"Anson County",37007,16.6,4246,"1889 of 3141"
"Richmond County",37153,16.7,7598,"1865 of 3141"
"Vance County",37181,16.8,7484,"1825 of 3141"
"Nash County",37127,16.9,15871,"1822 of 3141"
"Davidson County",37057,17.0,27916,"1767 of 3141"
"Pender County",37141,17.3,9973,"1673 of 3141"
"Craven County",37049,17.4,17993,"1637 of 3141"
"Cleveland County",37045,17.5,16996,"1605 of 3141"
"Hyde County",37095,17.6,967,"1592 of 3141"
"Edgecombe County",37065,17.7,9542,"1552 of 3141"
"Person County",37145,17.9,7038,"1466 of 3141"
"Stanly County",37167,18.0,10970,"1441 of 3141"
"Hertford County",37091,18.2,4419,"1377 of 3141"
"Jackson County",37099,18.4,7673,"1331 of 3141"
"Buncombe County",37021,18.4,46462,"1320 of 3141"
"Caldwell County",37027,18.4,15071,"1316 of 3141"
"Columbus County",37047,18.5,10484,"1282 of 3141"
"Lenoir County",37107,18.6,10749,"1276 of 3141"
"Gates County",37073,18.6,2153,"1273 of 3141"
"Yadkin County",37197,18.7,7076,"1229 of 3141"
"Burke County",37023,18.8,16676,"1213 of 3141"
"Alexander County",37003,18.8,6973,"1209 of 3141"
"Montgomery County",37123,18.8,5164,"1193 of 3141"
"Rockingham County",37157,18.9,17306,"1159 of 3141"
"McDowell County",37111,18.9,8521,"1156 of 3141"
"Halifax County",37083,19.0,9925,"1140 of 3141"
"Swain County",37173,19.0,2700,"1131 of 3141"
"Surry County",37171,19.2,13855,"1082 of 3141"
"Bladen County",37017,19.2,6541,"1081 of 3141"
"Dare County",37055,19.3,6819,"1057 of 3141"
"Davie County",37059,19.3,8061,"1043 of 3141"
"Stokes County",37169,19.3,8922,"1030 of 3141"
"Caswell County",37033,19.4,4440,"1000 of 3141"
"Wilkes County",37193,20.0,13695,"875 of 3141"
"Rutherford County",37161,20.1,13350,"846 of 3141"
"Bertie County",37015,20.1,4005,"829 of 3141"
"Jones County",37103,20.4,1994,"767 of 3141"
"Avery County",37011,20.6,3605,"723 of 3141"
"Madison County",37115,20.6,4404,"704 of 3141"
"Martin County",37117,21.0,4884,"638 of 3141"
"Washington County",37187,22.0,2710,"497 of 3141"
"Tyrrell County",37177,22.0,901,"485 of 3141"
"Beaufort County",37013,22.1,10443,"479 of 3141"
"Chowan County",37041,22.6,3253,"418 of 3141"
"Chatham County",37037,22.7,15533,"410 of 3141"
"Graham County",37075,22.8,1960,"400 of 3141"
"Carteret County",37031,22.8,15649,"397 of 3141"
"Warren County",37185,22.9,4618,"390 of 3141"
"Ashe County",37009,23.3,6258,"352 of 3141"
"Mitchell County",37121,23.7,3586,"326 of 3141"
"Haywood County",37087,23.7,14194,"320 of 3141"
"Northampton County",37131,23.7,4844,"319 of 3141"
"Moore County",37125,23.8,22394,"314 of 3141"
"Yancey County",37199,24.1,4247,"279 of 3141"
"Henderson County",37089,24.7,27714,"234 of 3141"
"Alleghany County",37005,25.0,2732,"217 of 3141"
"Perquimans County",37143,25.8,3483,"168 of 3141"
"Pamlico County",37137,26.8,3436,"119 of 3141"
"Cherokee County",37039,27.4,7523,"96 of 3141"
"Macon County",37113,27.5,9392,"89 of 3141"
"Brunswick County",37019,28.1,34408,"75 of 3141"
"Polk County",37149,28.3,5780,"72 of 3141"
"Transylvania County",37175,28.6,9513,"65 of 3141"
"Clay County",37043,28.8,3096,"59 of 3141"

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:19 pm.
Source: Demographic data provided by the Census Bureau (http://www.census.gov/) & the American Community Survey (http://www.census.gov/acs/www/).
"For more information about Population: Age 65 and over, see the dictionary at http://statecancerprofiles.cancer.gov/dictionary.php#population."
"Health Service Areas are a single county or cluster of contiguous counties which are relatively self-contained with respect to hospital care. For more detailed information, please see the Health Service Area information page at http://statecancerprofiles.cancer.gov/hsa.php ."
Data for United States does not include Puerto Rico.
