------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00023', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00023&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: American Indian/Alaska Native
"All Ages, Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (AI/AN),Rank within US
"United States",00000,0.8,2632102,"N/A"
"North Carolina",37000,1.2,117998,"11 of 52"
"Beaufort County",37013,0.0,21,"2843 of 3141"
"Washington County",37187,0.1,7,"2796 of 3141"
"Pasquotank County",37139,0.1,37,"2652 of 3141"
"Clay County",37043,0.1,11,"2624 of 3141"
"Edgecombe County",37065,0.1,68,"2520 of 3141"
"Yadkin County",37197,0.1,48,"2512 of 3141"
"Caswell County",37033,0.1,29,"2510 of 3141"
"Hyde County",37095,0.1,7,"2507 of 3141"
"Davie County",37059,0.1,58,"2454 of 3141"
"Montgomery County",37123,0.2,54,"2177 of 3141"
"Polk County",37149,0.2,41,"2159 of 3141"
"Lincoln County",37109,0.2,165,"2137 of 3141"
"Cleveland County",37045,0.2,213,"2072 of 3141"
"Rowan County",37159,0.2,306,"2067 of 3141"
"Alexander County",37003,0.2,82,"2065 of 3141"
"Chatham County",37037,0.2,159,"2018 of 3141"
"Perquimans County",37143,0.2,32,"1996 of 3141"
"Carteret County",37031,0.2,166,"1985 of 3141"
"Pitt County",37147,0.2,432,"1971 of 3141"
"Henderson County",37089,0.2,280,"1953 of 3141"
"Camden County",37029,0.3,26,"1942 of 3141"
"Wayne County",37191,0.3,318,"1926 of 3141"
"Durham County",37063,0.3,810,"1856 of 3141"
"Duplin County",37061,0.3,163,"1831 of 3141"
"Catawba County",37035,0.3,433,"1818 of 3141"
"Wilkes County",37193,0.3,193,"1805 of 3141"
