------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'pop', 'demo': '00103', 'race': '00', 'sex': '0', 'age': '999', 'type': 'manyareacensus', 'file_name': 'demographics_015.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=pop&demo=00103&race=00&sex=0&age=999&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Population: Age 40-64
"Age N/A, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Percent),People (Age 40-64),Rank within US
"United States",00000,32.4,104105673,"N/A"
"North Carolina",37000,33.0,3317606,"37 of 52"
"Onslow County",37133,20.5,39462,"10 of 3141"
"Watauga County",37189,26.5,14182,"97 of 3141"
"Cumberland County",37051,27.2,90393,"128 of 3141"
"Craven County",37049,28.2,29106,"199 of 3141"
"Pitt County",37147,28.2,49731,"200 of 3141"
"Jackson County",37099,28.4,11856,"221 of 3141"
"Hoke County",37093,28.7,15100,"251 of 3141"
"Harnett County",37085,29.7,38287,"361 of 3141"
"Washington County",37187,30.7,3784,"525 of 3141"
"Durham County",37063,30.9,93024,"581 of 3141"
"Macon County",37113,31.2,10672,"658 of 3141"
"Robeson County",37155,31.4,42174,"716 of 3141"
"Moore County",37125,31.5,29667,"738 of 3141"
"Orange County",37135,31.6,44752,"759 of 3141"
"Chowan County",37041,31.6,4548,"789 of 3141"
"Wayne County",37191,31.8,39568,"831 of 3141"
"Mecklenburg County",37119,31.8,329416,"853 of 3141"
"New Hanover County",37129,32.2,70766,"981 of 3141"
"Graham County",37075,32.3,2779,"1024 of 3141"
"Guilford County",37081,32.4,167626,"1081 of 3141"
"Swain County",37173,32.4,4605,"1083 of 3141"
"Edgecombe County",37065,32.5,17579,"1125 of 3141"
"Lee County",37105,32.6,19486,"1142 of 3141"
"Pasquotank County",37139,32.7,12934,"1197 of 3141"
"Scotland County",37165,32.9,11668,"1300 of 3141"
"Forsyth County",37067,33.0,121443,"1321 of 3141"
"Wake County",37183,33.0,338294,"1358 of 3141"
"Transylvania County",37175,33.2,11041,"1413 of 3141"
"Duplin County",37061,33.4,19811,"1515 of 3141"
"Alamance County",37001,33.4,52698,"1522 of 3141"
"Perquimans County",37143,33.5,4518,"1563 of 3141"
"Columbus County",37047,33.5,18948,"1584 of 3141"
"Lenoir County",37107,33.5,19413,"1595 of 3141"
"Richmond County",37153,33.7,15311,"1700 of 3141"
"Rowan County",37159,33.7,46879,"1725 of 3141"
"Pamlico County",37137,33.8,4322,"1732 of 3141"
"Henderson County",37089,33.8,37933,"1772 of 3141"
"Hertford County",37091,33.8,8207,"1780 of 3141"
"Vance County",37181,33.9,15049,"1812 of 3141"
"Sampson County",37163,33.9,21597,"1832 of 3141"
"Buncombe County",37021,33.9,85585,"1836 of 3141"
"Halifax County",37083,34.0,17772,"1861 of 3141"
"Anson County",37007,34.0,8678,"1868 of 3141"
"Wilson County",37195,34.1,27732,"1910 of 3141"
"Clay County",37043,34.1,3670,"1936 of 3141"
"Montgomery County",37123,34.3,9404,"1998 of 3141"
"Cleveland County",37045,34.4,33359,"2059 of 3141"
"Yancey County",37199,34.5,6081,"2138 of 3141"
"Bladen County",37017,34.6,11796,"2147 of 3141"
"Beaufort County",37013,34.6,16359,"2157 of 3141"
"Wilkes County",37193,34.6,23696,"2161 of 3141"
"Cabarrus County",37025,34.6,68128,"2182 of 3141"
"Martin County",37117,34.7,8065,"2220 of 3141"
"Camden County",37029,34.7,3591,"2230 of 3141"
"Catawba County",37035,34.8,54326,"2262 of 3141"
"Gaston County",37071,34.8,74560,"2291 of 3141"
"Johnston County",37101,34.9,64943,"2301 of 3141"
"Mitchell County",37121,34.9,5291,"2325 of 3141"
"Nash County",37127,35.1,33005,"2392 of 3141"
"Randolph County",37151,35.2,50250,"2437 of 3141"
"Stanly County",37167,35.2,21427,"2439 of 3141"
"Madison County",37115,35.2,7519,"2446 of 3141"
"Brunswick County",37019,35.2,43188,"2450 of 3141"
"Franklin County",37069,35.3,22537,"2470 of 3141"
"Warren County",37185,35.4,7141,"2498 of 3141"
"Surry County",37171,35.5,25662,"2542 of 3141"
"Davidson County",37057,35.6,58359,"2567 of 3141"
"Alexander County",37003,35.7,13252,"2596 of 3141"
"Rutherford County",37161,35.7,23737,"2599 of 3141"
"Iredell County",37097,35.7,60599,"2603 of 3141"
