------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1
 > Details: {'stateFIPS': '37', 'areatype': 'county', 'topic': 'inc', 'demo': '00011', 'race': '00', 'sex': '0', 'age': '001', 'type': 'manyareacensus', 'file_name': 'demographics_005.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=37&areatype=county&topic=inc&demo=00011&race=00&sex=0&age=001&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1'}
------------
Demographic Data Report for North Carolina by County
Income: Median household income
"All Ages, All Races (includes Hispanic), Both Sexes"
2013-2017 American Community Survey 5-Year Data
Sorted by Value

County, FIPS,Value (Dollars),Rank within US
"North Carolina",37000,50320.000000000,"41 of 52"
"United States",00000,57652.000000000,"N/A"
"Bertie County",37015,31287.000000000,"3023 of 3141"
"Bladen County",37017,32396.000000000,"2978 of 3141"
"Robeson County",37155,32407.000000000,"2977 of 3141"
"Tyrrell County",37177,32411.000000000,"2976 of 3141"
"Scotland County",37165,32739.000000000,"2968 of 3141"
"Edgecombe County",37065,32929.000000000,"2963 of 3141"
"Northampton County",37131,33508.000000000,"2942 of 3141"
"Halifax County",37083,33573.000000000,"2935 of 3141"
"Richmond County",37153,33607.000000000,"2932 of 3141"
"Washington County",37187,34557.000000000,"2896 of 3141"
"Vance County",37181,35246.000000000,"2860 of 3141"
"Swain County",37173,35271.000000000,"2855 of 3141"
"Warren County",37185,35443.000000000,"2841 of 3141"
"Hertford County",37091,35806.000000000,"2817 of 3141"
"Martin County",37117,35969.000000000,"2804 of 3141"
"Graham County",37075,36030.000000000,"2801 of 3141"
"Columbus County",37047,36261.000000000,"2783 of 3141"
"Duplin County",37061,36679.000000000,"2747 of 3141"
"Greene County",37079,36989.000000000,"2724 of 3141"
"Clay County",37043,37070.000000000,"2720 of 3141"
