------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=018&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '018', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_019.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=018&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Georgia by County

"Stomach, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Georgia",13000,***,3.3 ,3.2, 3.5,333,falling,-2.2 ,-2.5, -1.9
"United States",00000,***,3.1 ,3.1, 3.1,11305,falling,-1.8 ,-2.3, -1.4
"Troup County",13285,***,5.1 ,3, 8,4,stable,0.1 ,-2.1, 2.4
"Muscogee County",13215,***,4.8 ,3.5, 6.5,9,stable,-0.8 ,-2.4, 0.9
"Barrow County",13013,***,4.7 ,2.7, 7.8,3,*,*,*,*
"Richmond County",13245,***,4.6 ,3.4, 6.1,10,falling,-2.3 ,-4.1, -0.5
"Clayton County",13063,***,4.4 ,3.2, 6,9,stable,0.5 ,-1.6, 2.7
"Chatham County",13051,***,4.4 ,3.3, 5.6,13,falling,-2.6 ,-3.9, -1.4
"Spalding County",13255,***,4.3 ,2.5, 7.1,3,*,*,*,*
"Dougherty County",13095,***,3.9 ,2.4, 6,4,*,*,*,*
"DeKalb County",13089,***,3.9 ,3.2, 4.6,25,falling,-1.4 ,-2.3, -0.5
"Rockdale County",13247,***,3.8 ,2.1, 6.3,3,*,*,*,*
"Newton County",13217,***,3.8 ,2.2, 6.1,3,*,*,*,*
"Bibb County",13021,***,3.6 ,2.5, 5.1,7,falling,-4.0 ,-5.6, -2.3
"Paulding County",13223,***,3.5 ,2.1, 5.6,4,*,*,*,*
"Walton County",13297,***,3.5 ,2, 5.6,4,*,*,*,*
"Henry County",13151,***,3.4 ,2.4, 4.8,7,falling,-3.0 ,-5.0, -0.9
"Coweta County",13077,***,3.3 ,2, 5.1,4,*,*,*,*
"Floyd County",13115,***,3.2 ,1.9, 5.1,4,*,*,*,*
"Glynn County",13127,***,3.2 ,1.9, 5.3,3,*,*,*,*
"Fulton County",13121,***,3.2 ,2.7, 3.8,28,falling,-2.6 ,-3.6, -1.7
"Gwinnett County",13135,***,3.2 ,2.6, 3.9,21,stable,-0.7 ,-2.0, 0.6
"Columbia County",13073,***,3.1 ,1.9, 4.8,4,*,*,*,*
"Forsyth County",13117,***,3.1 ,2, 4.5,6,*,*,*,*
"Whitfield County",13313,***,3.1 ,1.8, 4.9,3,*,*,*,*
"Cobb County",13067,***,3 ,2.4, 3.8,18,falling,-2.0 ,-3.2, -0.7
"Houston County",13153,***,3 ,1.9, 4.6,4,*,*,*,*
"Fayette County",13113,***,2.9 ,1.7, 4.7,4,*,*,*,*
"Hall County",13139,***,2.7 ,1.7, 3.9,5,*,*,*,*
"Cherokee County",13057,***,2.6 ,1.7, 3.8,6,*,*,*,*
"Appling County",13001,***,* ,*, *,3 or fewer,*,*,*,*
"Atkinson County",13003,***,* ,*, *,3 or fewer,*,*,*,*
"Bacon County",13005,***,* ,*, *,3 or fewer,*,*,*,*
"Baker County",13007,***,* ,*, *,3 or fewer,*,*,*,*
"Baldwin County",13009,***,* ,*, *,3 or fewer,*,*,*,*
"Banks County",13011,***,* ,*, *,3 or fewer,*,*,*,*
"Bartow County",13015,***,* ,*, *,3 or fewer,*,*,*,*
"Ben Hill County",13017,***,* ,*, *,3 or fewer,*,*,*,*
"Berrien County",13019,***,* ,*, *,3 or fewer,*,*,*,*
"Bleckley County",13023,***,* ,*, *,3 or fewer,*,*,*,*
"Brantley County",13025,***,* ,*, *,3 or fewer,*,*,*,*
"Brooks County",13027,***,* ,*, *,3 or fewer,*,*,*,*
"Bryan County",13029,***,* ,*, *,3 or fewer,*,*,*,*
"Bulloch County",13031,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",13033,***,* ,*, *,3 or fewer,*,*,*,*
"Butts County",13035,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",13037,***,* ,*, *,3 or fewer,*,*,*,*
"Camden County",13039,***,* ,*, *,3 or fewer,*,*,*,*
"Candler County",13043,***,* ,*, *,3 or fewer,*,*,*,*
"Carroll County",13045,***,* ,*, *,3 or fewer,*,*,*,*
"Catoosa County",13047,***,* ,*, *,3 or fewer,*,*,*,*
"Charlton County",13049,***,* ,*, *,3 or fewer,*,*,*,*
"Chattahoochee County",13053,***,* ,*, *,3 or fewer,*,*,*,*
"Chattooga County",13055,***,* ,*, *,3 or fewer,*,*,*,*
"Clarke County",13059,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",13061,***,* ,*, *,3 or fewer,*,*,*,*
"Clinch County",13065,***,* ,*, *,3 or fewer,*,*,*,*
"Coffee County",13069,***,* ,*, *,3 or fewer,*,*,*,*
"Colquitt County",13071,***,* ,*, *,3 or fewer,*,*,*,*
"Cook County",13075,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",13079,***,* ,*, *,3 or fewer,*,*,*,*
"Crisp County",13081,***,* ,*, *,3 or fewer,*,*,*,*
"Dade County",13083,***,* ,*, *,3 or fewer,*,*,*,*
"Dawson County",13085,***,* ,*, *,3 or fewer,*,*,*,*
"Decatur County",13087,***,* ,*, *,3 or fewer,*,*,*,*
"Dodge County",13091,***,* ,*, *,3 or fewer,*,*,*,*
"Dooly County",13093,***,* ,*, *,3 or fewer,*,*,*,*
"Douglas County",13097,***,* ,*, *,3 or fewer,*,*,*,*
"Early County",13099,***,* ,*, *,3 or fewer,*,*,*,*
"Echols County",13101,***,* ,*, *,3 or fewer,*,*,*,*
"Effingham County",13103,***,* ,*, *,3 or fewer,*,*,*,*
"Elbert County",13105,***,* ,*, *,3 or fewer,*,*,*,*
"Emanuel County",13107,***,* ,*, *,3 or fewer,*,*,*,*
"Evans County",13109,***,* ,*, *,3 or fewer,*,*,*,*
"Fannin County",13111,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",13119,***,* ,*, *,3 or fewer,*,*,*,*
"Gilmer County",13123,***,* ,*, *,3 or fewer,*,*,*,*
"Glascock County",13125,***,* ,*, *,3 or fewer,*,*,*,*
"Gordon County",13129,***,* ,*, *,3 or fewer,*,*,*,*
"Grady County",13131,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",13133,***,* ,*, *,3 or fewer,*,*,*,*
"Habersham County",13137,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",13141,***,* ,*, *,3 or fewer,*,*,*,*
"Haralson County",13143,***,* ,*, *,3 or fewer,*,*,*,*
