------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '090', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_010.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=090&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Georgia by County

"Leukemia, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Georgia",13000,***,6.1 ,5.9, 6.4,587,falling,-1.1 ,-1.4, -0.9
"United States",00000,***,6.5 ,6.5, 6.6,23311,falling,-2.3 ,-3.1, -1.5
"Grady County",13131,***,13.6 ,8.1, 21.5,4,*,*,*,*
"Bryan County",13029,***,11 ,6.1, 18.1,3,*,*,*,*
"Lumpkin County",13187,***,10.3 ,5.8, 16.9,3,*,*,*,*
"Habersham County",13137,***,9.4 ,6.1, 14.1,5,stable,1.1 ,-1.7, 3.8
"Laurens County",13175,***,9.1 ,5.8, 13.5,5,stable,0.1 ,-2.2, 2.4
"Tift County",13277,***,9 ,5.4, 14.1,4,*,*,*,*
"Carroll County",13045,***,8.9 ,6.5, 11.9,10,stable,-0.2 ,-2.3, 2.1
"Dougherty County",13095,***,8.9 ,6.4, 12,9,stable,0.4 ,-1.7, 2.6
"Colquitt County",13071,***,8.8 ,5.4, 13.5,4,stable,0.2 ,-1.8, 2.3
"Bartow County",13015,***,8.3 ,5.8, 11.4,8,stable,0.2 ,-2.3, 2.8
"Polk County",13233,***,8.3 ,4.8, 13.3,3,*,*,*,*
"Spalding County",13255,***,7.9 ,5.3, 11.5,6,stable,0.5 ,-1.6, 2.7
"Bulloch County",13031,***,7.9 ,4.9, 11.9,5,*,*,*,*
"Camden County",13039,***,7.8 ,4.3, 12.8,3,*,*,*,*
"Glynn County",13127,***,7.7 ,5.4, 10.6,8,stable,0.3 ,-1.5, 2.2
"Lowndes County",13185,***,7.2 ,5, 10.1,7,stable,-0.5 ,-2.2, 1.2
"Paulding County",13223,***,7 ,4.8, 9.7,7,*,*,*,*
"Newton County",13217,***,6.9 ,4.7, 9.8,6,*,*,*,*
"Muscogee County",13215,***,6.9 ,5.3, 8.8,13,stable,-0.6 ,-2.1, 1.1
"Floyd County",13115,***,6.9 ,4.8, 9.5,8,stable,0.3 ,-1.6, 2.1
"Hall County",13139,***,6.8 ,5.2, 8.7,13,stable,-0.7 ,-2.4, 1.0
"Clarke County",13059,***,6.6 ,4.4, 9.4,6,stable,0.2 ,-2.2, 2.7
"Richmond County",13245,***,6.6 ,5, 8.4,13,falling,-2.1 ,-3.5, -0.6
"Coweta County",13077,***,6.4 ,4.6, 8.8,8,stable,-0.7 ,-2.9, 1.6
"Houston County",13153,***,6.4 ,4.6, 8.6,8,falling,-2.0 ,-3.5, -0.4
"Walton County",13297,***,6.3 ,4.3, 9.1,6,*,*,*,*
"Gwinnett County",13135,***,6.3 ,5.4, 7.3,37,stable,-0.9 ,-2.0, 0.2
"Clayton County",13063,***,6.2 ,4.5, 8.2,11,stable,-0.3 ,-2.1, 1.6
"Whitfield County",13313,***,6.2 ,4.1, 8.8,6,stable,-0.1 ,-2.3, 2.1
"Barrow County",13013,***,6.1 ,3.7, 9.5,4,*,*,*,*
"Jackson County",13157,***,6.1 ,3.6, 9.7,4,falling,-2.6 ,-4.5, -0.6
"Troup County",13285,***,6.1 ,3.8, 9.2,5,stable,-0.5 ,-3.2, 2.2
"Catoosa County",13047,***,5.9 ,3.7, 8.9,5,stable,-1.6 ,-3.6, 0.5
"Cherokee County",13057,***,5.8 ,4.4, 7.6,12,stable,-0.8 ,-2.6, 1.1
"Walker County",13295,***,5.8 ,3.8, 8.7,5,falling,-1.9 ,-3.5, -0.3
"Bibb County",13021,***,5.7 ,4.2, 7.6,9,falling,-2.2 ,-3.2, -1.1
"Fulton County",13121,***,5.7 ,4.9, 6.5,47,falling,-1.9 ,-2.5, -1.2
"Thomas County",13275,***,5.7 ,3.2, 9.4,3,*,*,*,*
"Forsyth County",13117,***,5.6 ,4.1, 7.6,9,*,*,*,*
"Gordon County",13129,***,5.6 ,3.2, 9.2,3,stable,-1.0 ,-4.3, 2.4
"Cobb County",13067,***,5.6 ,4.7, 6.5,33,falling,-2.0 ,-3.0, -1.1
"Fayette County",13113,***,5.4 ,3.7, 7.8,7,stable,-1.6 ,-4.6, 1.4
"Rockdale County",13247,***,5.4 ,3.4, 8.3,4,stable,-1.2 ,-3.6, 1.2
"DeKalb County",13089,***,5.2 ,4.4, 6.1,32,stable,1.4 ,-2.2, 5.2
"Chatham County",13051,***,5.2 ,4.1, 6.5,15,stable,-0.7 ,-2.1, 0.6
"Douglas County",13097,***,5.1 ,3.3, 7.5,6,stable,-1.2 ,-3.3, 1.0
"Henry County",13151,***,5 ,3.5, 6.7,9,falling,-3.0 ,-5.4, -0.5
"Columbia County",13073,***,4.8 ,3.2, 6.9,6,falling,-3.9 ,-6.7, -1.0
"Appling County",13001,***,* ,*, *,3 or fewer,*,*,*,*
"Atkinson County",13003,***,* ,*, *,3 or fewer,*,*,*,*
"Bacon County",13005,***,* ,*, *,3 or fewer,*,*,*,*
"Baker County",13007,***,* ,*, *,3 or fewer,*,*,*,*
"Baldwin County",13009,***,* ,*, *,3 or fewer,*,*,*,*
"Banks County",13011,***,* ,*, *,3 or fewer,*,*,*,*
"Ben Hill County",13017,***,* ,*, *,3 or fewer,*,*,*,*
"Berrien County",13019,***,* ,*, *,3 or fewer,*,*,*,*
"Bleckley County",13023,***,* ,*, *,3 or fewer,*,*,*,*
"Brantley County",13025,***,* ,*, *,3 or fewer,*,*,*,*
"Brooks County",13027,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",13033,***,* ,*, *,3 or fewer,*,*,*,*
"Butts County",13035,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",13037,***,* ,*, *,3 or fewer,*,*,*,*
"Candler County",13043,***,* ,*, *,3 or fewer,*,*,*,*
"Charlton County",13049,***,* ,*, *,3 or fewer,*,*,*,*
"Chattahoochee County",13053,***,* ,*, *,3 or fewer,*,*,*,*
"Chattooga County",13055,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",13061,***,* ,*, *,3 or fewer,*,*,*,*
"Clinch County",13065,***,* ,*, *,3 or fewer,*,*,*,*
"Coffee County",13069,***,* ,*, *,3 or fewer,*,*,*,*
"Cook County",13075,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",13079,***,* ,*, *,3 or fewer,*,*,*,*
"Crisp County",13081,***,* ,*, *,3 or fewer,*,*,*,*
"Dade County",13083,***,* ,*, *,3 or fewer,*,*,*,*
"Dawson County",13085,***,* ,*, *,3 or fewer,*,*,*,*
"Decatur County",13087,***,* ,*, *,3 or fewer,*,*,*,*
"Dodge County",13091,***,* ,*, *,3 or fewer,*,*,*,*
"Dooly County",13093,***,* ,*, *,3 or fewer,*,*,*,*
"Early County",13099,***,* ,*, *,3 or fewer,*,*,*,*
"Echols County",13101,***,* ,*, *,3 or fewer,*,*,*,*
"Effingham County",13103,***,* ,*, *,3 or fewer,*,*,*,*
"Elbert County",13105,***,* ,*, *,3 or fewer,*,*,*,*
"Emanuel County",13107,***,* ,*, *,3 or fewer,*,*,*,*
"Evans County",13109,***,* ,*, *,3 or fewer,*,*,*,*
"Fannin County",13111,***,* ,*, *,3 or fewer,*,*,*,*
"Franklin County",13119,***,* ,*, *,3 or fewer,*,*,*,*
"Gilmer County",13123,***,* ,*, *,3 or fewer,*,*,*,*
"Glascock County",13125,***,* ,*, *,3 or fewer,*,*,*,*
"Greene County",13133,***,* ,*, *,3 or fewer,*,*,*,*
"Hancock County",13141,***,* ,*, *,3 or fewer,*,*,*,*
"Haralson County",13143,***,* ,*, *,3 or fewer,*,*,*,*
"Harris County",13145,***,* ,*, *,3 or fewer,*,*,*,*
"Hart County",13147,***,* ,*, *,3 or fewer,*,*,*,*
"Heard County",13149,***,* ,*, *,3 or fewer,*,*,*,*
"Irwin County",13155,***,* ,*, *,3 or fewer,*,*,*,*
"Jasper County",13159,***,* ,*, *,3 or fewer,*,*,*,*
"Jeff Davis County",13161,***,* ,*, *,3 or fewer,*,*,*,*
"Jefferson County",13163,***,* ,*, *,3 or fewer,*,*,*,*
"Jenkins County",13165,***,* ,*, *,3 or fewer,*,*,*,*
"Johnson County",13167,***,* ,*, *,3 or fewer,*,*,*,*
"Jones County",13169,***,* ,*, *,3 or fewer,*,*,*,*
"Lamar County",13171,***,* ,*, *,3 or fewer,*,*,*,*
"Lanier County",13173,***,* ,*, *,3 or fewer,*,*,*,*
"Lee County",13177,***,* ,*, *,3 or fewer,*,*,*,*
"Liberty County",13179,***,* ,*, *,3 or fewer,*,*,*,*
"Lincoln County",13181,***,* ,*, *,3 or fewer,*,*,*,*
"Long County",13183,***,* ,*, *,3 or fewer,*,*,*,*
"Macon County",13193,***,* ,*, *,3 or fewer,*,*,*,*
"Madison County",13195,***,* ,*, *,3 or fewer,*,*,*,*
"Marion County",13197,***,* ,*, *,3 or fewer,*,*,*,*
"McDuffie County",13189,***,* ,*, *,3 or fewer,*,*,*,*
"McIntosh County",13191,***,* ,*, *,3 or fewer,*,*,*,*
"Meriwether County",13199,***,* ,*, *,3 or fewer,*,*,*,*
"Miller County",13201,***,* ,*, *,3 or fewer,*,*,*,*
"Mitchell County",13205,***,* ,*, *,3 or fewer,*,*,*,*
"Monroe County",13207,***,* ,*, *,3 or fewer,*,*,*,*
"Montgomery County",13209,***,* ,*, *,3 or fewer,*,*,*,*
"Morgan County",13211,***,* ,*, *,3 or fewer,*,*,*,*
"Murray County",13213,***,* ,*, *,3 or fewer,*,*,*,*
"Oconee County",13219,***,* ,*, *,3 or fewer,*,*,*,*
"Oglethorpe County",13221,***,* ,*, *,3 or fewer,*,*,*,*
"Peach County",13225,***,* ,*, *,3 or fewer,*,*,*,*
"Pickens County",13227,***,* ,*, *,3 or fewer,*,*,*,*
"Pierce County",13229,***,* ,*, *,3 or fewer,*,*,*,*
"Pike County",13231,***,* ,*, *,3 or fewer,*,*,*,*
"Pulaski County",13235,***,* ,*, *,3 or fewer,*,*,*,*
"Putnam County",13237,***,* ,*, *,3 or fewer,*,*,*,*
"Quitman County",13239,***,* ,*, *,3 or fewer,*,*,*,*
"Rabun County",13241,***,* ,*, *,3 or fewer,*,*,*,*
"Randolph County",13243,***,* ,*, *,3 or fewer,*,*,*,*
"Schley County",13249,***,* ,*, *,3 or fewer,*,*,*,*
"Screven County",13251,***,* ,*, *,3 or fewer,*,*,*,*
"Seminole County",13253,***,* ,*, *,3 or fewer,*,*,*,*
"Stephens County",13257,***,* ,*, *,3 or fewer,*,*,*,*
"Stewart County",13259,***,* ,*, *,3 or fewer,*,*,*,*
"Sumter County",13261,***,* ,*, *,3 or fewer,*,*,*,*
"Talbot County",13263,***,* ,*, *,3 or fewer,*,*,*,*
"Taliaferro County",13265,***,* ,*, *,3 or fewer,*,*,*,*
"Tattnall County",13267,***,* ,*, *,3 or fewer,*,*,*,*
"Taylor County",13269,***,* ,*, *,3 or fewer,*,*,*,*
"Telfair County",13271,***,* ,*, *,3 or fewer,*,*,*,*
"Terrell County",13273,***,* ,*, *,3 or fewer,*,*,*,*
"Toombs County",13279,***,* ,*, *,3 or fewer,*,*,*,*
"Towns County",13281,***,* ,*, *,3 or fewer,*,*,*,*
"Treutlen County",13283,***,* ,*, *,3 or fewer,*,*,*,*
"Turner County",13287,***,* ,*, *,3 or fewer,*,*,*,*
"Twiggs County",13289,***,* ,*, *,3 or fewer,*,*,*,*
"Union County",13291,***,* ,*, *,3 or fewer,*,*,*,*
"Upson County",13293,***,* ,*, *,3 or fewer,*,*,*,*
"Ware County",13299,***,* ,*, *,3 or fewer,*,*,*,*
"Warren County",13301,***,* ,*, *,3 or fewer,*,*,*,*
"Washington County",13303,***,* ,*, *,3 or fewer,*,*,*,*
"Wayne County",13305,***,* ,*, *,3 or fewer,*,*,*,*
"Webster County",13307,***,* ,*, *,3 or fewer,*,*,*,*
"Wheeler County",13309,***,* ,*, *,3 or fewer,*,*,*,*
"White County",13311,***,* ,*, *,3 or fewer,*,*,*,*
"Wilcox County",13315,***,* ,*, *,3 or fewer,*,*,*,*
"Wilkes County",13317,***,* ,*, *,3 or fewer,*,*,*,*
"Wilkinson County",13319,***,* ,*, *,3 or fewer,*,*,*,*
"Worth County",13321,***,* ,*, *,3 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 03/29/2020 6:17 pm.

*** No Healthy People 2020 Objective for this cancer.
State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

