------------
DL METADATA
 > URL: https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=072&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1
 > Details: {'stateFIPS': '13', 'areatype': 'county', 'cancer': '072', 'race': '00', 'sex': '0', 'age': '001', 'type': 'death', 'file_name': 'deathrates_009.csv', 'source_url': 'https://www.statecancerprofiles.cancer.gov/deathrates/index.php?stateFIPS=13&areatype=county&cancer=072&race=00&sex=0&age=001&type=death&sortVariableName=rate&sortOrder=desc&output=1'}
------------
Death Rate Report for Georgia by County

"Kidney & Renal Pelvis, 2012-2016"

"All Races (includes Hispanic), Both Sexes, All Ages"

Sorted by Rate

County, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Death Rate(†) - deaths per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval",Average Annual Count,Recent Trend,"Recent 5-Year Trend (‡) in Death Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Georgia",13000,***,3.7 ,3.5, 3.9,368,stable,-0.4 ,-0.8, 0.1
"United States",00000,***,3.8 ,3.7, 3.8,13926,falling,-0.9 ,-1.1, -0.7
"Effingham County",13103,***,7.7 ,4.4, 12.3,4,*,*,*,*
"Douglas County",13097,***,5.3 ,3.5, 7.7,6,*,*,*,*
"Barrow County",13013,***,5.1 ,2.9, 8.4,3,*,*,*,*
"Floyd County",13115,***,5 ,3.4, 7.2,6,stable,1.0 ,-1.5, 3.5
"Muscogee County",13215,***,4.9 ,3.6, 6.6,9,stable,1.2 ,-0.4, 2.8
"Bibb County",13021,***,4.7 ,3.4, 6.4,8,stable,0.7 ,-1.5, 3.0
"Houston County",13153,***,4.7 ,3.2, 6.6,6,stable,-0.9 ,-3.2, 1.5
"Lowndes County",13185,***,4.5 ,2.8, 6.8,5,*,*,*,*
"Troup County",13285,***,4.5 ,2.6, 7.3,3,*,*,*,*
"Walton County",13297,***,4.2 ,2.5, 6.6,4,*,*,*,*
"Richmond County",13245,***,4.2 ,3, 5.7,9,stable,0.2 ,-1.6, 1.9
"Paulding County",13223,***,4.1 ,2.7, 6.1,5,*,*,*,*
"Chatham County",13051,***,4.1 ,3.1, 5.3,12,stable,-0.3 ,-1.8, 1.2
"Walker County",13295,***,4.1 ,2.4, 6.6,4,*,*,*,*
"Coweta County",13077,***,4 ,2.6, 5.9,5,*,*,*,*
"Carroll County",13045,***,3.6 ,2.2, 5.7,4,*,*,*,*
"Bartow County",13015,***,3.5 ,2, 5.8,3,*,*,*,*
"Henry County",13151,***,3.4 ,2.3, 4.9,7,stable,-1.7 ,-3.8, 0.4
"Clayton County",13063,***,3.3 ,2.1, 4.9,6,stable,-1.6 ,-3.3, 0.1
"Cobb County",13067,***,3.3 ,2.6, 4,21,falling,-1.6 ,-2.7, -0.5
"Cherokee County",13057,***,3.2 ,2.2, 4.5,7,*,*,*,*
"Glynn County",13127,***,3.2 ,1.9, 5.2,4,stable,-0.1 ,-2.5, 2.3
"Gwinnett County",13135,***,3.2 ,2.6, 3.9,21,falling,-2.2 ,-3.6, -0.7
"Forsyth County",13117,***,3.1 ,2, 4.6,5,falling,-3.1 ,-5.7, -0.4
"Newton County",13217,***,3.1 ,1.7, 5.1,3,*,*,*,*
"DeKalb County",13089,***,3 ,2.4, 3.7,19,stable,-0.8 ,-1.8, 0.2
"Columbia County",13073,***,3 ,1.8, 4.6,4,*,*,*,*
"Hall County",13139,***,2.8 ,1.9, 4.1,5,falling,-3.2 ,-5.5, -0.9
"Fulton County",13121,***,2.8 ,2.3, 3.3,23,falling,-4.8 ,-7.9, -1.6
"Appling County",13001,***,* ,*, *,3 or fewer,*,*,*,*
"Atkinson County",13003,***,* ,*, *,3 or fewer,*,*,*,*
"Bacon County",13005,***,* ,*, *,3 or fewer,*,*,*,*
"Baker County",13007,***,* ,*, *,3 or fewer,*,*,*,*
"Baldwin County",13009,***,* ,*, *,3 or fewer,*,*,*,*
"Banks County",13011,***,* ,*, *,3 or fewer,*,*,*,*
"Ben Hill County",13017,***,* ,*, *,3 or fewer,*,*,*,*
"Berrien County",13019,***,* ,*, *,3 or fewer,*,*,*,*
"Bleckley County",13023,***,* ,*, *,3 or fewer,*,*,*,*
"Brantley County",13025,***,* ,*, *,3 or fewer,*,*,*,*
"Brooks County",13027,***,* ,*, *,3 or fewer,*,*,*,*
"Bryan County",13029,***,* ,*, *,3 or fewer,*,*,*,*
"Bulloch County",13031,***,* ,*, *,3 or fewer,*,*,*,*
"Burke County",13033,***,* ,*, *,3 or fewer,*,*,*,*
"Butts County",13035,***,* ,*, *,3 or fewer,*,*,*,*
"Calhoun County",13037,***,* ,*, *,3 or fewer,*,*,*,*
"Camden County",13039,***,* ,*, *,3 or fewer,*,*,*,*
"Candler County",13043,***,* ,*, *,3 or fewer,*,*,*,*
"Catoosa County",13047,***,* ,*, *,3 or fewer,*,*,*,*
"Charlton County",13049,***,* ,*, *,3 or fewer,*,*,*,*
"Chattahoochee County",13053,***,* ,*, *,3 or fewer,*,*,*,*
"Chattooga County",13055,***,* ,*, *,3 or fewer,*,*,*,*
"Clarke County",13059,***,* ,*, *,3 or fewer,*,*,*,*
"Clay County",13061,***,* ,*, *,3 or fewer,*,*,*,*
"Clinch County",13065,***,* ,*, *,3 or fewer,*,*,*,*
"Coffee County",13069,***,* ,*, *,3 or fewer,*,*,*,*
"Colquitt County",13071,***,* ,*, *,3 or fewer,*,*,*,*
"Cook County",13075,***,* ,*, *,3 or fewer,*,*,*,*
"Crawford County",13079,***,* ,*, *,3 or fewer,*,*,*,*
"Crisp County",13081,***,* ,*, *,3 or fewer,*,*,*,*
"Dade County",13083,***,* ,*, *,3 or fewer,*,*,*,*
"Dawson County",13085,***,* ,*, *,3 or fewer,*,*,*,*
"Decatur County",13087,***,* ,*, *,3 or fewer,*,*,*,*
"Dodge County",13091,***,* ,*, *,3 or fewer,*,*,*,*
"Dooly County",13093,***,* ,*, *,3 or fewer,*,*,*,*
"Dougherty County",13095,***,* ,*, *,3 or fewer,*,*,*,*
"Early County",13099,***,* ,*, *,3 or fewer,*,*,*,*
